n.evals.q.1.0.	xor._.hebbian.network.best.quality.inconsistency	xor._.hebbian.network.best.quality.inconsistency.min	xor._.hebbian.network.best.quality.inconsistency.max	xor._.hebbian.layer.best.quality.inconsistency	xor._.hebbian.layer.best.quality.inconsistency.min	xor._.hebbian.layer.best.quality.inconsistency.max	xor._.hebbian.neuron.best.quality.inconsistency	xor._.hebbian.neuron.best.quality.inconsistency.min	xor._.hebbian.neuron.best.quality.inconsistency.max	xor._.hebbian.synapse.best.quality.inconsistency	xor._.hebbian.synapse.best.quality.inconsistency.min	xor._.hebbian.synapse.best.quality.inconsistency.max	xor._.freeForm.best.quality.inconsistency	xor._.freeForm.best.quality.inconsistency.min	xor._.freeForm.best.quality.inconsistency.max
1.110e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.524e-04	4.412e-06	1.607e-02	9.419e-06	2.130e-07	1.092e-04	6.002e-01	6.542e-08	7.170e-01
1.120e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.054e-03	7.684e-06	3.513e-02	9.881e-04	2.809e-05	2.353e-02	6.002e-01	6.542e-08	7.170e-01
1.130e+04	8.930e-01	8.740e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.390e-04	1.208e-06	5.179e-02	7.330e-05	3.900e-06	1.212e-03	6.002e-01	1.462e-04	7.170e-01
1.140e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.698e-04	3.149e-06	5.626e-02	1.297e-04	7.825e-06	1.472e-03	6.002e-01	2.666e-07	7.170e-01
1.150e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.617e-04	9.032e-06	2.436e-02	2.719e-05	1.317e-06	3.134e-03	6.002e-01	6.489e-08	7.166e-01
1.160e+04	8.930e-01	8.636e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	9.166e-04	5.962e-06	7.950e-02	8.028e-06	1.271e-07	1.981e-04	6.002e-01	7.384e-07	7.170e-01
1.170e+04	8.930e-01	8.855e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.808e-04	4.064e-06	6.149e-03	2.804e-05	4.090e-07	3.128e-04	6.002e-01	3.862e-09	7.166e-01
1.180e+04	8.930e-01	8.762e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.850e-04	1.064e-06	5.254e-02	5.131e-05	1.420e-06	1.090e-03	6.002e-01	7.889e-08	7.170e-01
1.190e+04	8.930e-01	8.887e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.647e-04	5.995e-06	1.128e-02	1.113e-05	6.278e-07	1.627e-03	6.002e-01	7.169e-08	7.166e-01
1.200e+04	8.930e-01	8.798e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.486e-04	5.053e-07	2.290e-02	5.834e-05	3.196e-07	7.899e-03	6.002e-01	2.666e-07	7.166e-01
1.210e+04	8.930e-01	8.900e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.561e-04	5.940e-06	7.929e-03	5.673e-04	1.078e-07	1.073e-02	6.002e-01	2.666e-07	7.170e-01
1.220e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	9.246e-04	3.654e-06	2.407e-02	5.367e-05	1.624e-06	1.609e-03	6.002e-01	2.666e-07	7.166e-01
1.230e+04	8.930e-01	8.928e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.984e-04	4.041e-07	8.858e-03	9.789e-05	7.869e-06	1.686e-02	6.002e-01	2.620e-07	7.166e-01
1.240e+04	8.930e-01	8.845e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.567e-04	1.137e-06	9.238e-03	1.250e-05	1.280e-06	1.804e-04	6.002e-01	2.702e-07	7.166e-01
1.250e+04	8.930e-01	8.924e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	7.732e-05	7.447e-07	8.144e-03	5.648e-05	8.565e-07	1.726e-02	6.002e-01	9.615e-08	7.166e-01
1.260e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.659e-01	8.660e-01	3.594e-03	1.133e-06	3.335e-02	7.357e-05	1.240e-06	1.599e-03	6.002e-01	2.666e-07	7.141e-01
1.270e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.519e-05	4.809e-07	9.384e-04	8.764e-07	9.141e-09	6.642e-05	6.002e-01	2.666e-07	7.141e-01
1.280e+04	8.930e-01	8.350e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.023e-04	2.052e-06	8.444e-02	6.607e-04	5.077e-07	3.248e-03	6.002e-01	2.619e-07	7.141e-01
1.290e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.923e-03	6.816e-05	5.788e-02	7.035e-05	2.771e-06	1.028e-03	6.002e-01	1.823e-07	7.141e-01
1.300e+04	8.930e-01	8.928e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.792e-04	6.983e-06	4.542e-03	2.519e-05	2.083e-06	2.877e-03	6.002e-01	1.927e-06	7.141e-01
1.310e+04	8.930e-01	8.481e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.961e-04	4.690e-06	5.736e-02	1.081e-05	1.150e-07	6.291e-04	6.002e-01	2.616e-07	7.141e-01
1.320e+04	8.930e-01	8.534e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.484e-05	2.696e-07	2.598e-03	1.153e-05	3.582e-07	1.694e-03	6.002e-01	6.521e-08	7.141e-01
1.330e+04	8.930e-01	8.926e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.379e-05	4.592e-07	1.376e-02	2.240e-05	3.800e-07	4.098e-03	6.002e-01	7.889e-08	7.141e-01
1.340e+04	8.930e-01	8.854e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	7.623e-06	3.402e-07	3.257e-03	7.610e-06	3.492e-08	2.693e-04	6.002e-01	7.970e-08	7.141e-01
1.350e+04	8.930e-01	8.608e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.207e-03	1.367e-06	2.738e-02	3.470e-05	1.062e-07	7.831e-04	6.002e-01	2.603e-07	7.141e-01
1.360e+04	8.930e-01	8.929e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	7.559e-05	1.950e-06	2.098e-03	5.878e-06	4.900e-07	1.820e-04	6.002e-01	9.765e-08	7.141e-01
1.370e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.759e-05	1.529e-07	4.523e-04	2.241e-05	2.676e-07	1.095e-03	6.002e-01	5.722e-08	7.141e-01
1.380e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.872e-04	4.475e-07	2.449e-02	2.685e-05	3.398e-07	4.251e-04	6.002e-01	9.781e-08	7.141e-01
1.390e+04	8.930e-01	8.929e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.744e-05	3.232e-07	3.321e-03	5.914e-05	2.503e-07	1.697e-03	6.002e-01	7.889e-08	7.141e-01
1.400e+04	8.930e-01	8.929e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.304e-05	1.413e-07	1.378e-03	5.737e-05	6.117e-07	6.630e-04	6.002e-01	2.603e-07	7.141e-01
1.410e+04	8.930e-01	8.532e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.690e-05	6.646e-07	5.425e-03	2.816e-05	1.025e-08	5.611e-04	6.002e-01	2.364e-07	7.141e-01
1.420e+04	8.930e-01	6.506e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.811e-04	2.055e-06	4.972e-03	1.033e-05	3.842e-07	5.180e-03	6.002e-01	1.423e-05	7.141e-01
1.430e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.884e-04	1.377e-07	9.621e-03	2.520e-05	4.602e-08	7.406e-04	6.002e-01	6.521e-08	7.141e-01
1.440e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.791e-05	6.953e-07	5.835e-04	3.503e-06	2.647e-07	3.962e-04	6.002e-01	7.889e-08	7.141e-01
1.450e+04	8.930e-01	8.443e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.256e-04	1.813e-06	7.011e-03	2.338e-05	1.632e-08	3.948e-04	6.002e-01	5.740e-09	7.141e-01
1.460e+04	8.930e-01	8.930e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	9.324e-05	3.148e-06	6.023e-03	6.418e-06	2.210e-07	8.679e-05	6.002e-01	7.889e-08	7.141e-01
1.470e+04	8.930e-01	6.229e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.068e-04	4.030e-06	1.179e-03	1.788e-05	2.233e-09	2.979e-04	6.002e-01	4.733e-08	7.141e-01
1.480e+04	8.930e-01	8.850e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.522e-05	5.155e-08	2.089e-03	1.849e-06	1.011e-07	6.369e-04	6.000e-01	1.046e-04	7.141e-01
1.490e+04	8.930e-01	8.887e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.902e-06	1.011e-07	5.512e-04	7.234e-07	1.026e-07	7.049e-05	6.000e-01	2.616e-07	7.141e-01
1.500e+04	8.930e-01	8.841e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.159e-04	3.507e-06	2.119e-02	1.823e-04	5.437e-07	2.191e-03	6.000e-01	7.889e-08	7.141e-01
1.510e+04	8.930e-01	8.923e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.057e-05	1.668e-06	5.832e-03	8.844e-06	3.080e-08	1.556e-03	6.000e-01	2.617e-07	7.141e-01
1.520e+04	8.930e-01	8.925e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.767e-04	9.986e-09	5.153e-03	4.019e-06	1.797e-07	7.620e-05	6.000e-01	4.823e-08	7.141e-01
1.530e+04	8.930e-01	4.355e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	9.462e-05	6.374e-07	1.984e-03	2.300e-06	2.877e-08	2.017e-04	6.000e-01	7.889e-08	7.141e-01
1.540e+04	8.930e-01	4.335e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.163e-05	4.047e-07	3.496e-02	2.564e-06	3.430e-07	3.839e-03	6.000e-01	9.766e-08	7.141e-01
1.550e+04	8.930e-01	4.336e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.110e-06	2.057e-08	4.856e-04	3.756e-05	3.008e-06	4.079e-04	6.000e-01	7.889e-08	7.141e-01
1.560e+04	8.930e-01	4.311e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.786e-04	1.241e-07	8.350e-04	1.236e-05	3.491e-09	4.632e-04	6.000e-01	8.397e-08	7.141e-01
1.570e+04	8.930e-01	4.348e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.205e-05	2.320e-07	2.423e-04	3.942e-05	4.220e-07	3.439e-03	6.000e-01	1.902e-07	7.141e-01
1.580e+04	8.930e-01	4.348e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	7.616e-06	1.264e-07	4.911e-04	4.285e-06	2.139e-08	2.407e-04	6.000e-01	7.889e-08	7.141e-01
1.590e+04	8.930e-01	4.403e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.723e-04	3.090e-07	8.411e-03	6.766e-05	8.566e-07	1.402e-03	6.000e-01	1.857e-07	7.141e-01
1.600e+04	8.930e-01	4.335e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.287e-05	5.028e-08	3.052e-03	3.209e-06	9.731e-09	4.026e-03	6.000e-01	7.889e-08	7.141e-01
1.610e+04	8.930e-01	4.372e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.655e-05	3.230e-07	5.832e-03	1.343e-05	1.828e-07	1.048e-04	6.000e-01	4.846e-07	7.141e-01
1.620e+04	8.930e-01	4.369e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.310e-05	1.824e-06	1.622e-03	2.794e-06	6.718e-08	3.790e-04	6.000e-01	7.889e-08	7.141e-01
1.630e+04	8.930e-01	4.369e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	9.311e-05	2.313e-06	2.790e-03	9.838e-06	6.918e-08	2.770e-04	6.000e-01	7.889e-08	7.141e-01
1.640e+04	8.930e-01	4.364e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.414e-04	3.606e-07	1.088e-02	7.942e-06	5.171e-07	9.371e-05	6.000e-01	2.072e-08	7.141e-01
1.650e+04	8.930e-01	4.405e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.237e-05	1.474e-07	1.269e-03	9.825e-06	1.092e-07	4.627e-05	6.000e-01	7.505e-08	7.141e-01
1.660e+04	8.930e-01	4.338e-01	8.930e-01	8.660e-01	8.659e-01	8.660e-01	2.173e-04	1.301e-06	2.302e-03	1.998e-05	6.391e-09	7.134e-03	6.000e-01	1.932e-06	7.141e-01
1.670e+04	8.930e-01	4.373e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.851e-04	1.309e-07	4.082e-03	6.856e-05	2.283e-07	1.022e-03	6.000e-01	3.763e-08	7.141e-01
1.680e+04	8.930e-01	4.418e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.534e-05	2.473e-08	1.039e-03	1.264e-05	2.448e-07	2.312e-04	6.000e-01	7.889e-08	7.141e-01
1.690e+04	8.930e-01	4.365e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.475e-05	3.296e-08	8.904e-03	7.169e-06	4.419e-07	4.723e-04	6.000e-01	4.823e-08	7.141e-01
1.700e+04	8.930e-01	4.365e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.924e-04	1.688e-06	1.754e-02	4.594e-07	2.401e-08	3.223e-05	6.000e-01	7.889e-08	7.141e-01
1.710e+04	8.930e-01	4.350e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.477e-05	5.457e-07	2.251e-03	5.775e-07	1.002e-07	3.637e-05	6.000e-01	7.889e-08	7.141e-01
1.720e+04	8.930e-01	4.391e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.057e-04	1.713e-08	2.693e-03	1.092e-06	1.131e-09	4.258e-05	6.000e-01	1.439e-05	7.141e-01
1.730e+04	8.930e-01	4.404e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.138e-05	1.678e-07	2.258e-03	2.099e-06	2.298e-08	4.993e-04	6.000e-01	1.923e-06	7.141e-01
1.740e+04	8.930e-01	4.354e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.370e-05	2.550e-07	1.621e-02	2.028e-06	1.212e-08	4.389e-05	6.000e-01	7.889e-08	7.141e-01
1.750e+04	8.930e-01	4.343e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.112e-04	9.810e-07	5.364e-03	4.949e-06	1.443e-07	1.325e-03	6.000e-01	3.572e-08	7.141e-01
1.760e+04	8.930e-01	4.343e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.713e-04	1.010e-06	7.338e-02	2.790e-06	7.243e-08	2.922e-05	6.000e-01	2.152e-08	7.141e-01
1.770e+04	8.930e-01	4.336e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.330e-05	1.066e-07	2.228e-03	2.509e-06	2.868e-08	8.404e-05	6.000e-01	1.139e-09	7.141e-01
1.780e+04	8.930e-01	4.351e-01	8.930e-01	8.660e-01	8.659e-01	8.660e-01	2.380e-04	1.687e-07	1.057e-02	2.205e-06	1.614e-08	9.058e-05	6.000e-01	4.823e-08	7.141e-01
1.790e+04	8.930e-01	4.342e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.634e-05	5.933e-08	4.937e-03	4.487e-06	5.586e-09	2.052e-04	6.000e-01	4.823e-08	7.141e-01
1.800e+04	8.930e-01	4.316e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.913e-05	7.204e-07	2.787e-03	3.233e-05	2.024e-06	2.010e-03	6.000e-01	7.507e-08	7.141e-01
1.810e+04	8.930e-01	4.390e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.386e-05	1.370e-06	2.493e-03	3.825e-06	2.430e-07	6.482e-05	6.000e-01	6.513e-08	7.141e-01
1.820e+04	8.930e-01	4.414e-01	8.930e-01	8.660e-01	8.659e-01	8.660e-01	1.653e-05	7.051e-07	8.524e-03	1.928e-06	2.839e-08	7.004e-05	6.000e-01	1.047e-04	7.141e-01
1.830e+04	8.930e-01	4.403e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.160e-05	9.381e-09	4.660e-04	5.398e-06	6.583e-09	5.880e-05	6.000e-01	6.513e-08	7.141e-01
1.840e+04	8.930e-01	4.372e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.033e-05	5.009e-08	1.628e-04	1.021e-05	4.403e-07	1.690e-04	6.000e-01	1.913e-09	7.141e-01
1.850e+04	8.930e-01	4.396e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.069e-05	1.300e-07	6.566e-03	1.029e-05	5.563e-07	7.422e-05	6.000e-01	3.763e-08	7.141e-01
1.860e+04	8.930e-01	4.396e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.347e-05	1.827e-07	1.668e-04	3.792e-06	4.266e-09	2.191e-04	6.000e-01	2.373e-07	7.141e-01
1.870e+04	8.930e-01	4.382e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.621e-05	4.000e-08	6.560e-03	4.021e-06	2.739e-08	5.017e-04	6.000e-01	2.373e-07	7.141e-01
1.880e+04	8.930e-01	4.358e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.584e-04	3.807e-08	6.240e-03	6.157e-06	1.599e-07	4.331e-04	6.000e-01	6.513e-08	7.141e-01
1.890e+04	8.930e-01	4.399e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.775e-04	1.627e-07	1.104e-02	6.396e-07	2.507e-08	4.202e-05	6.000e-01	1.142e-09	7.141e-01
1.900e+04	8.930e-01	4.386e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.242e-05	8.281e-09	1.506e-03	5.695e-07	9.990e-09	6.333e-05	6.000e-01	1.142e-09	7.141e-01
1.910e+04	8.930e-01	4.402e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.567e-06	7.170e-08	7.212e-03	2.536e-06	4.313e-08	3.891e-04	6.000e-01	3.763e-08	7.141e-01
1.920e+04	8.930e-01	4.408e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.418e-05	7.265e-09	6.286e-03	1.625e-06	4.248e-08	3.920e-05	6.000e-01	2.014e-08	7.141e-01
1.930e+04	8.930e-01	4.381e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.557e-04	9.352e-08	7.806e-03	5.366e-06	5.058e-07	2.035e-03	6.000e-01	4.805e-08	7.141e-01
1.940e+04	8.930e-01	4.419e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.270e-06	6.387e-08	2.479e-02	5.887e-07	8.884e-09	2.471e-05	6.000e-01	7.504e-08	7.141e-01
1.950e+04	8.930e-01	4.426e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.454e-04	1.483e-06	8.122e-03	4.155e-07	7.114e-09	2.645e-05	6.000e-01	7.504e-08	7.141e-01
1.960e+04	8.930e-01	4.378e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.327e-05	1.090e-07	1.976e-02	4.966e-06	1.303e-08	7.191e-04	6.000e-01	3.613e-08	7.141e-01
1.970e+04	8.930e-01	4.477e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.798e-04	4.486e-08	1.343e-03	1.496e-07	1.059e-08	9.481e-05	6.002e-01	1.168e-09	7.141e-01
1.980e+04	8.930e-01	4.397e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.630e-06	3.414e-08	1.021e-02	3.425e-05	1.121e-06	2.671e-04	6.000e-01	4.893e-08	7.141e-01
1.990e+04	8.930e-01	4.466e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.126e-04	1.671e-08	5.767e-03	8.796e-07	2.943e-09	1.777e-04	6.000e-01	1.158e-09	7.141e-01
2.000e+04	8.930e-01	4.395e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.081e-06	6.798e-09	3.029e-02	3.103e-06	1.042e-07	1.014e-04	6.000e-01	7.889e-08	7.141e-01
2.010e+04	8.930e-01	4.413e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.845e-05	3.831e-07	8.045e-04	1.297e-06	5.959e-09	7.946e-04	6.000e-01	1.796e-08	7.141e-01
2.020e+04	8.930e-01	4.402e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.710e-06	7.722e-08	3.997e-03	3.035e-07	5.206e-09	1.278e-05	6.000e-01	1.150e-09	7.141e-01
2.030e+04	8.930e-01	4.387e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.854e-04	2.551e-06	5.058e-03	1.818e-06	3.438e-09	3.559e-04	6.000e-01	7.889e-08	7.141e-01
2.040e+04	8.930e-01	4.398e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.003e-04	1.722e-07	1.194e-02	5.465e-06	2.624e-09	9.684e-05	6.000e-01	1.001e-08	7.141e-01
2.050e+04	8.930e-01	4.393e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.283e-04	3.261e-07	4.311e-02	7.776e-07	5.109e-08	2.653e-04	6.000e-01	3.514e-08	7.141e-01
2.060e+04	8.930e-01	4.441e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.063e-05	3.108e-09	6.494e-03	3.526e-05	7.741e-08	1.524e-03	6.000e-01	8.711e-09	7.141e-01
2.070e+04	8.930e-01	4.405e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.377e-06	3.809e-08	8.944e-04	1.017e-06	2.162e-09	3.961e-04	6.000e-01	1.136e-11	7.141e-01
2.080e+04	8.930e-01	4.407e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.411e-05	2.118e-07	3.582e-03	2.865e-06	4.059e-09	8.124e-04	6.000e-01	6.513e-08	7.141e-01
2.090e+04	8.930e-01	4.398e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.408e-04	2.889e-07	1.391e-02	2.539e-06	1.091e-08	1.085e-04	6.000e-01	1.135e-09	7.141e-01
2.100e+04	8.930e-01	4.491e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.137e-06	7.375e-08	2.160e-02	5.468e-07	7.018e-09	4.208e-05	6.000e-01	9.458e-10	7.141e-01
2.110e+04	8.930e-01	4.390e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.261e-04	1.065e-08	3.074e-03	2.340e-06	1.685e-08	1.379e-05	6.000e-01	7.889e-08	7.141e-01
2.120e+04	8.930e-01	4.466e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.536e-06	3.372e-09	4.465e-02	1.652e-05	5.309e-10	1.431e-03	6.000e-01	9.458e-10	7.141e-01
2.130e+04	8.930e-01	4.418e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.104e-05	9.589e-09	1.095e-02	1.026e-06	7.151e-09	3.338e-04	6.000e-01	7.504e-08	7.141e-01
2.140e+04	8.930e-01	4.446e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.983e-05	4.697e-08	4.510e-04	4.015e-06	1.190e-08	6.162e-05	6.002e-01	1.148e-09	7.141e-01
2.150e+04	8.930e-01	4.439e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.011e-04	1.547e-08	3.611e-02	8.900e-07	2.130e-09	1.528e-04	6.002e-01	1.151e-09	7.141e-01
2.160e+04	8.930e-01	4.375e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.745e-05	3.954e-08	2.957e-03	1.775e-06	9.820e-09	6.063e-05	6.000e-01	9.458e-10	7.141e-01
2.170e+04	8.930e-01	4.466e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.969e-05	2.188e-08	1.383e-03	5.809e-07	1.636e-08	9.821e-05	6.000e-01	9.426e-09	7.141e-01
2.180e+04	8.930e-01	4.466e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.689e-06	1.887e-08	1.722e-03	3.311e-05	1.589e-08	3.437e-04	6.000e-01	9.458e-10	7.141e-01
2.190e+04	8.930e-01	4.895e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.167e-04	3.487e-07	1.066e-02	7.197e-07	7.097e-09	4.839e-04	6.000e-01	9.458e-10	7.141e-01
2.200e+04	8.930e-01	4.895e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	7.223e-06	2.401e-08	6.977e-03	1.027e-05	2.636e-08	6.951e-04	6.000e-01	2.606e-09	7.141e-01
2.210e+04	8.930e-01	4.895e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	9.197e-06	1.721e-07	6.797e-03	1.317e-06	1.514e-08	3.470e-05	6.000e-01	9.458e-10	7.141e-01
2.220e+04	8.930e-01	4.895e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	9.248e-05	1.074e-08	4.581e-03	8.348e-07	1.910e-08	7.775e-05	6.000e-01	9.458e-10	7.141e-01
2.230e+04	8.930e-01	4.895e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	7.219e-06	3.229e-09	3.041e-04	3.964e-06	7.922e-08	4.878e-05	6.000e-01	9.458e-10	7.141e-01
2.240e+04	8.930e-01	4.895e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.180e-04	6.213e-07	1.234e-02	5.320e-07	2.323e-09	4.080e-04	6.000e-01	3.468e-08	7.141e-01
2.250e+04	8.930e-01	4.400e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.102e-04	3.255e-09	4.995e-03	5.828e-06	1.001e-08	3.713e-04	6.000e-01	3.463e-08	7.141e-01
2.260e+04	8.930e-01	4.440e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.365e-05	2.126e-07	5.627e-03	2.744e-06	2.684e-10	8.043e-05	6.000e-01	4.112e-09	7.141e-01
2.270e+04	8.930e-01	4.405e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	8.273e-06	4.059e-09	1.701e-04	1.085e-06	2.614e-08	2.520e-04	6.000e-01	4.823e-08	7.141e-01
2.280e+04	8.930e-01	4.399e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.991e-04	2.047e-06	1.020e-02	2.398e-07	1.930e-10	1.332e-05	6.000e-01	3.450e-08	7.141e-01
2.290e+04	8.930e-01	4.415e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.828e-06	8.520e-10	5.266e-03	9.517e-07	8.545e-09	3.570e-05	6.000e-01	1.149e-09	7.141e-01
2.300e+04	8.930e-01	4.424e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.125e-05	3.748e-08	5.855e-04	3.273e-06	1.609e-10	3.559e-04	6.000e-01	7.929e-09	7.141e-01
2.310e+04	8.930e-01	4.459e-01	8.930e-01	8.660e-01	8.652e-01	8.660e-01	1.744e-05	6.100e-09	1.441e-03	7.561e-07	3.449e-09	3.388e-04	6.000e-01	1.164e-09	7.141e-01
