n.evals.q.1.0.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
9.400e+03	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.998e-01	9.864e-01	1.000e+00	9.997e-01	9.934e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
9.500e+03	5.000e-01	4.995e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.946e-01	1.000e+00	1.000e+00	9.996e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
9.600e+03	5.000e-01	4.724e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.967e-01	1.000e+00	9.999e-01	9.961e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
9.700e+03	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.913e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
9.800e+03	5.000e-01	5.000e-01	5.000e-01	5.000e-01	4.998e-01	5.000e-01	9.997e-01	9.568e-01	1.000e+00	9.999e-01	9.979e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
9.900e+03	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.967e-01	1.000e+00	1.000e+00	9.961e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.000e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.996e-01	1.000e+00	1.000e+00	9.955e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.010e+04	5.000e-01	4.999e-01	5.000e-01	5.000e-01	4.998e-01	5.000e-01	1.000e+00	9.712e-01	1.000e+00	9.998e-01	9.972e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.020e+04	5.000e-01	4.994e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.881e-01	1.000e+00	1.000e+00	9.988e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.030e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.877e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.040e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.946e-01	1.000e+00	1.000e+00	9.989e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.050e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.985e-01	9.683e-01	1.000e+00	1.000e+00	9.971e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.060e+04	5.000e-01	4.958e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.998e-01	9.740e-01	1.000e+00	9.999e-01	9.837e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.070e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.994e-01	9.923e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.080e+04	5.000e-01	4.989e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.922e-01	1.000e+00	9.999e-01	9.965e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.090e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.958e-01	1.000e+00	1.000e+00	9.986e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.100e+04	5.000e-01	4.998e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.936e-01	1.000e+00	1.000e+00	9.977e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.110e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.926e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.120e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.997e-01	9.584e-01	1.000e+00	9.997e-01	9.910e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.130e+04	5.000e-01	4.652e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.690e-01	1.000e+00	1.000e+00	9.995e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.140e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.545e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.150e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.804e-01	1.000e+00	1.000e+00	9.988e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.160e+04	5.000e-01	4.945e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.289e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.170e+04	5.000e-01	4.873e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.977e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.180e+04	5.000e-01	4.708e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.998e-01	9.745e-01	1.000e+00	1.000e+00	9.995e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.190e+04	5.000e-01	4.935e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.968e-01	1.000e+00	1.000e+00	9.990e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.200e+04	5.000e-01	4.769e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.937e-01	1.000e+00	1.000e+00	9.965e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.210e+04	5.000e-01	4.970e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.951e-01	1.000e+00	9.999e-01	9.893e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.220e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.995e-01	9.845e-01	1.000e+00	1.000e+00	9.996e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.230e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.949e-01	1.000e+00	1.000e+00	9.907e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.240e+04	5.000e-01	4.991e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.870e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.250e+04	5.000e-01	4.998e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.923e-01	1.000e+00	1.000e+00	9.932e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.260e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.998e-01	9.767e-01	1.000e+00	1.000e+00	9.991e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.270e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.994e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.280e+04	5.000e-01	2.941e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.925e-01	1.000e+00	1.000e+00	9.996e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.290e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.992e-01	9.855e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.300e+04	5.000e-01	4.998e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.974e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.310e+04	5.000e-01	4.839e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.815e-01	1.000e+00	1.000e+00	9.995e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.320e+04	5.000e-01	4.169e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.981e-01	1.000e+00	1.000e+00	9.995e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.330e+04	5.000e-01	4.994e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.912e-01	1.000e+00	1.000e+00	9.990e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.340e+04	5.000e-01	4.976e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.981e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.350e+04	5.000e-01	4.309e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.997e-01	9.755e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.360e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.985e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.370e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.995e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.380e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.945e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.390e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.976e-01	1.000e+00	1.000e+00	9.974e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.400e+04	5.000e-01	4.999e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.989e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.410e+04	5.000e-01	4.817e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.951e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.420e+04	5.000e-01	4.076e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.983e-01	1.000e+00	1.000e+00	9.990e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.430e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.945e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.440e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.997e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.450e+04	5.000e-01	4.830e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.966e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.460e+04	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.954e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.470e+04	5.000e-01	3.968e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.991e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.480e+04	5.000e-01	4.874e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.988e-01	1.000e+00	1.000e+00	9.995e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.490e+04	5.000e-01	4.935e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.997e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.500e+04	5.000e-01	4.985e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.751e-01	1.000e+00	1.000e+00	9.983e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.510e+04	5.000e-01	4.990e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.969e-01	1.000e+00	1.000e+00	9.994e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.520e+04	5.000e-01	4.993e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.971e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.530e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.979e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.540e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.937e-01	1.000e+00	1.000e+00	9.986e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.550e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.997e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.560e+04	5.000e-01	2.552e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.993e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.570e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.999e-01	1.000e+00	1.000e+00	9.960e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.580e+04	5.000e-01	2.537e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.995e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.590e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.969e-01	1.000e+00	1.000e+00	9.993e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.600e+04	5.000e-01	2.552e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.993e-01	1.000e+00	1.000e+00	9.978e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.610e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.967e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.620e+04	5.000e-01	2.542e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.987e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.630e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.979e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.640e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.975e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.650e+04	5.000e-01	2.542e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.990e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.660e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.995e-01	1.000e+00	1.000e+00	9.986e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.670e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.977e-01	1.000e+00	1.000e+00	9.996e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.680e+04	5.000e-01	2.562e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.994e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.690e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.907e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.700e+04	5.000e-01	2.536e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.849e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.710e+04	5.000e-01	2.551e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.994e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.720e+04	5.000e-01	2.575e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.972e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.730e+04	5.000e-01	2.554e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.994e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.740e+04	5.000e-01	2.539e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.930e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.750e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.990e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.760e+04	5.000e-01	2.573e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.796e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.770e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.996e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.780e+04	5.000e-01	2.578e-01	5.000e-01	5.000e-01	4.998e-01	5.000e-01	1.000e+00	9.922e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.790e+04	5.000e-01	2.545e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.969e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.800e+04	5.000e-01	2.543e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.990e-01	1.000e+00	1.000e+00	9.988e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.810e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.983e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.820e+04	5.000e-01	2.643e-01	5.000e-01	5.000e-01	4.997e-01	5.000e-01	1.000e+00	9.939e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.830e+04	5.000e-01	2.589e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.999e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.840e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.999e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.850e+04	5.000e-01	2.589e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.964e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.860e+04	5.000e-01	2.569e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.999e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.870e+04	5.000e-01	2.619e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.861e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.880e+04	5.000e-01	2.582e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.954e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.890e+04	5.000e-01	2.595e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.914e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.900e+04	5.000e-01	2.610e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.994e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.910e+04	5.000e-01	2.577e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.988e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.920e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.952e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.930e+04	5.000e-01	2.556e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.925e-01	1.000e+00	1.000e+00	9.984e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.940e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.963e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.950e+04	5.000e-01	2.641e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.982e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.960e+04	5.000e-01	2.561e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.836e-01	1.000e+00	1.000e+00	9.994e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.970e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.984e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.980e+04	5.000e-01	2.548e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.909e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
1.990e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.957e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.000e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.380e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.010e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.996e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.020e+04	5.000e-01	2.541e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.981e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.030e+04	5.000e-01	2.566e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.967e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.040e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.916e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.050e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.682e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.060e+04	5.000e-01	2.581e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.959e-01	1.000e+00	1.000e+00	9.994e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.070e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.997e-01	1.000e+00	1.000e+00	9.998e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.080e+04	5.000e-01	2.658e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.990e-01	1.000e+00	1.000e+00	9.997e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.090e+04	5.000e-01	2.534e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	9.999e-01	9.900e-01	1.000e+00	1.000e+00	9.999e-01	1.000e+00	5.000e-01	5.000e-01	1.000e+00
2.100e+04	5.000e-01	2.551e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	9.852e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e-01	5.000e-01	1.000e+00
