row;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0.0;-6.584411191499631;-7.56416404821169;-7.554697574273667;5.626195864903394;-3.7305148962517127;-3.7935562036984107;-2.1153870457318122;6.395602198737526;0.6938822275280089;-2.5710706147249565;-2.696133859721683;-2.6500513970160293;-0.1810561437446998;-0.445822174530296;-0.4124800933743858
1.0;-6.60475836332247;-7.592378126035637;-7.582911652097614;5.6438929612311215;-3.761941905143098;-3.824983212589796;-2.117705821135732;6.393283425046633;0.6915634521242571;-2.5726555393697694;-2.697718784368466;-2.6516363216608423;-0.17502673386852433;-0.4397936932320841;-0.42587227165659475
2.0;-6.625105535159343;-7.620592203888906;-7.611125729950883;5.661590057558858;-3.793368914034495;-3.856410221481193;-2.120024599226365;6.390964648549765;0.6892446740337669;-2.5742404639918584;-2.699303708992388;-2.6532212462829317;-0.16936585507401386;-0.4341337126164134;-0.4387376343832871
3.0;-6.645452707009271;-7.648806281769454;-7.639339807831432;5.679287153886601;-3.824795922925902;-3.8878372303726;-2.122343380041352;6.388645869217585;0.6869258932189011;-2.5758253885914386;-2.700888633593674;-2.6548061708825124;-0.16405847345898447;-0.4288271995427267;-0.4510976725314841
4.0;-6.665799878871346;-7.677020359675383;-7.667553885737361;5.69698425021435;-3.8562229318173173;-3.9192642392640153;-2.124662163618862;6.38632708701965;0.6846071096414947;-2.5774103131687234;-2.7024735581725454;-2.656391095459797;-0.1590894718368871;-0.42385903764864663;-0.4629739961334663
5.0;-6.680931086108906;-7.692151566912943;-7.68268509297492;5.699951304061484;-3.853255877970183;-3.916297185416881;-2.1309919680693143;6.40786365755248;0.7057141735744907;-2.5969948872164945;-2.723151336870981;-2.6770520245101275;-0.15335398307038334;-0.4368310576706609;-0.4573226938135782
6.0;-6.696062293346466;-7.707282774150503;-7.69781630021248;5.702922434726272;-3.850284747305395;-3.913326054752093;-2.137321772523707;6.4294002280652;0.7268136438157488;-2.6165825846852977;-2.743832419843302;-2.697715957095972;-0.14797081619065677;-0.4492994330885207;-0.4520167776296833
7.0;-6.711193508701681;-7.724598189723168;-7.712947515567696;5.720619342165368;-3.881711490838258;-3.8956291473129965;-2.143651576395497;6.450936758183093;0.7204841917769219;-2.618272718053681;-2.745579630837608;-2.699406091185002;-0.15468437202945937;-0.4444755283907753;-0.44726000615340517
8.0;-6.731540680588766;-7.752812267681353;-7.741161593525881;5.738316438493124;-3.913138499729683;-3.9270561562044213;-2.1459703322798824;6.448618003465735;0.7181654358926199;-2.61985764209049;-2.7471645548757593;-2.700991015221811;-0.14956607663665691;-0.43935797200399923;-0.4593497458773991
9.0;-6.751887852485409;-7.781026345659514;-7.769375671504042;5.756013534820884;-3.944565508621114;-3.9584831650958523;-2.148289090577525;6.446299246253871;0.7158466775950484;-2.6214425661103298;-2.748749478896848;-2.702575939241651;-0.1447778177811545;-0.4345704275902746;-0.47096769800372434
