x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	1.625e-01	5.599e-04	5.625e-01	1.811e-02	7.500e-01	2.404e-02	7.500e-01	2.404e-02
0	1	nan	nan	1.458e-01	2.220e-04	4.792e-01	1.390e-02	7.292e-01	4.472e-02	7.500e-01	5.638e-02
0	2	nan	nan	1.875e-01	6.788e-04	5.208e-01	3.256e-02	7.500e-01	8.257e-02	7.500e-01	8.257e-02
0	3	nan	nan	1.458e-01	-2.310e-06	7.500e-01	1.191e-01	7.500e-01	1.191e-01	7.500e-01	1.191e-01
0	4	nan	nan	4.958e-01	3.529e-02	7.500e-01	1.327e-01	7.500e-01	1.327e-01	7.500e-01	1.327e-01
0	5	nan	nan	1.458e-01	-2.626e-03	7.500e-01	1.754e-01	7.500e-01	1.754e-01	7.542e-01	1.305e-01
0	6	nan	nan	1.458e-01	-7.841e-05	1.458e-01	-7.841e-05	5.417e-01	1.626e-01	7.500e-01	1.917e-01
0	7	nan	nan	1.458e-01	1.440e-03	5.208e-01	7.820e-02	7.292e-01	2.127e-01	7.500e-01	2.051e-01
0	8	nan	nan	1.458e-01	1.975e-04	7.500e-01	2.524e-01	7.500e-01	2.524e-01	7.500e-01	2.524e-01
0	9	1.250e-01	-4.087e-02	6.458e-01	2.081e-01	6.458e-01	2.081e-01	6.875e-01	1.187e-01	7.500e-01	2.212e-01
1	0	nan	nan	nan	nan	nan	nan	1.667e-01	1.615e-03	3.542e-01	3.607e-03
1	1	nan	nan	nan	nan	nan	nan	3.125e-01	2.110e-02	7.500e-01	3.494e-02
1	2	nan	nan	nan	nan	nan	nan	7.292e-01	7.790e-02	7.500e-01	7.269e-02
1	3	nan	nan	nan	nan	nan	nan	7.500e-01	1.026e-01	7.500e-01	1.026e-01
1	4	nan	nan	nan	nan	nan	nan	7.292e-01	1.433e-01	7.500e-01	1.581e-01
1	5	nan	nan	nan	nan	5.833e-01	1.219e-01	7.500e-01	1.820e-01	7.583e-01	1.575e-01
1	6	nan	nan	nan	nan	5.875e-01	1.738e-01	7.500e-01	2.322e-01	7.500e-01	2.322e-01
1	7	nan	nan	nan	nan	7.458e-01	2.252e-01	7.500e-01	2.393e-01	7.500e-01	2.393e-01
