x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	4.583e-01	3.162e-03	4.583e-01	3.162e-03	4.583e-01	3.162e-03	4.583e-01	3.162e-03
0	1	nan	nan	4.583e-01	3.091e-03	4.583e-01	3.091e-03	4.583e-01	3.091e-03	4.583e-01	3.091e-03
0	2	nan	nan	4.583e-01	1.143e-02	4.583e-01	1.143e-02	4.583e-01	1.143e-02	4.583e-01	1.143e-02
0	3	nan	nan	4.583e-01	2.400e-02	4.583e-01	2.400e-02	4.583e-01	2.400e-02	4.583e-01	2.400e-02
0	4	nan	nan	4.583e-01	3.076e-02	4.583e-01	3.076e-02	4.583e-01	3.076e-02	4.583e-01	3.076e-02
0	5	4.167e-03	3.232e-02	4.583e-01	2.426e-02	4.583e-01	2.426e-02	4.583e-01	2.426e-02	4.583e-01	2.426e-02
0	6	nan	nan	4.583e-01	4.816e-02	4.583e-01	4.816e-02	4.583e-01	4.816e-02	4.583e-01	4.816e-02
0	7	nan	nan	4.583e-01	4.708e-02	4.583e-01	4.708e-02	4.583e-01	4.708e-02	4.958e-01	1.531e-01
0	8	nan	nan	4.583e-01	4.434e-03	4.583e-01	4.434e-03	4.583e-01	4.434e-03	4.583e-01	4.434e-03
0	9	2.708e-01	1.210e-01	4.583e-01	8.007e-02	4.583e-01	8.007e-02	4.583e-01	8.007e-02	4.583e-01	8.007e-02
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	4.583e-01	5.930e-02	4.583e-01	5.930e-02	4.583e-01	5.930e-02
1	9	2.917e-01	2.897e-02	4.583e-01	2.180e-01	4.583e-01	2.180e-01	4.583e-01	2.180e-01	5.833e-01	1.283e-01
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	9	4.583e-01	2.548e-01	4.583e-01	2.548e-01	4.583e-01	2.548e-01	4.583e-01	2.548e-01	4.833e-01	3.129e-01
3	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	9	4.583e-01	2.914e-01	4.583e-01	2.914e-01	4.583e-01	2.914e-01	4.583e-01	2.914e-01	4.583e-01	2.914e-01
4	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	9	4.583e-01	3.748e-01	4.583e-01	3.748e-01	4.583e-01	3.748e-01	4.583e-01	3.748e-01	4.583e-01	3.748e-01
5	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	9	4.583e-01	3.750e-01	4.583e-01	3.750e-01	4.583e-01	3.750e-01	4.583e-01	3.750e-01	4.583e-01	3.750e-01
6	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
