x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	2.137e-01	2.843e+01	1.174e+02	2.480e+02	4.585e+02
0	1	nan	4.998e+01	1.326e+02	1.786e+02	4.454e+02
0	2	nan	7.653e+01	1.689e+02	1.760e+02	3.989e+02
0	3	nan	5.030e+01	1.382e+02	3.446e+02	4.128e+02
0	4	nan	8.748e+01	1.534e+02	2.555e+02	4.170e+02
0	5	nan	1.079e+02	2.111e+02	2.540e+02	3.958e+02
0	6	nan	2.061e+02	2.061e+02	2.790e+02	3.932e+02
0	7	nan	7.362e+01	2.030e+02	3.010e+02	3.737e+02
0	8	nan	8.129e+01	1.919e+02	3.448e+02	3.787e+02
0	9	nan	9.043e+01	2.576e+02	3.232e+02	3.753e+02
1	0	nan	5.632e+01	9.698e+01	1.176e+02	4.611e+02
1	1	nan	nan	1.918e+02	1.918e+02	4.483e+02
1	2	nan	7.760e+01	2.149e+02	2.573e+02	4.410e+02
1	3	nan	9.320e+01	1.646e+02	2.961e+02	4.067e+02
1	4	nan	9.556e+01	1.829e+02	2.606e+02	4.088e+02
1	5	nan	1.176e+02	2.000e+02	3.226e+02	4.214e+02
1	6	nan	9.232e+01	2.098e+02	3.237e+02	4.155e+02
1	7	nan	9.738e+01	1.936e+02	2.632e+02	3.768e+02
1	8	nan	9.719e+01	2.369e+02	3.604e+02	3.751e+02
1	9	nan	2.441e+02	2.625e+02	3.569e+02	3.761e+02
2	0	nan	nan	1.798e+02	1.798e+02	4.772e+02
2	1	nan	nan	1.610e+02	2.551e+02	4.500e+02
2	2	nan	1.103e+02	2.543e+02	3.881e+02	4.354e+02
2	3	nan	1.217e+02	2.173e+02	4.201e+02	4.201e+02
2	4	nan	1.438e+02	1.868e+02	2.688e+02	4.205e+02
2	5	nan	1.394e+02	2.225e+02	3.416e+02	4.105e+02
2	6	nan	1.443e+02	2.317e+02	3.426e+02	3.863e+02
2	7	nan	1.791e+02	2.978e+02	3.128e+02	3.984e+02
2	8	nan	1.547e+02	2.268e+02	3.720e+02	3.820e+02
2	9	nan	2.007e+02	2.792e+02	3.658e+02	3.933e+02
3	0	nan	nan	nan	nan	4.837e+02
3	1	nan	nan	2.290e+02	2.385e+02	4.587e+02
3	2	nan	1.615e+02	1.837e+02	2.983e+02	4.617e+02
3	3	nan	1.941e+02	2.176e+02	3.306e+02	4.335e+02
3	4	nan	1.627e+02	2.560e+02	3.399e+02	4.296e+02
3	5	nan	1.891e+02	3.243e+02	4.041e+02	4.153e+02
3	6	nan	2.100e+02	2.512e+02	3.470e+02	4.102e+02
3	7	nan	1.779e+02	2.573e+02	3.457e+02	3.914e+02
3	8	nan	1.841e+02	3.113e+02	3.497e+02	3.874e+02
3	9	nan	2.054e+02	3.490e+02	3.728e+02	3.798e+02
4	0	nan	nan	nan	4.657e+02	4.845e+02
4	1	nan	nan	3.309e+02	4.329e+02	4.519e+02
4	2	nan	nan	2.227e+02	4.142e+02	4.359e+02
4	3	nan	1.965e+02	2.756e+02	4.348e+02	4.429e+02
4	4	nan	nan	3.067e+02	3.727e+02	4.233e+02
4	5	nan	2.416e+02	3.065e+02	3.241e+02	4.091e+02
4	6	nan	nan	3.085e+02	3.876e+02	4.036e+02
4	7	nan	2.338e+02	3.682e+02	3.682e+02	3.957e+02
4	8	nan	3.140e+02	3.363e+02	3.464e+02	3.817e+02
4	9	nan	2.671e+02	3.538e+02	3.668e+02	3.892e+02
5	0	nan	nan	4.551e+02	4.551e+02	4.879e+02
5	1	nan	nan	4.305e+02	4.471e+02	4.610e+02
5	2	nan	nan	3.081e+02	4.219e+02	4.518e+02
5	3	nan	nan	nan	4.100e+02	4.360e+02
5	4	nan	nan	2.927e+02	3.972e+02	4.304e+02
5	5	nan	2.766e+02	2.959e+02	4.006e+02	4.181e+02
