x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	2.508e+00	5.627e+01	1.391e+02	2.825e+02	4.802e+02
0	1	nan	5.574e+01	2.546e+02	2.546e+02	4.590e+02
0	2	nan	1.440e+02	2.634e+02	4.263e+02	4.489e+02
0	3	nan	1.275e+02	2.421e+02	4.065e+02	4.288e+02
0	4	nan	1.254e+02	3.303e+02	4.176e+02	4.326e+02
0	5	nan	1.342e+02	2.818e+02	3.091e+02	4.174e+02
0	6	nan	1.609e+02	3.100e+02	3.668e+02	4.160e+02
0	7	nan	1.757e+02	2.911e+02	3.879e+02	4.082e+02
0	8	nan	1.601e+02	3.065e+02	3.866e+02	3.961e+02
0	9	nan	2.090e+02	3.109e+02	3.752e+02	3.886e+02
1	0	nan	8.013e+01	1.057e+02	4.681e+02	4.843e+02
1	1	nan	1.382e+02	2.833e+02	2.833e+02	4.807e+02
1	2	nan	9.787e+01	3.539e+02	4.332e+02	4.491e+02
1	3	nan	1.335e+02	2.859e+02	3.203e+02	4.326e+02
1	4	nan	1.207e+02	3.461e+02	3.709e+02	4.172e+02
1	5	nan	1.372e+02	3.653e+02	3.956e+02	4.246e+02
1	6	nan	1.283e+02	3.106e+02	3.763e+02	4.171e+02
1	7	nan	1.541e+02	3.217e+02	3.675e+02	4.090e+02
1	8	nan	1.325e+02	3.172e+02	3.904e+02	3.971e+02
1	9	nan	2.383e+02	3.801e+02	3.801e+02	3.875e+02
2	0	nan	1.102e+02	1.564e+02	4.774e+02	4.857e+02
2	1	nan	nan	2.894e+02	4.565e+02	4.602e+02
2	2	nan	2.205e+02	2.659e+02	3.981e+02	4.600e+02
2	3	nan	1.392e+02	3.307e+02	3.307e+02	4.503e+02
2	4	nan	1.431e+02	3.826e+02	4.051e+02	4.340e+02
2	5	nan	2.416e+02	3.818e+02	4.198e+02	4.204e+02
2	6	nan	1.862e+02	3.967e+02	4.115e+02	4.137e+02
2	7	nan	2.582e+02	3.887e+02	3.887e+02	4.347e+02
2	8	nan	1.629e+02	2.979e+02	3.848e+02	3.965e+02
2	9	nan	2.663e+02	3.757e+02	3.757e+02	3.991e+02
3	0	nan	nan	2.689e+02	4.990e+02	5.068e+02
3	1	nan	1.650e+02	2.868e+02	4.597e+02	4.670e+02
3	2	nan	1.976e+02	4.390e+02	4.390e+02	4.640e+02
3	3	nan	1.988e+02	3.431e+02	4.203e+02	4.730e+02
3	4	nan	2.445e+02	3.666e+02	4.097e+02	4.460e+02
3	5	nan	1.956e+02	3.639e+02	4.040e+02	4.491e+02
3	6	nan	2.076e+02	3.679e+02	3.992e+02	4.337e+02
3	7	nan	2.693e+02	3.417e+02	3.767e+02	4.289e+02
3	8	nan	2.441e+02	3.740e+02	3.893e+02	3.893e+02
3	9	nan	2.772e+02	3.822e+02	3.914e+02	4.087e+02
4	0	nan	nan	2.226e+02	4.764e+02	5.083e+02
4	1	nan	2.175e+02	2.440e+02	4.642e+02	4.801e+02
4	2	nan	nan	3.655e+02	4.507e+02	4.815e+02
4	3	nan	2.193e+02	3.762e+02	4.263e+02	4.687e+02
4	4	nan	nan	4.009e+02	4.417e+02	4.671e+02
4	5	nan	2.956e+02	3.761e+02	4.096e+02	4.304e+02
4	6	nan	2.518e+02	4.075e+02	4.075e+02	4.350e+02
4	7	nan	3.361e+02	3.938e+02	4.114e+02	4.160e+02
4	8	nan	2.430e+02	3.517e+02	3.957e+02	4.264e+02
4	9	nan	3.009e+02	4.008e+02	4.008e+02	4.135e+02
5	0	nan	nan	4.750e+02	4.818e+02	5.101e+02
5	1	nan	nan	4.567e+02	4.616e+02	4.960e+02
5	2	nan	2.765e+02	4.398e+02	4.626e+02	4.864e+02
5	3	nan	nan	3.361e+02	4.397e+02	4.739e+02
5	4	nan	2.919e+02	4.191e+02	4.354e+02	4.540e+02
5	5	nan	3.202e+02	3.979e+02	4.237e+02	4.558e+02
5	6	nan	2.594e+02	3.529e+02	4.204e+02	4.412e+02
5	7	nan	2.691e+02	4.133e+02	4.133e+02	4.375e+02
5	8	nan	2.863e+02	3.632e+02	3.878e+02	4.247e+02
5	9	nan	3.606e+02	3.655e+02	3.902e+02	4.128e+02
6	0	nan	nan	4.610e+02	5.095e+02	5.115e+02
6	1	nan	nan	4.648e+02	4.914e+02	4.914e+02
6	2	nan	3.938e+02	3.938e+02	4.473e+02	4.854e+02
6	3	nan	nan	4.561e+02	4.633e+02	4.781e+02
6	4	nan	3.013e+02	4.020e+02	4.466e+02	4.675e+02
6	5	nan	nan	3.605e+02	4.224e+02	4.450e+02
6	6	nan	3.566e+02	3.796e+02	3.990e+02	4.347e+02
6	7	nan	3.421e+02	3.754e+02	4.286e+02	4.328e+02
