x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	2.039e+00	5.817e+01	1.046e+02	1.686e+02	1.980e+02
0	1	nan	7.348e+01	9.724e+01	1.961e+02	2.982e+02
0	2	nan	9.330e+01	1.686e+02	2.218e+02	2.525e+02
0	3	nan	1.163e+02	2.181e+02	2.606e+02	3.995e+02
0	4	nan	1.455e+02	1.945e+02	2.212e+02	3.461e+02
0	5	nan	8.855e+01	2.113e+02	3.530e+02	3.530e+02
0	6	nan	9.948e+01	1.819e+02	3.333e+02	3.662e+02
0	7	nan	1.980e+02	2.660e+02	3.870e+02	3.870e+02
0	8	nan	7.792e+01	2.432e+02	3.513e+02	3.513e+02
0	9	nan	1.081e+02	2.864e+02	3.321e+02	3.970e+02
1	0	nan	6.577e+01	1.084e+02	1.084e+02	4.905e+02
1	1	nan	9.236e+01	1.241e+02	2.108e+02	3.939e+02
1	2	nan	1.103e+02	1.727e+02	4.048e+02	4.048e+02
1	3	nan	1.379e+02	1.582e+02	2.558e+02	4.540e+02
1	4	nan	1.265e+02	1.906e+02	4.352e+02	4.538e+02
1	5	nan	1.326e+02	4.150e+02	4.150e+02	4.150e+02
1	6	nan	1.416e+02	2.401e+02	3.729e+02	3.729e+02
1	7	nan	1.310e+02	2.370e+02	3.363e+02	4.389e+02
1	8	nan	2.285e+02	3.345e+02	3.723e+02	3.723e+02
1	9	nan	1.996e+02	3.193e+02	3.580e+02	3.968e+02
2	0	nan	nan	nan	nan	4.965e+02
2	1	nan	1.311e+02	1.503e+02	2.087e+02	4.696e+02
2	2	nan	1.372e+02	2.015e+02	2.281e+02	4.361e+02
2	3	nan	1.541e+02	2.701e+02	3.132e+02	3.631e+02
2	4	nan	2.593e+02	2.593e+02	3.955e+02	4.598e+02
2	5	nan	1.732e+02	2.199e+02	4.079e+02	4.596e+02
2	6	nan	2.737e+02	2.737e+02	3.975e+02	4.183e+02
2	7	nan	2.240e+02	3.004e+02	3.239e+02	4.054e+02
2	8	nan	1.865e+02	3.319e+02	3.876e+02	4.090e+02
2	9	nan	1.869e+02	3.852e+02	3.987e+02	3.987e+02
3	0	nan	1.847e+02	4.912e+02	4.912e+02	4.912e+02
3	1	nan	1.910e+02	4.354e+02	4.464e+02	4.920e+02
3	2	nan	1.665e+02	2.384e+02	4.534e+02	4.730e+02
3	3	nan	1.989e+02	4.051e+02	4.209e+02	4.631e+02
3	4	nan	1.965e+02	2.489e+02	4.388e+02	4.402e+02
3	5	nan	1.862e+02	3.868e+02	4.069e+02	4.423e+02
3	6	nan	2.030e+02	2.703e+02	3.944e+02	4.035e+02
3	7	nan	2.012e+02	2.762e+02	3.344e+02	4.196e+02
3	8	nan	2.114e+02	3.295e+02	3.772e+02	4.002e+02
3	9	nan	2.196e+02	3.232e+02	4.088e+02	4.128e+02
4	0	nan	2.335e+02	2.335e+02	4.954e+02	5.126e+02
4	1	nan	nan	4.282e+02	4.282e+02	4.787e+02
4	2	nan	2.033e+02	2.594e+02	4.291e+02	4.876e+02
4	3	nan	nan	2.224e+02	4.032e+02	4.694e+02
4	4	nan	2.211e+02	3.197e+02	4.324e+02	4.644e+02
4	5	nan	2.500e+02	3.232e+02	3.719e+02	4.467e+02
4	6	nan	nan	3.371e+02	3.996e+02	4.361e+02
4	7	nan	2.278e+02	3.221e+02	4.185e+02	4.329e+02
4	8	nan	2.674e+02	3.238e+02	4.119e+02	4.211e+02
4	9	nan	2.736e+02	3.761e+02	4.047e+02	4.174e+02
5	0	nan	nan	4.420e+02	4.855e+02	5.102e+02
5	1	nan	nan	nan	4.540e+02	4.934e+02
5	2	nan	nan	2.793e+02	4.709e+02	4.834e+02
5	3	nan	3.000e+02	4.389e+02	4.583e+02	4.583e+02
5	4	nan	2.773e+02	4.176e+02	4.444e+02	4.625e+02
5	5	nan	2.780e+02	4.123e+02	4.215e+02	4.545e+02
5	6	nan	2.888e+02	3.236e+02	3.891e+02	4.435e+02
5	7	nan	2.952e+02	3.441e+02	3.933e+02	4.304e+02
5	8	nan	3.176e+02	3.657e+02	3.973e+02	4.230e+02
5	9	nan	3.087e+02	3.820e+02	4.019e+02	4.150e+02
6	0	nan	nan	5.078e+02	5.078e+02	5.124e+02
6	1	nan	nan	nan	4.727e+02	4.894e+02
6	2	nan	nan	nan	4.272e+02	4.740e+02
6	3	nan	nan	4.411e+02	4.490e+02	4.791e+02
6	4	nan	nan	4.335e+02	4.511e+02	4.566e+02
6	5	nan	3.035e+02	3.569e+02	4.388e+02	4.573e+02
6	6	nan	3.135e+02	4.222e+02	4.222e+02	4.408e+02
6	7	nan	3.107e+02	4.146e+02	4.146e+02	4.260e+02
6	8	nan	3.265e+02	3.629e+02	3.809e+02	4.250e+02
6	9	nan	3.530e+02	3.866e+02	4.059e+02	4.167e+02
7	0	nan	nan	nan	4.931e+02	5.126e+02
