x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	3.575e+00	2.087e+01	3.757e+01	7.109e+01	1.127e+02
0	1	9.008e+00	3.777e+01	5.832e+01	1.244e+02	1.784e+02
0	2	nan	4.072e+01	6.824e+01	1.351e+02	2.115e+02
0	3	nan	4.770e+01	8.279e+01	1.702e+02	1.973e+02
0	4	nan	5.815e+01	7.382e+01	1.473e+02	2.052e+02
0	5	nan	6.350e+01	1.221e+02	1.444e+02	2.613e+02
0	6	nan	8.483e+01	1.169e+02	1.909e+02	2.407e+02
0	7	nan	nan	1.856e+02	2.458e+02	3.303e+02
0	8	nan	nan	1.838e+02	3.206e+02	3.206e+02
0	9	nan	8.875e+01	1.614e+02	2.643e+02	3.616e+02
1	0	nan	nan	nan	9.183e+01	9.183e+01
1	1	nan	4.321e+01	1.173e+02	1.295e+02	1.487e+02
1	2	nan	6.228e+01	1.311e+02	1.828e+02	1.828e+02
1	3	nan	6.022e+01	1.117e+02	1.522e+02	2.127e+02
1	4	nan	9.570e+01	1.080e+02	1.761e+02	2.168e+02
1	5	nan	9.329e+01	1.113e+02	2.081e+02	2.704e+02
1	6	nan	1.013e+02	1.434e+02	2.680e+02	3.292e+02
1	7	nan	1.886e+02	1.886e+02	2.805e+02	2.964e+02
1	8	nan	9.382e+01	1.949e+02	3.296e+02	3.718e+02
1	9	nan	9.970e+01	1.815e+02	3.325e+02	3.325e+02
2	0	nan	nan	nan	nan	4.647e+02
2	1	nan	nan	1.102e+02	1.499e+02	1.819e+02
2	2	nan	nan	1.197e+02	1.445e+02	1.927e+02
2	3	nan	9.508e+01	1.514e+02	1.829e+02	4.138e+02
2	4	nan	1.213e+02	1.416e+02	2.475e+02	4.405e+02
2	5	nan	1.322e+02	1.401e+02	2.854e+02	3.853e+02
2	6	nan	1.657e+02	2.196e+02	2.837e+02	3.282e+02
2	7	nan	1.476e+02	1.979e+02	2.981e+02	4.043e+02
2	8	nan	1.355e+02	2.224e+02	2.937e+02	3.394e+02
2	9	nan	1.333e+02	1.802e+02	3.061e+02	3.744e+02
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	1.913e+02	3.395e+02
3	2	nan	nan	nan	2.403e+02	2.969e+02
3	3	nan	nan	1.785e+02	3.509e+02	3.931e+02
3	4	nan	nan	3.395e+02	3.395e+02	3.744e+02
3	5	nan	nan	2.218e+02	3.101e+02	3.491e+02
3	6	nan	1.883e+02	2.202e+02	2.206e+02	3.333e+02
3	7	nan	nan	2.271e+02	3.145e+02	3.629e+02
3	8	nan	1.932e+02	1.932e+02	3.353e+02	3.572e+02
3	9	nan	1.816e+02	3.028e+02	3.301e+02	3.981e+02
4	0	nan	nan	nan	nan	4.878e+02
4	1	nan	nan	nan	3.908e+02	4.745e+02
4	2	nan	nan	2.058e+02	4.253e+02	4.253e+02
4	3	nan	nan	nan	3.871e+02	4.429e+02
4	4	nan	nan	1.988e+02	4.119e+02	4.119e+02
4	5	nan	nan	nan	4.105e+02	4.154e+02
4	6	nan	2.457e+02	2.457e+02	3.414e+02	3.923e+02
4	7	nan	nan	2.638e+02	3.116e+02	3.981e+02
4	8	nan	1.986e+02	3.217e+02	3.878e+02	4.159e+02
4	9	nan	2.199e+02	2.698e+02	3.856e+02	3.995e+02
5	0	nan	nan	nan	nan	4.999e+02
5	1	nan	nan	nan	nan	4.396e+02
5	2	nan	nan	nan	4.042e+02	4.580e+02
5	3	nan	nan	nan	3.796e+02	4.669e+02
5	4	nan	nan	nan	3.804e+02	4.284e+02
5	5	nan	nan	2.919e+02	4.088e+02	4.275e+02
5	6	nan	2.621e+02	2.685e+02	4.299e+02	4.299e+02
5	7	nan	nan	2.918e+02	4.115e+02	4.130e+02
5	8	nan	2.619e+02	2.954e+02	4.057e+02	4.137e+02
5	9	nan	2.818e+02	2.828e+02	3.801e+02	4.025e+02
6	0	nan	nan	nan	4.947e+02	4.979e+02
6	1	nan	nan	nan	nan	4.576e+02
6	2	nan	nan	nan	3.238e+02	4.441e+02
6	3	nan	nan	3.205e+02	4.101e+02	4.402e+02
6	4	nan	nan	3.502e+02	4.187e+02	4.388e+02
6	5	nan	nan	3.298e+02	4.049e+02	4.491e+02
6	6	nan	nan	3.263e+02	3.582e+02	4.200e+02
6	7	nan	nan	3.152e+02	3.859e+02	3.996e+02
6	8	nan	nan	3.712e+02	3.952e+02	3.952e+02
6	9	nan	nan	3.523e+02	4.017e+02	4.035e+02
7	0	nan	nan	nan	4.889e+02	5.019e+02
7	1	nan	nan	nan	4.501e+02	4.875e+02
7	2	nan	nan	nan	4.346e+02	4.745e+02
7	3	nan	3.804e+02	3.873e+02	4.487e+02	4.702e+02
7	4	nan	nan	nan	4.128e+02	4.265e+02
7	5	nan	nan	3.829e+02	4.346e+02	4.485e+02
7	6	nan	nan	3.532e+02	4.391e+02	4.391e+02
7	7	nan	3.634e+02	4.188e+02	4.188e+02	4.188e+02
7	8	nan	nan	nan	4.115e+02	4.115e+02
7	9	nan	nan	3.838e+02	4.022e+02	4.022e+02
