x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-2.800e+00	3.068e+01	3.308e+01	6.394e+01	7.171e+01
0	1	nan	3.373e+01	7.941e+01	7.941e+01	1.130e+02
0	2	nan	3.736e+01	7.518e+01	9.534e+01	1.308e+02
0	3	nan	4.580e+01	6.512e+01	1.102e+02	2.055e+02
0	4	nan	5.780e+01	6.170e+01	1.201e+02	3.902e+02
0	5	nan	5.595e+01	8.664e+01	1.212e+02	3.753e+02
0	6	nan	6.305e+01	6.344e+01	1.694e+02	3.877e+02
0	7	nan	nan	7.569e+01	2.268e+02	3.212e+02
0	8	nan	nan	8.871e+01	1.827e+02	3.346e+02
0	9	nan	nan	1.648e+02	1.800e+02	3.530e+02
1	0	nan	nan	6.597e+01	6.597e+01	7.628e+01
1	1	nan	7.985e+01	7.985e+01	1.035e+02	4.345e+02
1	2	nan	7.569e+01	1.230e+02	1.230e+02	3.923e+02
1	3	nan	8.442e+01	1.010e+02	1.458e+02	4.295e+02
1	4	nan	7.795e+01	1.219e+02	1.618e+02	2.119e+02
1	5	5.561e+01	9.612e+01	1.317e+02	1.844e+02	3.646e+02
1	6	nan	1.018e+02	1.142e+02	2.514e+02	2.678e+02
1	7	6.585e+01	9.303e+01	1.735e+02	1.874e+02	2.928e+02
1	8	nan	8.879e+01	1.618e+02	1.924e+02	3.584e+02
1	9	nan	9.605e+01	1.462e+02	2.324e+02	3.312e+02
2	0	nan	nan	nan	nan	4.567e+02
2	1	nan	nan	1.255e+02	1.255e+02	2.129e+02
2	2	nan	nan	1.011e+02	1.238e+02	2.089e+02
2	3	nan	nan	1.039e+02	1.354e+02	1.481e+02
2	4	nan	1.187e+02	1.257e+02	1.442e+02	3.829e+02
2	5	nan	1.104e+02	2.573e+02	2.573e+02	3.881e+02
2	6	nan	1.447e+02	1.650e+02	2.851e+02	3.325e+02
2	7	nan	1.390e+02	1.390e+02	2.087e+02	3.394e+02
2	8	nan	1.584e+02	1.840e+02	2.376e+02	3.510e+02
2	9	nan	1.451e+02	1.701e+02	2.670e+02	3.805e+02
3	0	nan	nan	nan	nan	4.637e+02
3	1	nan	nan	nan	1.625e+02	1.625e+02
