x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-8.740e-01	3.842e+01	5.069e+01	1.409e+02	4.783e+02
0	1	nan	1.040e+02	2.265e+02	2.265e+02	4.588e+02
0	2	nan	8.354e+01	9.763e+01	3.960e+02	4.305e+02
0	3	nan	6.383e+01	1.177e+02	4.077e+02	4.363e+02
0	4	nan	1.032e+02	1.168e+02	2.786e+02	4.169e+02
0	5	nan	5.674e+01	2.125e+02	3.742e+02	4.015e+02
0	6	nan	1.119e+02	2.005e+02	3.160e+02	4.092e+02
0	7	nan	1.239e+02	2.229e+02	3.478e+02	3.772e+02
0	8	nan	8.912e+01	2.216e+02	3.382e+02	3.803e+02
0	9	nan	1.631e+02	2.648e+02	3.703e+02	3.971e+02
1	0	nan	nan	5.681e+01	2.617e+02	4.865e+02
1	1	nan	nan	2.039e+02	3.663e+02	4.836e+02
1	2	nan	7.707e+01	2.005e+02	4.091e+02	4.524e+02
1	3	nan	1.017e+02	1.263e+02	4.364e+02	4.364e+02
1	4	nan	1.203e+02	1.442e+02	3.869e+02	4.139e+02
1	5	nan	1.777e+02	1.983e+02	3.959e+02	4.220e+02
1	6	nan	1.680e+02	2.010e+02	3.571e+02	4.141e+02
1	7	nan	1.796e+02	2.086e+02	3.219e+02	4.040e+02
1	8	nan	1.150e+02	2.825e+02	3.578e+02	4.148e+02
1	9	nan	1.800e+02	2.812e+02	3.732e+02	3.921e+02
2	0	nan	nan	1.340e+02	4.541e+02	4.799e+02
2	1	nan	nan	1.395e+02	4.453e+02	4.608e+02
2	2	nan	1.131e+02	3.413e+02	4.345e+02	4.504e+02
2	3	nan	1.122e+02	1.629e+02	4.047e+02	4.446e+02
2	4	nan	1.515e+02	2.517e+02	4.035e+02	4.338e+02
2	5	nan	1.795e+02	2.411e+02	3.191e+02	4.352e+02
2	6	nan	1.454e+02	2.620e+02	3.800e+02	4.073e+02
2	7	nan	1.437e+02	3.909e+02	3.909e+02	4.057e+02
2	8	nan	1.950e+02	3.266e+02	3.888e+02	3.888e+02
2	9	nan	1.828e+02	3.259e+02	3.761e+02	3.998e+02
3	0	nan	nan	nan	4.780e+02	4.941e+02
3	1	nan	nan	1.863e+02	4.437e+02	4.784e+02
3	2	nan	1.603e+02	1.888e+02	4.365e+02	4.614e+02
3	3	nan	1.551e+02	2.217e+02	4.288e+02	4.579e+02
3	4	nan	2.027e+02	2.846e+02	4.188e+02	4.413e+02
3	5	nan	1.811e+02	3.685e+02	4.023e+02	4.251e+02
3	6	nan	1.485e+02	3.002e+02	4.125e+02	4.179e+02
3	7	nan	1.925e+02	2.502e+02	3.898e+02	4.166e+02
3	8	nan	1.862e+02	3.425e+02	3.740e+02	4.060e+02
3	9	nan	1.996e+02	3.545e+02	3.779e+02	4.010e+02
4	0	nan	nan	nan	4.770e+02	4.982e+02
4	1	nan	nan	2.114e+02	4.335e+02	4.689e+02
4	2	nan	2.678e+02	2.876e+02	4.506e+02	4.635e+02
4	3	nan	2.465e+02	3.059e+02	4.257e+02	4.648e+02
4	4	nan	2.448e+02	3.665e+02	4.249e+02	4.378e+02
4	5	nan	nan	2.733e+02	4.049e+02	4.274e+02
4	6	nan	1.975e+02	3.061e+02	3.924e+02	4.275e+02
4	7	nan	2.393e+02	3.219e+02	3.826e+02	3.978e+02
4	8	nan	2.781e+02	3.339e+02	3.700e+02	3.970e+02
4	9	nan	2.627e+02	3.798e+02	3.849e+02	4.106e+02
5	0	nan	nan	2.709e+02	4.700e+02	5.017e+02
5	1	nan	nan	nan	4.500e+02	4.876e+02
5	2	nan	nan	4.289e+02	4.449e+02	4.764e+02
5	3	nan	nan	3.593e+02	4.317e+02	4.475e+02
5	4	nan	nan	3.994e+02	4.180e+02	4.421e+02
5	5	nan	nan	2.987e+02	4.105e+02	4.202e+02
5	6	nan	2.751e+02	2.959e+02	3.995e+02	4.095e+02
5	7	nan	nan	3.352e+02	3.760e+02	4.186e+02
5	8	nan	3.321e+02	3.486e+02	3.771e+02	4.014e+02
