x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	8.668e+00	2.833e+01	7.518e+01	8.450e+01	4.635e+02
0	1	nan	8.544e+01	1.835e+02	4.503e+02	4.673e+02
0	2	nan	8.417e+01	1.814e+02	4.408e+02	4.408e+02
0	3	nan	1.227e+02	4.070e+02	4.070e+02	4.419e+02
0	4	nan	1.744e+02	4.149e+02	4.159e+02	4.366e+02
0	5	nan	1.835e+02	2.622e+02	4.188e+02	4.235e+02
0	6	nan	2.878e+02	3.234e+02	4.117e+02	4.133e+02
0	7	nan	1.094e+02	4.014e+02	4.014e+02	4.014e+02
0	8	nan	1.321e+02	3.659e+02	3.850e+02	4.039e+02
0	9	nan	2.655e+02	3.354e+02	3.789e+02	4.021e+02
1	0	nan	nan	4.557e+02	4.742e+02	4.868e+02
1	1	nan	1.144e+02	2.777e+02	4.608e+02	4.663e+02
1	2	nan	9.030e+01	1.881e+02	4.448e+02	4.657e+02
1	3	nan	2.189e+02	2.189e+02	3.649e+02	4.475e+02
1	4	nan	9.691e+01	2.273e+02	3.961e+02	4.403e+02
1	5	nan	3.138e+02	4.059e+02	4.059e+02	4.423e+02
1	6	nan	2.284e+02	3.062e+02	4.108e+02	4.266e+02
1	7	nan	2.053e+02	3.767e+02	3.953e+02	4.110e+02
1	8	nan	2.902e+02	3.438e+02	3.696e+02	4.103e+02
1	9	nan	2.748e+02	3.660e+02	3.902e+02	4.055e+02
2	0	nan	nan	4.524e+02	4.905e+02	5.052e+02
2	1	nan	nan	1.383e+02	4.618e+02	4.884e+02
2	2	nan	1.127e+02	2.276e+02	4.498e+02	4.716e+02
2	3	nan	1.196e+02	2.609e+02	4.451e+02	4.533e+02
2	4	nan	3.794e+02	3.794e+02	4.268e+02	4.489e+02
2	5	nan	1.347e+02	3.341e+02	4.244e+02	4.337e+02
2	6	nan	1.547e+02	3.667e+02	4.140e+02	4.402e+02
2	7	nan	1.906e+02	3.851e+02	4.140e+02	4.177e+02
2	8	nan	2.052e+02	3.922e+02	3.979e+02	4.071e+02
2	9	nan	2.850e+02	3.695e+02	3.955e+02	4.073e+02
3	0	nan	4.515e+02	4.708e+02	4.828e+02	4.965e+02
3	1	nan	nan	4.571e+02	4.594e+02	4.835e+02
3	2	nan	nan	1.829e+02	4.446e+02	4.739e+02
3	3	nan	1.450e+02	4.261e+02	4.388e+02	4.587e+02
3	4	nan	1.761e+02	2.620e+02	4.386e+02	4.662e+02
3	5	nan	2.567e+02	3.811e+02	4.244e+02	4.436e+02
3	6	nan	2.379e+02	3.865e+02	4.138e+02	4.432e+02
3	7	nan	3.062e+02	3.879e+02	3.986e+02	4.136e+02
3	8	nan	3.663e+02	3.750e+02	3.952e+02	4.205e+02
3	9	nan	3.655e+02	3.707e+02	3.912e+02	4.087e+02
4	0	nan	nan	4.717e+02	4.857e+02	5.028e+02
4	1	nan	nan	4.371e+02	4.630e+02	4.817e+02
4	2	nan	3.471e+02	3.471e+02	4.411e+02	4.803e+02
4	3	nan	nan	2.799e+02	4.470e+02	4.613e+02
4	4	nan	nan	4.288e+02	4.418e+02	4.588e+02
4	5	nan	2.891e+02	3.044e+02	4.210e+02	4.375e+02
4	6	nan	2.580e+02	3.569e+02	4.121e+02	4.244e+02
4	7	nan	2.868e+02	3.579e+02	4.108e+02	4.316e+02
4	8	nan	2.490e+02	3.569e+02	3.928e+02	4.068e+02
4	9	nan	3.565e+02	3.709e+02	3.973e+02	4.051e+02
5	0	nan	4.480e+02	4.684e+02	4.869e+02	5.024e+02
5	1	nan	nan	4.347e+02	4.787e+02	4.922e+02
5	2	nan	nan	4.178e+02	4.602e+02	4.745e+02
5	3	nan	nan	3.785e+02	4.591e+02	4.591e+02
5	4	nan	nan	4.228e+02	4.344e+02	4.567e+02
5	5	nan	nan	3.975e+02	4.016e+02	4.356e+02
5	6	nan	3.486e+02	3.706e+02	4.190e+02	4.335e+02
5	7	nan	3.722e+02	3.722e+02	4.151e+02	4.189e+02
5	8	nan	2.912e+02	3.638e+02	3.990e+02	4.191e+02
5	9	nan	2.845e+02	3.765e+02	3.945e+02	4.117e+02
6	0	nan	4.720e+02	4.720e+02	4.915e+02	5.046e+02
6	1	nan	nan	4.358e+02	4.664e+02	4.880e+02
6	2	nan	3.256e+02	4.456e+02	4.687e+02	4.746e+02
6	3	nan	4.195e+02	4.292e+02	4.561e+02	4.651e+02
6	4	nan	nan	4.153e+02	4.373e+02	4.540e+02
6	5	nan	3.703e+02	4.182e+02	4.365e+02	4.371e+02
6	6	nan	3.399e+02	4.028e+02	4.218e+02	4.285e+02
6	7	nan	3.614e+02	3.918e+02	4.179e+02	4.270e+02
6	8	nan	3.413e+02	3.829e+02	3.941e+02	4.153e+02
6	9	nan	3.088e+02	3.762e+02	4.040e+02	4.085e+02
7	0	nan	nan	4.774e+02	4.950e+02	5.058e+02
7	1	nan	nan	3.784e+02	4.803e+02	4.852e+02
7	2	nan	4.238e+02	4.457e+02	4.508e+02	4.733e+02
7	3	nan	nan	4.432e+02	4.483e+02	4.692e+02
7	4	nan	nan	4.245e+02	4.473e+02	4.584e+02
7	5	nan	nan	4.411e+02	4.411e+02	4.489e+02
7	6	nan	nan	3.984e+02	4.201e+02	4.311e+02
7	7	nan	3.806e+02	3.899e+02	4.132e+02	4.211e+02
7	8	nan	3.654e+02	3.850e+02	3.946e+02	4.151e+02
7	9	nan	3.853e+02	3.931e+02	3.967e+02	4.068e+02
8	0	nan	4.643e+02	4.881e+02	4.967e+02	5.058e+02
8	1	nan	4.304e+02	4.603e+02	4.761e+02	4.920e+02
8	2	nan	nan	4.343e+02	4.574e+02	4.759e+02
8	3	nan	4.178e+02	4.377e+02	4.644e+02	4.683e+02
8	4	nan	nan	4.441e+02	4.485e+02	4.562e+02
8	5	nan	nan	nan	4.174e+02	4.493e+02
8	6	nan	nan	4.005e+02	4.323e+02	4.402e+02
8	7	nan	nan	nan	nan	4.318e+02
8	8	nan	nan	nan	nan	4.252e+02
8	9	nan	nan	nan	nan	4.033e+02
9	0	nan	4.491e+02	4.871e+02	4.941e+02	5.058e+02
9	1	nan	nan	nan	4.723e+02	4.900e+02
9	2	nan	nan	nan	4.655e+02	4.798e+02
9	3	nan	nan	nan	nan	4.732e+02
9	4	nan	nan	nan	nan	4.566e+02
9	5	nan	nan	nan	nan	4.414e+02
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
