row;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
0.0;5.125209674994302E-5;0.002798076808039375;0.00879086626770791;-0.009724959276247867;-0.0019309483423610684;-0.013393542308188518;0.012008706186723287;-0.005327089206404843;-0.013976917124706487;0.007464834780142687;-0.013399790493083224;0.013932092686051636;0.011718969273647569;0.014313274993352613;0.019924828560156035;-0.00114018726199688;-0.008280018910195364;0.00855121068486549;-0.01954401200682825;-0.015030865594156078;0.01374484736490678;0.0019807273147839817;0.00593673967616223;-0.010973024956439797;0.015329514554646536;-0.013297727992915096;0.005799690749088496;-0.009156013567743813;0.012916085887817948;-0.015559570740062513;-0.005492763338114708;-0.0190813026612361
1.0;0.018870747742564784;0.0061777811640390465;0.0049912825447376834;-0.0103848732623705;0.024044355268930756;-0.003784464578393279;0.042460481019868226;-0.021642880336443744;0.049675522218920146;0.00696057671472381;0.01623930741970448;0.02929249865124884;-0.01491438619086569;0.08318527516651847;-0.015583825276983949;0.005468333697787048;0.030055499464349558;0.003952982482592043;-0.008986397117762827;-0.01267259488651214;0.014302775551839998;0.02205788378974891;0.02639579066181339;-0.025144415658373918;0.025608136961729012;-0.02041394677842375;-0.011262232559888521;-0.010588358260936438;0.024560297235077237;-0.05655571655101947;0.008066171177758484;-0.009413551591517116
2.0;0.03884805570102767;0.0567074292206377;0.03691451798933601;-0.009627351959916397;0.050197632460172455;-0.007249860230513584;0.007059307586693334;-0.041644922104382406;-0.022337801924250486;-0.060570625742188945;0.04697229221436838;0.04458491191907771;-0.038618323489118506;0.10497019803327605;-0.05066485135409926;0.014963976541881741;0.07008140056772469;-8.154918770609436E-4;0.00123196360258062;-0.008660180427644198;0.014690453859341302;0.04183169170718595;0.04770322825887447;-0.03957943643192435;0.03442588066176669;-0.029269241938648095;-0.02822913725213353;-0.01801292372258193;0.037949807374646;-0.0979308266767843;0.021344374737306965;-5.903328709573816E-4
3.0;0.05906501616408225;0.06200001579039563;0.03174516498413275;-0.008576439480590845;0.047771064918420134;-0.009419918483780224;-0.028898567052620505;-0.05960544438694265;0.04146635947249387;-0.06020926657817905;0.07709946052949349;0.06535182327286282;-0.06326385944018674;0.1265338324234453;-0.08530210258625714;0.026044247194278426;0.1076574928116586;-0.0056702238243;0.011373265352786032;-0.005566383082980833;0.014998467634408973;0.06152981283812772;0.06861078117945486;-0.054256606036234147;0.04285992897564607;-0.037112798098019144;-0.04508714439207298;-0.027107590835132783;0.05102017276064173;-0.13966495943043356;0.034191284607205975;0.008086872588025058
4.0;0.08007997100657446;0.06838491555206659;0.025793632581735573;-0.04754342533056239;0.04775817310664543;-0.007276765132929928;0.005282542064193478;-0.06368491883417243;0.10399003130486587;-0.06715346258065773;0.0640550636615954;0.09224161244324186;-0.09431167371141064;0.19906465414560554;-0.11913237866801502;0.04050353026343993;0.13297793151360016;-0.010563396930248686;0.02131362549639616;-0.008781079583039468;0.0159193740159934;0.08122883924594387;0.08640774513489913;-0.06893971520730817;0.050375159136602246;-0.038310719318700684;-0.06174468014381676;-0.04097240282972453;0.05961969870822806;-0.1817660874490582;0.04662065746129738;0.018203601994019956
5.0;0.09919962387394163;0.1176261094518426;0.05826378455829833;-0.04783587609894092;0.0737796155045816;-0.015377842422120196;-0.028126339969908966;-0.09627700725224067;0.01698100697157788;-0.13733506267366935;0.09852411749377674;0.1073018029688257;-0.1122087739701199;0.22221426261215138;-0.15342838163614025;0.050968300812741535;0.1806523232015893;-0.01573763302365508;0.031637470702641314;0.0010981010744028352;0.015117052189000633;0.10085610461295863;0.11107349539593508;-0.08448126903676619;0.059665018464430924;-0.05296755938184892;-0.07852840123199832;-0.045192279924059574;0.07849699607247354;-0.22421524171586343;0.058498709494159154;0.02407580174791288
6.0;0.11642207980866946;0.1640171468032008;0.09194375663343593;-0.05045094328133229;0.06229563717201149;-0.033733392720157726;-3.8738938599235107E-4;-0.1088430383912857;-0.04617546468326085;-0.20330087101088495;0.12705048226189974;0.1304482040085676;-0.13934238100242846;0.29220749093053844;-0.18641488527392275;0.06248320143472162;0.2103872706217372;-0.021092779806856806;0.04231468497343192;0.0016674087745330544;0.01674284356670886;0.12157854310326129;0.13037039133948658;-0.10015360299214679;0.07102936290272789;-0.05813394044662225;-0.09509440930736052;-0.04143677739997979;0.09067676575775166;-0.2671886041511932;0.06976786231497308;0.032198813185903466
7.0;0.1391080612250925;0.17268938644817797;0.08435431475201041;-0.04637736694767641;0.06733706201906701;-0.02255823188255597;-0.04208068058214279;-0.1290527637683115;0.01783617968773611;-0.2017557627897302;0.1578450967171259;0.15022300036530864;-0.16295052954729006;0.3140149254557918;-0.21970563880016766;0.08077442660100662;0.2467206867212543;-0.026150367732305554;0.0518443620121567;0.005797977670478765;0.01525926915319442;0.14020197629227854;0.1525416417484214;-0.11573583506124337;0.07627837134552369;-0.06692456960250508;-0.11153508622455796;-0.06429280438328674;0.1062962823098985;-0.3102448985051576;0.08086373953488787;0.039100955557339154
8.0;0.15732061552375023;0.22056784731735027;0.11740291278281932;-0.08399648464536881;0.058847812036579114;-0.03556223602618429;-0.012659891511591345;-0.128153021410192;-0.029281534700906997;-0.2648868195778115;0.14628749394076548;0.17930910327822003;-0.19629488023150035;0.3880345992742795;-0.2509805351765034;0.09853398005189494;0.2613105105793086;-0.03179633915968598;0.06221601834342334;-1.2190626190784065E-4;0.01874995439372742;0.16123045907251818;0.16880717604959597;-0.13154449573067223;0.08646163378349428;-0.06572753860004556;-0.1277049722077048;-0.0671909556565314;0.11469132462688367;-0.3540273835405303;0.09122701638451586;0.04859079833752387
9.0;0.17965733680805482;0.22876201160296072;0.14782157818867236;-0.12359919935129915;0.0628328375830065;-0.02199184929995776;0.02376644671898355;-0.11412951021831129;0.031572185088229204;-0.3252551220361977;0.13864864841550123;0.21418405109791291;-0.27005328643764825;0.46597845464655513;-0.2813601216638822;0.12428179413326289;0.2623041123488029;-0.03702606409463922;0.07181653170827133;-0.011902830046324116;0.022176191568100245;0.1813771009441119;0.1827589770264325;-0.14677170500795;0.09224461087854892;-0.058299089948773336;-0.1434576049981177;-0.091657324060625;0.11918794676694851;-0.3980675582382887;0.10086299285300233;0.060059516575392234
