n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.increase	xor._.me.hebbian.network.best.quality.increase.min	xor._.me.hebbian.network.best.quality.increase.max	xor._.me.hebbian.layer.best.quality.increase	xor._.me.hebbian.layer.best.quality.increase.min	xor._.me.hebbian.layer.best.quality.increase.max	xor._.me.hebbian.neuron.best.quality.increase	xor._.me.hebbian.neuron.best.quality.increase.min	xor._.me.hebbian.neuron.best.quality.increase.max	xor._.me.hebbian.synapse.best.quality.increase	xor._.me.hebbian.synapse.best.quality.increase.min	xor._.me.hebbian.synapse.best.quality.increase.max	xor._.me.freeForm.best.quality.increase	xor._.me.freeForm.best.quality.increase.min	xor._.me.freeForm.best.quality.increase.max
1.000e+02	4.169e-01	1.711e-01	4.862e-01	4.702e-01	4.526e-01	4.924e-01	6.737e-01	5.092e-01	8.141e-01	7.427e-01	5.108e-01	8.455e-01	1.955e-01	1.249e-01	3.749e-01
2.000e+02	2.989e-01	2.728e-01	4.815e-01	4.462e-01	1.608e-01	4.760e-01	5.323e-01	4.560e-01	6.952e-01	7.813e-01	6.626e-01	8.602e-01	2.095e-01	7.510e-02	3.745e-01
3.000e+02	3.051e-01	2.735e-01	4.933e-01	1.885e-01	8.624e-02	4.526e-01	4.909e-01	4.177e-01	5.799e-01	7.758e-01	6.249e-01	8.602e-01	1.885e-01	1.264e-01	4.445e-01
4.000e+02	2.851e-01	2.730e-01	4.940e-01	9.993e-02	7.105e-02	3.162e-01	4.379e-01	3.899e-01	4.854e-01	7.638e-01	6.249e-01	8.553e-01	1.849e-01	1.264e-01	4.438e-01
5.000e+02	2.848e-01	2.709e-01	4.815e-01	1.608e-01	7.932e-02	3.076e-01	4.379e-01	3.899e-01	4.854e-01	7.758e-01	6.052e-01	8.709e-01	2.249e-01	1.494e-01	4.751e-01
6.000e+02	2.848e-01	2.726e-01	4.808e-01	1.296e-01	7.105e-02	2.855e-01	4.318e-01	3.681e-01	4.847e-01	7.638e-01	6.249e-01	8.709e-01	2.919e-01	1.494e-01	4.952e-01
7.000e+02	2.848e-01	2.726e-01	4.666e-01	1.608e-01	7.105e-02	2.855e-01	4.379e-01	3.681e-01	4.847e-01	7.618e-01	6.530e-01	8.519e-01	2.919e-01	1.539e-01	4.751e-01
8.000e+02	2.819e-01	2.709e-01	4.412e-01	1.743e-01	8.971e-02	3.028e-01	4.318e-01	3.657e-01	4.809e-01	6.828e-01	5.940e-01	8.392e-01	2.875e-01	1.494e-01	4.920e-01
9.000e+02	2.784e-01	2.709e-01	4.412e-01	1.743e-01	8.971e-02	2.900e-01	4.318e-01	3.657e-01	4.809e-01	6.631e-01	5.789e-01	8.356e-01	3.050e-01	1.539e-01	5.055e-01
1.000e+03	2.784e-01	2.709e-01	4.412e-01	1.738e-01	8.235e-02	2.900e-01	4.318e-01	3.657e-01	4.809e-01	6.626e-01	5.697e-01	8.356e-01	3.050e-01	1.539e-01	5.309e-01
1.100e+03	2.784e-01	2.709e-01	4.412e-01	1.738e-01	8.235e-02	2.778e-01	4.318e-01	3.657e-01	4.809e-01	6.602e-01	5.655e-01	7.427e-01	3.251e-01	1.725e-01	5.397e-01
1.200e+03	2.784e-01	2.709e-01	4.412e-01	1.871e-01	9.936e-02	2.575e-01	4.318e-01	3.657e-01	4.809e-01	6.338e-01	5.607e-01	7.427e-01	3.251e-01	1.725e-01	5.397e-01
1.300e+03	2.784e-01	2.709e-01	4.412e-01	1.886e-01	1.108e-01	2.575e-01	4.318e-01	3.657e-01	4.809e-01	6.626e-01	5.655e-01	7.427e-01	3.251e-01	1.725e-01	5.155e-01
1.400e+03	2.771e-01	2.709e-01	4.250e-01	1.871e-01	1.085e-01	2.575e-01	4.318e-01	3.657e-01	4.809e-01	6.249e-01	5.607e-01	7.427e-01	3.251e-01	1.725e-01	5.155e-01
1.500e+03	2.771e-01	2.704e-01	4.029e-01	1.886e-01	1.085e-01	2.778e-01	4.180e-01	3.425e-01	4.754e-01	5.970e-01	5.280e-01	7.427e-01	3.251e-01	1.725e-01	5.397e-01
1.600e+03	2.771e-01	2.704e-01	4.029e-01	1.871e-01	1.076e-01	2.778e-01	4.180e-01	3.425e-01	4.754e-01	5.970e-01	5.490e-01	7.427e-01	2.502e-01	1.725e-01	5.397e-01
1.700e+03	2.771e-01	2.704e-01	4.029e-01	1.792e-01	1.076e-01	2.575e-01	4.180e-01	3.425e-01	4.754e-01	5.970e-01	5.490e-01	7.427e-01	2.741e-01	1.494e-01	5.752e-01
1.800e+03	2.771e-01	2.704e-01	4.029e-01	1.912e-01	1.085e-01	2.778e-01	4.178e-01	3.273e-01	4.754e-01	5.970e-01	5.490e-01	7.427e-01	3.152e-01	1.494e-01	5.752e-01
1.900e+03	2.771e-01	2.704e-01	4.029e-01	1.792e-01	1.076e-01	2.778e-01	4.161e-01	3.089e-01	4.745e-01	5.940e-01	5.490e-01	6.943e-01	3.152e-01	1.264e-01	6.078e-01
2.000e+03	2.784e-01	2.709e-01	4.250e-01	1.792e-01	1.108e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.930e-01	5.280e-01	6.943e-01	3.152e-01	1.725e-01	6.078e-01
2.100e+03	2.784e-01	2.709e-01	4.250e-01	1.920e-01	1.211e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.795e-01	4.966e-01	6.828e-01	2.741e-01	1.494e-01	5.752e-01
2.200e+03	2.784e-01	2.709e-01	4.250e-01	1.920e-01	1.211e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.795e-01	4.966e-01	6.828e-01	2.712e-01	1.520e-01	5.397e-01
2.300e+03	2.771e-01	2.704e-01	4.250e-01	1.932e-01	1.232e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.795e-01	4.966e-01	6.828e-01	2.712e-01	1.494e-01	5.249e-01
2.400e+03	2.771e-01	2.704e-01	4.250e-01	1.932e-01	1.273e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.795e-01	4.966e-01	6.828e-01	2.741e-01	1.494e-01	5.397e-01
2.500e+03	2.784e-01	2.709e-01	4.250e-01	1.932e-01	1.384e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.720e-01	4.966e-01	6.770e-01	2.941e-01	1.520e-01	5.397e-01
2.600e+03	2.784e-01	2.709e-01	4.250e-01	1.912e-01	1.386e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.720e-01	4.865e-01	6.770e-01	2.741e-01	1.494e-01	5.397e-01
2.700e+03	2.785e-01	2.723e-01	4.250e-01	1.912e-01	1.384e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.720e-01	4.805e-01	6.770e-01	2.741e-01	1.494e-01	5.397e-01
2.800e+03	2.784e-01	2.711e-01	4.029e-01	1.912e-01	1.384e-01	2.629e-01	4.161e-01	3.089e-01	4.745e-01	5.720e-01	4.805e-01	6.770e-01	2.712e-01	1.494e-01	5.397e-01
2.900e+03	2.784e-01	2.711e-01	4.029e-01	1.743e-01	1.249e-01	2.370e-01	4.161e-01	3.089e-01	4.745e-01	5.720e-01	4.805e-01	6.770e-01	2.712e-01	1.520e-01	5.252e-01
3.000e+03	2.784e-01	2.711e-01	4.029e-01	1.730e-01	1.249e-01	2.370e-01	4.161e-01	3.089e-01	4.745e-01	5.607e-01	4.805e-01	6.656e-01	2.712e-01	1.520e-01	5.252e-01
3.100e+03	2.784e-01	2.711e-01	4.029e-01	1.669e-01	1.232e-01	2.231e-01	4.161e-01	3.089e-01	4.745e-01	5.607e-01	4.805e-01	6.656e-01	2.712e-01	1.520e-01	5.252e-01
3.200e+03	2.784e-01	2.711e-01	4.029e-01	1.603e-01	1.205e-01	2.002e-01	4.161e-01	3.089e-01	4.745e-01	5.607e-01	4.805e-01	6.656e-01	2.712e-01	1.520e-01	5.252e-01
3.300e+03	2.784e-01	2.711e-01	4.029e-01	1.669e-01	1.205e-01	2.002e-01	4.161e-01	3.089e-01	4.745e-01	5.607e-01	4.805e-01	6.656e-01	2.712e-01	1.520e-01	5.397e-01
3.400e+03	2.784e-01	2.711e-01	4.029e-01	1.603e-01	9.889e-02	1.932e-01	4.161e-01	3.089e-01	4.745e-01	5.566e-01	4.550e-01	6.631e-01	3.441e-01	1.520e-01	5.752e-01
3.500e+03	2.784e-01	2.711e-01	4.029e-01	1.669e-01	1.205e-01	1.932e-01	4.161e-01	3.089e-01	4.745e-01	5.490e-01	4.550e-01	6.631e-01	3.049e-01	1.520e-01	5.397e-01
3.600e+03	2.785e-01	2.723e-01	4.029e-01	1.680e-01	9.877e-02	2.002e-01	4.161e-01	3.089e-01	4.745e-01	5.490e-01	4.550e-01	6.631e-01	2.975e-01	1.494e-01	5.397e-01
3.700e+03	2.785e-01	2.723e-01	4.029e-01	1.680e-01	1.205e-01	2.231e-01	4.161e-01	3.089e-01	4.745e-01	5.280e-01	4.550e-01	6.249e-01	2.729e-01	1.494e-01	5.397e-01
3.800e+03	2.785e-01	2.723e-01	4.029e-01	1.669e-01	8.458e-02	2.002e-01	4.161e-01	3.089e-01	4.745e-01	4.993e-01	4.525e-01	5.940e-01	2.975e-01	1.520e-01	5.752e-01
3.900e+03	2.785e-01	2.723e-01	4.029e-01	1.669e-01	8.458e-02	2.002e-01	4.161e-01	3.089e-01	4.745e-01	4.993e-01	4.525e-01	5.940e-01	2.975e-01	1.520e-01	5.397e-01
4.000e+03	2.785e-01	2.723e-01	4.029e-01	1.680e-01	1.232e-01	2.343e-01	4.161e-01	3.089e-01	4.745e-01	4.993e-01	4.525e-01	5.940e-01	3.049e-01	1.520e-01	5.752e-01
4.100e+03	2.785e-01	2.723e-01	4.029e-01	1.669e-01	1.232e-01	2.002e-01	4.161e-01	3.089e-01	4.745e-01	4.993e-01	4.525e-01	5.940e-01	3.049e-01	1.520e-01	5.752e-01
4.200e+03	2.785e-01	2.723e-01	4.029e-01	1.669e-01	1.232e-01	2.002e-01	4.161e-01	3.089e-01	4.745e-01	4.993e-01	4.525e-01	5.940e-01	3.049e-01	1.520e-01	5.752e-01
4.300e+03	2.785e-01	2.723e-01	4.029e-01	1.750e-01	1.232e-01	2.343e-01	4.161e-01	3.089e-01	4.745e-01	4.993e-01	4.470e-01	5.940e-01	3.049e-01	1.520e-01	5.752e-01
4.400e+03	2.785e-01	2.723e-01	4.029e-01	1.856e-01	1.241e-01	2.608e-01	4.161e-01	3.089e-01	4.745e-01	4.993e-01	4.470e-01	5.940e-01	3.049e-01	1.520e-01	5.397e-01
4.500e+03	2.785e-01	2.723e-01	4.029e-01	1.856e-01	1.241e-01	2.608e-01	4.161e-01	3.089e-01	4.745e-01	4.938e-01	4.470e-01	5.930e-01	3.049e-01	1.520e-01	5.752e-01
4.600e+03	2.784e-01	2.723e-01	4.029e-01	1.859e-01	1.241e-01	2.608e-01	4.161e-01	3.089e-01	4.745e-01	4.938e-01	4.470e-01	5.930e-01	2.975e-01	1.520e-01	5.397e-01
4.700e+03	2.784e-01	2.723e-01	4.029e-01	1.859e-01	1.241e-01	2.608e-01	4.161e-01	3.089e-01	4.745e-01	4.938e-01	4.470e-01	5.930e-01	3.049e-01	1.520e-01	5.252e-01
4.800e+03	2.784e-01	2.723e-01	4.029e-01	1.859e-01	1.241e-01	2.608e-01	4.161e-01	3.089e-01	4.745e-01	4.938e-01	4.470e-01	5.930e-01	3.049e-01	1.520e-01	5.252e-01
4.900e+03	2.784e-01	2.723e-01	4.029e-01	1.859e-01	1.241e-01	2.608e-01	4.161e-01	3.089e-01	4.745e-01	4.938e-01	4.470e-01	5.930e-01	3.049e-01	1.520e-01	5.252e-01
