n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	2.518e-01	6.900e-02	5.000e-01	4.282e-01	2.206e-01	4.832e-01	4.111e-01	1.525e-01	7.162e-01	3.953e-01	2.801e-01	4.976e-01	5.000e-01	5.000e-01	5.000e-01
2.000e+02	2.493e-01	2.217e-02	5.000e-01	1.190e-01	2.728e-02	3.792e-01	5.069e-01	3.987e-01	8.094e-01	3.342e-01	2.801e-01	5.318e-01	5.000e-01	4.378e-01	5.000e-01
3.000e+02	2.493e-01	2.217e-02	5.000e-01	7.579e-02	1.092e-02	2.501e-01	5.047e-01	4.442e-01	7.085e-01	3.863e-01	3.003e-01	4.972e-01	5.000e-01	4.865e-01	5.000e-01
4.000e+02	2.493e-01	2.217e-02	5.000e-01	7.054e-02	1.092e-02	2.379e-01	4.872e-01	4.374e-01	7.085e-01	4.593e-01	2.801e-01	5.553e-01	5.000e-01	5.000e-01	5.000e-01
5.000e+02	2.493e-01	2.217e-02	5.000e-01	7.034e-02	4.658e-03	2.206e-01	4.687e-01	4.039e-01	5.249e-01	4.756e-01	2.934e-01	5.832e-01	5.000e-01	5.000e-01	5.000e-01
6.000e+02	2.503e-01	2.217e-02	5.000e-01	6.312e-02	4.658e-03	1.190e-01	4.687e-01	3.876e-01	5.270e-01	4.922e-01	2.934e-01	5.949e-01	5.000e-01	5.000e-01	5.000e-01
7.000e+02	2.503e-01	2.217e-02	5.000e-01	6.312e-02	4.658e-03	1.190e-01	4.540e-01	3.537e-01	5.249e-01	4.922e-01	3.352e-01	5.949e-01	5.000e-01	5.000e-01	5.000e-01
8.000e+02	2.503e-01	2.217e-02	4.989e-01	6.312e-02	4.658e-03	1.190e-01	4.540e-01	3.381e-01	5.249e-01	5.025e-01	3.352e-01	6.548e-01	5.000e-01	5.000e-01	9.820e-01
9.000e+02	2.503e-01	2.217e-02	4.989e-01	6.312e-02	4.658e-03	1.190e-01	4.126e-01	3.381e-01	4.992e-01	5.025e-01	4.107e-01	6.804e-01	5.000e-01	5.000e-01	9.912e-01
1.000e+03	2.503e-01	2.217e-02	4.989e-01	6.312e-02	4.658e-03	1.190e-01	4.462e-01	3.381e-01	4.992e-01	4.922e-01	3.855e-01	6.078e-01	5.000e-01	5.000e-01	1.000e+00
1.100e+03	2.503e-01	2.217e-02	4.989e-01	6.312e-02	4.658e-03	1.031e-01	4.462e-01	3.381e-01	4.935e-01	4.922e-01	4.190e-01	6.548e-01	5.000e-01	5.000e-01	1.000e+00
1.200e+03	2.503e-01	2.217e-02	4.989e-01	6.312e-02	4.658e-03	1.031e-01	4.462e-01	3.381e-01	4.935e-01	4.958e-01	4.107e-01	6.804e-01	5.000e-01	5.000e-01	1.000e+00
1.300e+03	2.503e-01	2.217e-02	4.989e-01	7.034e-02	1.092e-02	1.283e-01	4.126e-01	3.209e-01	4.872e-01	4.922e-01	4.107e-01	6.804e-01	5.000e-01	5.000e-01	1.000e+00
1.400e+03	2.500e-01	2.217e-02	4.989e-01	7.034e-02	1.092e-02	1.297e-01	4.126e-01	3.209e-01	4.872e-01	4.959e-01	4.351e-01	6.207e-01	5.000e-01	5.000e-01	1.000e+00
1.500e+03	2.498e-01	2.217e-02	4.989e-01	7.034e-02	1.092e-02	1.297e-01	4.075e-01	3.196e-01	4.872e-01	4.958e-01	4.321e-01	5.459e-01	5.000e-01	5.000e-01	1.000e+00
1.600e+03	2.498e-01	2.217e-02	4.989e-01	7.034e-02	1.092e-02	1.297e-01	4.075e-01	3.196e-01	4.872e-01	4.959e-01	4.351e-01	6.207e-01	5.000e-01	5.000e-01	1.000e+00
1.700e+03	2.498e-01	2.217e-02	4.989e-01	7.034e-02	1.092e-02	1.978e-01	4.075e-01	3.196e-01	4.872e-01	4.958e-01	4.107e-01	5.459e-01	5.000e-01	5.000e-01	1.000e+00
1.800e+03	2.498e-01	2.217e-02	4.989e-01	7.034e-02	1.092e-02	1.978e-01	4.075e-01	3.196e-01	4.872e-01	4.721e-01	3.456e-01	5.459e-01	5.000e-01	5.000e-01	1.000e+00
1.900e+03	2.498e-01	2.217e-02	4.989e-01	8.572e-02	1.485e-02	1.978e-01	4.075e-01	3.196e-01	4.872e-01	4.721e-01	3.456e-01	5.459e-01	5.000e-01	5.000e-01	1.000e+00
2.000e+03	2.498e-01	2.217e-02	4.376e-01	8.889e-02	1.485e-02	1.978e-01	4.075e-01	3.196e-01	4.872e-01	4.899e-01	3.681e-01	5.459e-01	5.000e-01	5.000e-01	1.000e+00
