n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	2.518e-01	6.947e-02	5.000e-01	4.278e-01	2.206e-01	4.881e-01	4.104e-01	1.752e-01	7.160e-01	3.594e-01	2.825e-01	4.969e-01	5.000e-01	5.000e-01	5.000e-01
2.000e+02	2.505e-01	6.947e-02	5.000e-01	6.969e-02	7.263e-03	2.923e-01	5.172e-01	3.966e-01	7.160e-01	3.490e-01	2.676e-01	5.950e-01	5.000e-01	5.000e-01	5.000e-01
3.000e+02	2.505e-01	6.947e-02	5.000e-01	6.318e-02	6.481e-03	2.451e-01	5.076e-01	4.186e-01	6.512e-01	4.363e-01	2.825e-01	5.950e-01	5.000e-01	5.000e-01	5.000e-01
4.000e+02	2.505e-01	6.947e-02	5.000e-01	6.318e-02	6.481e-03	2.451e-01	4.967e-01	3.813e-01	5.728e-01	4.785e-01	3.015e-01	7.073e-01	5.000e-01	5.000e-01	5.000e-01
5.000e+02	2.505e-01	6.947e-02	5.000e-01	6.197e-02	-1.872e-02	2.419e-01	4.799e-01	3.850e-01	5.302e-01	4.785e-01	2.991e-01	6.427e-01	5.000e-01	5.000e-01	7.500e-01
6.000e+02	2.505e-01	6.947e-02	5.000e-01	5.830e-02	-1.872e-02	2.206e-01	4.929e-01	3.755e-01	5.389e-01	5.135e-01	2.991e-01	6.427e-01	5.000e-01	5.000e-01	8.446e-01
7.000e+02	2.505e-01	6.947e-02	5.000e-01	6.197e-02	-1.872e-02	2.206e-01	4.929e-01	3.755e-01	5.389e-01	5.135e-01	3.252e-01	6.427e-01	5.000e-01	5.000e-01	1.000e+00
8.000e+02	2.505e-01	6.947e-02	5.000e-01	6.318e-02	6.481e-03	2.206e-01	4.860e-01	3.813e-01	5.281e-01	4.970e-01	2.364e-01	6.427e-01	5.000e-01	5.000e-01	9.814e-01
9.000e+02	2.505e-01	6.947e-02	5.000e-01	6.318e-02	6.481e-03	2.206e-01	4.799e-01	3.755e-01	5.172e-01	5.090e-01	3.364e-01	6.389e-01	5.000e-01	5.000e-01	1.000e+00
1.000e+03	2.505e-01	6.947e-02	5.000e-01	6.318e-02	6.481e-03	2.206e-01	4.799e-01	3.654e-01	5.172e-01	5.362e-01	3.676e-01	6.427e-01	5.000e-01	5.000e-01	1.000e+00
