x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-2.038e+00	4.315e+01	5.018e+01	5.164e+01	8.591e+01
0	1	6.355e+00	5.852e+01	6.714e+01	9.229e+01	1.352e+02
0	2	nan	4.412e+01	9.028e+01	9.607e+01	1.335e+02
0	3	nan	4.563e+01	1.124e+02	1.124e+02	2.014e+02
0	4	nan	7.138e+01	1.015e+02	1.099e+02	1.781e+02
0	5	nan	4.127e+01	9.420e+01	1.265e+02	2.256e+02
0	6	nan	5.738e+01	8.586e+01	1.160e+02	1.925e+02
0	7	nan	nan	6.823e+01	1.169e+02	1.717e+02
0	8	nan	nan	nan	nan	1.313e+02
0	9	nan	nan	nan	nan	1.425e+02
1	0	nan	8.526e+01	9.578e+01	9.750e+01	1.029e+02
1	1	nan	9.195e+01	1.005e+02	1.306e+02	1.499e+02
1	2	nan	9.505e+01	9.583e+01	1.555e+02	1.555e+02
1	3	nan	9.136e+01	1.226e+02	1.226e+02	2.043e+02
1	4	nan	9.558e+01	1.623e+02	1.623e+02	1.689e+02
1	5	nan	1.196e+02	1.484e+02	1.630e+02	2.140e+02
1	6	nan	9.625e+01	1.295e+02	1.570e+02	1.768e+02
1	7	nan	9.116e+01	1.420e+02	1.609e+02	2.130e+02
1	8	nan	8.542e+01	8.542e+01	1.685e+02	2.001e+02
1	9	nan	8.599e+01	8.742e+01	8.742e+01	1.602e+02
2	0	nan	1.367e+02	1.440e+02	1.707e+02	1.707e+02
2	1	nan	1.415e+02	1.437e+02	1.568e+02	2.073e+02
2	2	nan	1.345e+02	1.514e+02	1.572e+02	2.093e+02
2	3	nan	1.371e+02	1.563e+02	1.873e+02	2.094e+02
2	4	nan	1.355e+02	1.615e+02	1.981e+02	2.512e+02
2	5	nan	1.470e+02	1.620e+02	1.871e+02	2.128e+02
2	6	nan	1.468e+02	1.879e+02	2.187e+02	2.222e+02
2	7	nan	1.420e+02	1.862e+02	1.862e+02	2.057e+02
2	8	nan	1.407e+02	1.609e+02	1.794e+02	2.054e+02
2	9	nan	1.464e+02	1.527e+02	1.527e+02	2.164e+02
3	0	nan	nan	1.960e+02	1.960e+02	1.980e+02
3	1	nan	1.642e+02	2.087e+02	2.087e+02	2.087e+02
3	2	nan	1.671e+02	2.383e+02	2.441e+02	2.441e+02
3	3	nan	1.720e+02	2.472e+02	2.472e+02	2.472e+02
3	4	nan	1.633e+02	1.952e+02	1.952e+02	2.437e+02
3	5	nan	1.809e+02	2.281e+02	2.371e+02	2.820e+02
3	6	nan	1.878e+02	1.939e+02	2.301e+02	2.451e+02
3	7	nan	1.820e+02	2.031e+02	2.165e+02	2.799e+02
3	8	nan	1.902e+02	2.064e+02	2.064e+02	2.438e+02
3	9	nan	1.556e+02	1.714e+02	2.277e+02	2.519e+02
4	0	nan	2.163e+02	2.163e+02	2.423e+02	2.744e+02
4	1	nan	2.302e+02	2.405e+02	2.405e+02	2.778e+02
4	2	nan	2.089e+02	2.352e+02	2.454e+02	2.850e+02
4	3	nan	2.346e+02	2.429e+02	2.459e+02	2.779e+02
4	4	nan	2.334e+02	2.444e+02	2.576e+02	2.921e+02
4	5	nan	2.004e+02	2.692e+02	2.692e+02	2.927e+02
4	6	nan	2.203e+02	2.458e+02	2.458e+02	2.826e+02
4	7	nan	2.345e+02	2.370e+02	2.457e+02	2.768e+02
4	8	nan	2.076e+02	2.365e+02	2.412e+02	2.767e+02
4	9	nan	2.457e+02	2.457e+02	2.457e+02	2.720e+02
5	0	nan	nan	2.874e+02	2.947e+02	2.947e+02
5	1	nan	2.582e+02	2.892e+02	2.960e+02	3.364e+02
5	2	nan	nan	2.811e+02	2.942e+02	3.187e+02
5	3	nan	nan	2.944e+02	3.177e+02	3.803e+02
5	4	nan	nan	2.895e+02	2.925e+02	3.005e+02
5	5	nan	nan	2.785e+02	2.929e+02	3.238e+02
5	6	nan	nan	2.824e+02	2.947e+02	2.947e+02
5	7	nan	nan	2.953e+02	2.954e+02	3.000e+02
5	8	nan	nan	2.914e+02	2.937e+02	2.993e+02
5	9	nan	nan	2.538e+02	2.599e+02	2.599e+02
6	0	nan	nan	3.427e+02	3.453e+02	3.456e+02
6	1	nan	nan	3.409e+02	3.455e+02	3.458e+02
6	2	nan	nan	3.383e+02	3.444e+02	3.455e+02
6	3	nan	nan	3.433e+02	3.460e+02	3.460e+02
6	4	nan	nan	3.438e+02	3.438e+02	3.459e+02
6	5	nan	nan	3.215e+02	3.400e+02	3.452e+02
6	6	nan	nan	nan	3.379e+02	3.429e+02
6	7	nan	nan	3.121e+02	3.315e+02	3.444e+02
6	8	nan	nan	3.262e+02	3.413e+02	3.413e+02
6	9	nan	nan	nan	nan	nan
7	0	nan	nan	3.633e+02	3.949e+02	3.958e+02
7	1	nan	3.530e+02	3.945e+02	3.960e+02	3.960e+02
7	2	nan	nan	3.729e+02	3.961e+02	3.961e+02
7	3	nan	nan	3.789e+02	3.836e+02	3.863e+02
7	4	nan	nan	3.478e+02	3.591e+02	3.797e+02
7	5	nan	nan	nan	3.801e+02	3.801e+02
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	nan	nan	3.541e+02
8	0	nan	nan	3.982e+02	4.060e+02	4.127e+02
8	1	nan	nan	3.990e+02	4.207e+02	4.308e+02
8	2	nan	nan	nan	4.058e+02	4.142e+02
8	3	nan	nan	nan	nan	4.046e+02
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
