x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-1.799e+00	4.770e+01	6.218e+01	9.013e+01	9.013e+01
0	1	nan	6.271e+01	9.772e+01	1.257e+02	1.257e+02
0	2	nan	7.053e+01	1.049e+02	1.196e+02	1.383e+02
0	3	nan	8.006e+01	1.002e+02	1.055e+02	1.717e+02
0	4	nan	7.442e+01	1.332e+02	1.332e+02	1.588e+02
0	5	nan	1.075e+02	1.223e+02	1.223e+02	1.372e+02
0	6	nan	5.967e+01	1.043e+02	1.043e+02	1.290e+02
0	7	nan	nan	1.050e+02	1.243e+02	1.669e+02
0	8	nan	nan	nan	7.428e+01	1.306e+02
0	9	nan	nan	nan	nan	1.456e+02
1	0	nan	8.913e+01	1.152e+02	1.157e+02	1.157e+02
1	1	nan	8.795e+01	1.430e+02	1.568e+02	2.089e+02
1	2	nan	1.802e+02	1.802e+02	1.925e+02	1.925e+02
1	3	nan	1.402e+02	1.458e+02	1.499e+02	1.538e+02
1	4	7.036e+01	1.323e+02	1.478e+02	2.132e+02	2.132e+02
1	5	nan	9.627e+01	1.757e+02	1.757e+02	1.762e+02
1	6	nan	1.361e+02	1.361e+02	1.556e+02	1.755e+02
1	7	nan	9.981e+01	1.433e+02	1.664e+02	1.781e+02
1	8	nan	1.300e+02	1.300e+02	1.614e+02	1.883e+02
1	9	nan	nan	8.618e+01	9.141e+01	1.491e+02
2	0	nan	1.289e+02	1.316e+02	1.439e+02	2.385e+02
2	1	nan	1.636e+02	1.636e+02	2.174e+02	2.174e+02
2	2	nan	1.452e+02	1.778e+02	2.169e+02	2.169e+02
2	3	nan	1.589e+02	1.589e+02	2.125e+02	2.125e+02
2	4	nan	1.443e+02	1.484e+02	1.707e+02	1.856e+02
2	5	nan	1.614e+02	1.672e+02	1.708e+02	2.030e+02
2	6	nan	1.887e+02	1.887e+02	2.137e+02	2.162e+02
2	7	nan	1.411e+02	1.871e+02	1.938e+02	2.255e+02
2	8	nan	1.430e+02	1.632e+02	2.041e+02	2.499e+02
2	9	nan	1.136e+02	1.493e+02	1.608e+02	2.280e+02
3	0	nan	1.799e+02	1.936e+02	1.936e+02	2.437e+02
3	1	nan	1.899e+02	1.945e+02	2.323e+02	2.378e+02
3	2	nan	1.879e+02	2.036e+02	2.036e+02	2.130e+02
3	3	nan	1.944e+02	2.364e+02	2.364e+02	2.364e+02
3	4	nan	1.916e+02	2.062e+02	2.321e+02	2.530e+02
3	5	nan	1.906e+02	2.288e+02	2.367e+02	2.441e+02
3	6	nan	1.888e+02	2.080e+02	2.201e+02	2.608e+02
3	7	nan	1.868e+02	2.064e+02	2.308e+02	2.557e+02
3	8	nan	2.027e+02	2.027e+02	2.326e+02	2.445e+02
3	9	nan	1.822e+02	1.969e+02	2.257e+02	2.651e+02
4	0	nan	2.164e+02	2.223e+02	2.341e+02	3.180e+02
4	1	nan	2.200e+02	2.407e+02	2.409e+02	2.730e+02
4	2	nan	2.284e+02	2.780e+02	2.780e+02	2.780e+02
4	3	nan	2.317e+02	2.440e+02	2.440e+02	2.644e+02
4	4	nan	1.962e+02	2.517e+02	3.042e+02	3.042e+02
4	5	nan	2.423e+02	2.444e+02	2.444e+02	3.093e+02
4	6	nan	2.403e+02	2.448e+02	2.714e+02	2.753e+02
4	7	nan	2.430e+02	2.442e+02	2.954e+02	3.045e+02
4	8	nan	2.243e+02	2.271e+02	2.424e+02	3.178e+02
4	9	nan	2.304e+02	2.418e+02	2.662e+02	2.764e+02
5	0	nan	nan	2.862e+02	2.912e+02	3.311e+02
5	1	nan	2.671e+02	2.942e+02	3.621e+02	3.621e+02
5	2	nan	2.910e+02	2.918e+02	3.197e+02	3.871e+02
5	3	nan	2.901e+02	2.941e+02	3.206e+02	3.610e+02
5	4	nan	2.657e+02	2.892e+02	3.281e+02	3.399e+02
5	5	nan	2.496e+02	2.911e+02	3.135e+02	3.135e+02
5	6	nan	2.661e+02	2.717e+02	2.894e+02	3.453e+02
5	7	nan	2.911e+02	2.968e+02	3.035e+02	3.129e+02
5	8	nan	2.585e+02	2.921e+02	3.351e+02	3.581e+02
5	9	nan	nan	2.755e+02	2.755e+02	3.523e+02
6	0	nan	3.338e+02	3.417e+02	3.464e+02	4.057e+02
6	1	nan	3.432e+02	3.433e+02	3.640e+02	3.968e+02
6	2	nan	3.288e+02	3.436e+02	3.436e+02	3.771e+02
6	3	nan	2.942e+02	3.548e+02	3.548e+02	3.983e+02
6	4	nan	3.239e+02	3.370e+02	3.793e+02	3.949e+02
6	5	nan	3.075e+02	3.287e+02	3.375e+02	3.705e+02
6	6	nan	nan	3.175e+02	3.448e+02	3.694e+02
6	7	nan	3.062e+02	3.192e+02	3.311e+02	3.540e+02
6	8	nan	3.370e+02	3.434e+02	3.453e+02	3.576e+02
6	9	nan	nan	nan	2.980e+02	3.655e+02
7	0	nan	3.780e+02	3.906e+02	3.906e+02	4.168e+02
7	1	nan	3.771e+02	3.921e+02	3.952e+02	4.296e+02
7	2	nan	3.711e+02	3.793e+02	3.934e+02	4.365e+02
7	3	nan	nan	3.770e+02	3.770e+02	3.983e+02
7	4	nan	nan	nan	3.778e+02	4.139e+02
7	5	nan	nan	nan	nan	3.942e+02
7	6	nan	nan	nan	3.778e+02	3.968e+02
7	7	nan	nan	nan	3.672e+02	3.900e+02
7	8	nan	nan	nan	nan	3.481e+02
7	9	nan	nan	nan	3.535e+02	3.721e+02
8	0	nan	4.046e+02	4.046e+02	4.046e+02	4.439e+02
8	1	nan	nan	4.156e+02	4.169e+02	4.518e+02
8	2	nan	nan	4.134e+02	4.213e+02	4.436e+02
8	3	nan	nan	nan	4.208e+02	4.208e+02
8	4	nan	nan	nan	nan	4.280e+02
8	5	nan	nan	nan	4.007e+02	4.007e+02
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	4.763e+02
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
