x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	3.844e+00	4.136e+01	4.552e+01	4.912e+01	7.607e+01
0	1	nan	4.766e+01	5.676e+01	7.639e+01	7.639e+01
0	2	nan	4.573e+01	5.490e+01	7.711e+01	9.354e+01
0	3	nan	6.226e+01	7.075e+01	7.842e+01	8.256e+01
0	4	nan	5.051e+01	8.591e+01	1.009e+02	1.009e+02
0	5	nan	5.291e+01	5.334e+01	1.036e+02	1.036e+02
0	6	nan	nan	9.074e+01	1.091e+02	1.146e+02
0	7	nan	nan	6.824e+01	7.177e+01	1.178e+02
0	8	nan	nan	nan	8.111e+01	8.111e+01
0	9	nan	nan	nan	nan	8.325e+01
1	0	nan	8.504e+01	8.699e+01	9.569e+01	1.150e+02
1	1	nan	9.300e+01	9.615e+01	1.234e+02	1.234e+02
1	2	nan	9.426e+01	1.287e+02	1.287e+02	1.517e+02
1	3	9.112e+01	9.273e+01	9.590e+01	1.278e+02	1.278e+02
1	4	nan	1.112e+02	1.112e+02	1.293e+02	1.396e+02
1	5	nan	9.770e+01	1.260e+02	1.297e+02	1.500e+02
1	6	nan	9.977e+01	1.061e+02	1.370e+02	1.470e+02
1	7	nan	1.027e+02	1.224e+02	1.394e+02	1.660e+02
1	8	nan	8.279e+01	1.381e+02	1.381e+02	1.589e+02
1	9	nan	8.748e+01	8.748e+01	9.091e+01	1.486e+02
2	0	nan	1.166e+02	1.462e+02	1.532e+02	1.532e+02
2	1	nan	1.350e+02	1.457e+02	1.519e+02	1.735e+02
2	2	nan	1.453e+02	1.485e+02	1.485e+02	1.608e+02
2	3	nan	1.419e+02	1.448e+02	1.470e+02	1.730e+02
2	4	nan	1.464e+02	1.495e+02	1.699e+02	1.796e+02
2	5	nan	1.526e+02	1.526e+02	1.782e+02	1.886e+02
2	6	nan	1.456e+02	1.624e+02	1.790e+02	1.790e+02
2	7	nan	1.383e+02	1.693e+02	1.720e+02	1.992e+02
2	8	nan	1.404e+02	1.670e+02	2.029e+02	2.108e+02
2	9	nan	1.452e+02	1.529e+02	1.730e+02	2.230e+02
3	0	nan	1.503e+02	1.937e+02	1.937e+02	1.948e+02
