x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-1.737e+00	4.417e+01	6.807e+01	1.999e+02	1.999e+02
0	1	nan	1.123e+02	1.578e+02	1.941e+02	2.067e+02
0	2	1.826e+01	7.486e+01	1.062e+02	1.815e+02	2.613e+02
0	3	nan	1.104e+02	1.104e+02	1.739e+02	2.357e+02
0	4	nan	6.245e+01	1.116e+02	2.007e+02	2.116e+02
0	5	nan	5.650e+01	1.070e+02	1.486e+02	2.302e+02
0	6	nan	6.098e+01	1.293e+02	1.503e+02	2.230e+02
0	7	nan	nan	1.140e+02	1.918e+02	1.918e+02
0	8	nan	nan	nan	1.416e+02	2.117e+02
0	9	nan	nan	nan	1.849e+02	2.512e+02
1	0	nan	9.033e+01	1.678e+02	2.312e+02	2.317e+02
1	1	nan	1.161e+02	1.416e+02	1.950e+02	2.522e+02
1	2	nan	1.175e+02	1.563e+02	2.157e+02	2.455e+02
1	3	nan	1.403e+02	1.506e+02	2.450e+02	2.450e+02
1	4	nan	1.314e+02	1.595e+02	2.350e+02	2.350e+02
1	5	nan	1.310e+02	1.505e+02	2.096e+02	2.248e+02
1	6	nan	1.053e+02	1.601e+02	2.510e+02	2.510e+02
1	7	nan	1.147e+02	1.406e+02	2.996e+02	2.996e+02
1	8	nan	8.673e+01	1.419e+02	2.104e+02	2.832e+02
1	9	nan	8.769e+01	1.519e+02	1.792e+02	2.372e+02
2	0	nan	1.371e+02	1.640e+02	2.174e+02	2.587e+02
2	1	nan	1.556e+02	1.945e+02	2.626e+02	3.275e+02
2	2	nan	1.634e+02	1.810e+02	2.879e+02	3.059e+02
2	3	nan	1.421e+02	2.261e+02	2.879e+02	2.879e+02
2	4	nan	1.616e+02	2.013e+02	2.330e+02	3.106e+02
2	5	nan	1.477e+02	2.112e+02	2.808e+02	3.034e+02
2	6	nan	1.635e+02	1.861e+02	2.505e+02	2.822e+02
2	7	nan	1.546e+02	2.076e+02	2.961e+02	3.097e+02
2	8	nan	1.427e+02	1.999e+02	2.301e+02	2.759e+02
2	9	nan	1.655e+02	1.752e+02	2.354e+02	2.382e+02
3	0	nan	1.740e+02	2.168e+02	3.421e+02	3.497e+02
3	1	nan	1.865e+02	2.322e+02	2.855e+02	3.708e+02
3	2	nan	1.766e+02	2.486e+02	3.686e+02	3.686e+02
3	3	nan	1.715e+02	2.319e+02	3.382e+02	3.488e+02
3	4	nan	1.959e+02	2.558e+02	2.598e+02	3.176e+02
3	5	nan	1.933e+02	2.185e+02	2.563e+02	3.147e+02
3	6	nan	1.854e+02	2.192e+02	2.625e+02	3.297e+02
3	7	nan	1.956e+02	2.725e+02	3.065e+02	3.295e+02
3	8	nan	1.928e+02	2.153e+02	3.227e+02	3.227e+02
3	9	nan	1.694e+02	2.402e+02	2.610e+02	2.686e+02
4	0	nan	nan	2.566e+02	3.511e+02	3.511e+02
4	1	nan	2.357e+02	2.679e+02	3.723e+02	3.961e+02
4	2	nan	2.248e+02	2.892e+02	3.517e+02	3.768e+02
4	3	nan	2.283e+02	2.666e+02	3.611e+02	3.664e+02
4	4	nan	1.925e+02	2.571e+02	2.985e+02	3.476e+02
4	5	nan	2.253e+02	2.694e+02	2.749e+02	3.149e+02
4	6	nan	2.251e+02	2.913e+02	2.913e+02	3.351e+02
4	7	nan	2.139e+02	3.022e+02	3.076e+02	3.227e+02
4	8	nan	2.042e+02	2.720e+02	3.239e+02	3.330e+02
4	9	nan	2.291e+02	2.493e+02	2.595e+02	2.713e+02
5	0	nan	nan	3.109e+02	3.926e+02	3.926e+02
5	1	nan	2.501e+02	3.575e+02	3.711e+02	4.273e+02
5	2	nan	2.651e+02	3.042e+02	3.950e+02	3.950e+02
5	3	nan	nan	3.039e+02	3.647e+02	3.897e+02
5	4	nan	nan	3.031e+02	3.452e+02	3.721e+02
5	5	nan	nan	3.233e+02	3.233e+02	3.547e+02
5	6	nan	nan	2.982e+02	3.188e+02	3.596e+02
5	7	nan	2.923e+02	3.266e+02	3.266e+02	3.421e+02
5	8	nan	nan	3.177e+02	3.390e+02	3.420e+02
5	9	nan	nan	2.856e+02	3.123e+02	3.123e+02
6	0	nan	nan	3.731e+02	3.775e+02	4.239e+02
6	1	nan	nan	3.670e+02	4.068e+02	4.405e+02
6	2	nan	3.153e+02	3.671e+02	3.867e+02	4.010e+02
6	3	nan	nan	3.589e+02	3.639e+02	3.923e+02
6	4	nan	3.062e+02	3.599e+02	3.865e+02	3.865e+02
6	5	nan	nan	3.565e+02	3.565e+02	3.643e+02
6	6	nan	nan	3.423e+02	3.431e+02	3.652e+02
6	7	nan	nan	3.312e+02	3.401e+02	3.550e+02
6	8	nan	nan	3.482e+02	3.517e+02	3.517e+02
6	9	nan	nan	2.979e+02	3.112e+02	3.112e+02
7	0	nan	3.657e+02	3.921e+02	4.293e+02	4.293e+02
7	1	nan	4.000e+02	4.105e+02	4.273e+02	4.453e+02
7	2	nan	nan	4.033e+02	4.128e+02	4.131e+02
7	3	nan	nan	3.855e+02	3.937e+02	4.069e+02
7	4	nan	nan	3.854e+02	3.902e+02	3.902e+02
7	5	nan	nan	3.784e+02	3.784e+02	3.788e+02
7	6	nan	nan	nan	3.550e+02	3.713e+02
7	7	nan	nan	3.566e+02	3.566e+02	3.566e+02
7	8	nan	nan	nan	nan	3.478e+02
7	9	nan	nan	nan	nan	3.576e+02
8	0	nan	nan	4.343e+02	4.343e+02	4.467e+02
8	1	nan	nan	4.282e+02	4.284e+02	4.373e+02
8	2	nan	nan	4.136e+02	4.171e+02	4.281e+02
8	3	nan	nan	4.018e+02	4.050e+02	4.050e+02
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	3.959e+02
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
