x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-3.662e+00	2.172e+01	4.274e+01	6.611e+01	3.768e+02
0	1	nan	2.404e+01	2.748e+01	3.639e+01	3.723e+01
0	2	nan	2.505e+01	2.912e+01	5.738e+01	6.299e+01
0	3	nan	nan	4.990e+01	4.990e+01	8.249e+01
0	4	nan	nan	nan	1.009e+02	1.119e+02
0	5	nan	nan	nan	1.204e+02	1.383e+02
0	6	nan	nan	nan	6.062e+01	1.569e+02
0	7	nan	nan	nan	1.227e+02	1.928e+02
0	8	nan	nan	nan	1.221e+02	2.049e+02
0	9	nan	nan	nan	nan	1.979e+02
1	0	nan	nan	nan	9.237e+01	3.768e+02
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	5.738e+01	6.299e+01
1	3	nan	nan	nan	nan	7.950e+01
1	4	nan	nan	nan	1.009e+02	1.552e+02
1	5	nan	nan	nan	1.204e+02	1.383e+02
1	6	nan	nan	nan	6.075e+01	2.466e+02
1	7	nan	nan	nan	1.879e+02	1.928e+02
1	8	nan	nan	nan	1.875e+02	2.121e+02
1	9	nan	nan	nan	nan	2.379e+02
2	0	nan	nan	nan	nan	3.768e+02
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	1.552e+02
2	5	nan	nan	nan	1.204e+02	1.383e+02
2	6	nan	nan	nan	nan	2.466e+02
2	7	nan	nan	nan	1.879e+02	1.928e+02
2	8	nan	nan	nan	1.875e+02	2.121e+02
2	9	nan	nan	nan	nan	3.001e+02
3	0	nan	nan	nan	nan	3.768e+02
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	1.552e+02
3	5	nan	nan	nan	nan	1.695e+02
3	6	nan	nan	nan	nan	2.466e+02
3	7	nan	nan	nan	1.879e+02	1.928e+02
3	8	nan	nan	nan	1.875e+02	2.120e+02
3	9	nan	nan	nan	nan	3.001e+02
4	0	nan	nan	nan	nan	3.768e+02
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	1.928e+02
4	8	nan	nan	nan	nan	2.121e+02
4	9	nan	nan	nan	nan	3.001e+02
5	0	nan	nan	nan	nan	3.768e+02
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	2.466e+02
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan
5	9	nan	nan	nan	nan	3.001e+02
6	0	nan	nan	nan	nan	3.768e+02
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	nan	nan	3.001e+02
7	0	nan	nan	nan	nan	3.768e+02
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	nan	nan	nan
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
