n.evals.q.1.0.	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max
1.000e+04	4.635e-01	4.531e-01	4.635e-01	4.518e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.931e-01	5.481e-01	2.772e-01	8.092e-02	4.323e-01
1.010e+04	4.635e-01	4.531e-01	4.635e-01	4.518e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.930e-01	5.481e-01	2.772e-01	8.092e-02	4.323e-01
1.020e+04	4.635e-01	4.531e-01	4.635e-01	4.518e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.930e-01	5.481e-01	2.772e-01	8.092e-02	4.323e-01
1.030e+04	4.626e-01	4.531e-01	4.635e-01	4.531e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.930e-01	5.481e-01	2.772e-01	8.092e-02	4.323e-01
1.040e+04	4.626e-01	4.531e-01	4.635e-01	4.531e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.930e-01	5.525e-01	2.772e-01	8.092e-02	4.323e-01
1.050e+04	4.626e-01	4.531e-01	4.635e-01	4.531e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.930e-01	5.525e-01	2.772e-01	8.092e-02	4.323e-01
1.060e+04	4.626e-01	4.531e-01	4.635e-01	4.531e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.930e-01	5.483e-01	2.772e-01	8.092e-02	4.323e-01
1.070e+04	4.626e-01	4.531e-01	4.635e-01	4.531e-01	2.537e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.930e-01	5.483e-01	2.772e-01	8.092e-02	4.323e-01
1.080e+04	4.626e-01	4.531e-01	4.635e-01	4.447e-01	2.256e-01	4.635e-01	4.834e-01	4.498e-01	5.071e-01	5.224e-01	4.928e-01	5.483e-01	2.772e-01	8.092e-02	4.323e-01
1.090e+04	4.626e-01	4.531e-01	4.635e-01	4.447e-01	2.256e-01	4.635e-01	4.806e-01	4.388e-01	5.071e-01	5.224e-01	4.930e-01	5.483e-01	2.772e-01	8.092e-02	4.323e-01
1.100e+04	4.626e-01	4.531e-01	4.635e-01	4.447e-01	2.256e-01	4.635e-01	4.806e-01	4.388e-01	5.071e-01	5.224e-01	4.930e-01	5.483e-01	2.772e-01	8.092e-02	4.323e-01
1.110e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.806e-01	4.388e-01	5.071e-01	5.201e-01	4.930e-01	5.525e-01	2.772e-01	8.435e-02	4.323e-01
1.120e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	1.915e-01	4.635e-01	4.806e-01	4.388e-01	5.071e-01	5.201e-01	4.930e-01	5.525e-01	2.009e-01	8.435e-02	4.323e-01
1.130e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.806e-01	4.388e-01	5.071e-01	5.201e-01	5.010e-01	5.525e-01	2.009e-01	8.435e-02	4.323e-01
1.140e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.834e-01	4.388e-01	5.071e-01	5.201e-01	5.010e-01	5.525e-01	2.009e-01	8.435e-02	4.323e-01
1.150e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.834e-01	4.388e-01	5.071e-01	5.201e-01	5.010e-01	5.525e-01	2.009e-01	8.092e-02	4.323e-01
1.160e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.834e-01	4.388e-01	5.071e-01	5.201e-01	5.010e-01	5.529e-01	2.009e-01	8.435e-02	4.323e-01
1.170e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.834e-01	4.388e-01	5.071e-01	5.201e-01	5.010e-01	5.529e-01	2.009e-01	8.519e-02	4.323e-01
1.180e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.806e-01	4.309e-01	5.071e-01	5.201e-01	5.010e-01	5.525e-01	2.009e-01	8.435e-02	4.323e-01
1.190e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.806e-01	4.309e-01	5.071e-01	5.201e-01	5.010e-01	5.525e-01	2.009e-01	8.435e-02	4.323e-01
1.200e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.806e-01	4.309e-01	5.061e-01	5.201e-01	4.928e-01	5.525e-01	2.009e-01	8.435e-02	4.323e-01
1.210e+04	4.587e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.806e-01	4.309e-01	5.061e-01	5.240e-01	4.928e-01	5.525e-01	1.619e-01	8.092e-02	4.323e-01
1.220e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	1.843e-01	4.635e-01	4.806e-01	4.309e-01	5.061e-01	5.240e-01	4.983e-01	5.525e-01	1.619e-01	8.092e-02	4.323e-01
1.230e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	1.843e-01	4.635e-01	4.834e-01	4.309e-01	5.061e-01	5.240e-01	5.068e-01	5.525e-01	1.619e-01	8.092e-02	4.323e-01
1.240e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	1.843e-01	4.635e-01	4.834e-01	4.309e-01	5.071e-01	5.283e-01	4.994e-01	5.525e-01	1.619e-01	8.092e-02	4.427e-01
1.250e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	1.843e-01	4.635e-01	4.834e-01	4.309e-01	5.071e-01	5.283e-01	4.994e-01	5.525e-01	1.619e-01	8.092e-02	4.427e-01
1.260e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.834e-01	4.309e-01	5.071e-01	5.283e-01	4.994e-01	5.525e-01	1.619e-01	7.229e-02	4.427e-01
1.270e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.632e-01	4.834e-01	3.969e-01	5.071e-01	5.283e-01	4.994e-01	5.525e-01	1.619e-01	7.229e-02	4.427e-01
1.280e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.632e-01	4.806e-01	3.969e-01	5.071e-01	5.283e-01	4.994e-01	5.525e-01	1.619e-01	7.229e-02	4.441e-01
1.290e+04	4.593e-01	4.531e-01	4.635e-01	4.447e-01	2.125e-01	4.635e-01	4.806e-01	3.969e-01	5.071e-01	5.240e-01	4.928e-01	5.481e-01	1.619e-01	8.092e-02	4.441e-01
1.300e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.635e-01	4.806e-01	3.969e-01	5.071e-01	5.240e-01	4.928e-01	5.481e-01	2.009e-01	8.435e-02	4.427e-01
1.310e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.806e-01	3.969e-01	5.071e-01	5.283e-01	4.928e-01	5.481e-01	4.219e-01	9.049e-02	4.441e-01
1.320e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.806e-01	3.969e-01	5.071e-01	5.283e-01	4.928e-01	5.481e-01	4.219e-01	9.049e-02	4.441e-01
1.330e+04	4.593e-01	4.531e-01	4.635e-01	3.180e-01	1.888e-01	4.632e-01	4.806e-01	3.969e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	4.219e-01	9.049e-02	4.441e-01
1.340e+04	4.593e-01	4.531e-01	4.635e-01	3.180e-01	1.888e-01	4.575e-01	4.806e-01	3.969e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	2.009e-01	8.435e-02	4.441e-01
1.350e+04	4.593e-01	4.531e-01	4.635e-01	3.180e-01	1.888e-01	4.575e-01	4.806e-01	3.969e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	2.096e-01	9.049e-02	4.441e-01
1.360e+04	4.593e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.806e-01	3.969e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	2.096e-01	9.049e-02	4.441e-01
1.370e+04	4.593e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.806e-01	3.969e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	2.096e-01	9.049e-02	4.441e-01
1.380e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.632e-01	4.821e-01	3.969e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	2.096e-01	9.049e-02	4.427e-01
1.390e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.821e-01	3.969e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	2.096e-01	9.049e-02	4.427e-01
1.400e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.821e-01	4.244e-01	5.071e-01	5.341e-01	4.928e-01	5.525e-01	4.219e-01	9.579e-02	4.572e-01
1.410e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.834e-01	4.309e-01	5.071e-01	5.341e-01	4.928e-01	5.481e-01	4.219e-01	9.579e-02	4.572e-01
1.420e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.834e-01	4.309e-01	5.071e-01	5.341e-01	4.928e-01	5.481e-01	4.219e-01	9.579e-02	4.572e-01
1.430e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.834e-01	4.309e-01	5.071e-01	5.341e-01	4.928e-01	5.481e-01	4.219e-01	1.034e-01	4.572e-01
1.440e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.846e-01	4.309e-01	5.078e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	1.034e-01	4.572e-01
1.450e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.916e-01	4.309e-01	5.118e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	1.034e-01	4.572e-01
1.460e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	1.034e-01	4.572e-01
1.470e+04	4.593e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.579e-02	4.572e-01
1.480e+04	4.635e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.579e-02	4.572e-01
1.490e+04	4.635e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.632e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.579e-02	4.572e-01
1.500e+04	4.635e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.579e-02	4.572e-01
1.510e+04	4.635e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.579e-02	4.572e-01
1.520e+04	4.635e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.049e-02	4.572e-01
1.530e+04	4.635e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.846e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.049e-02	4.572e-01
1.540e+04	4.635e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.834e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.049e-02	4.622e-01
1.550e+04	4.635e-01	4.531e-01	4.635e-01	3.180e-01	1.989e-01	4.575e-01	4.834e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.049e-02	4.572e-01
1.560e+04	4.635e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.834e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	9.049e-02	4.572e-01
1.570e+04	4.635e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.834e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.479e-01	4.219e-01	8.227e-02	4.572e-01
1.580e+04	4.635e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.834e-01	4.309e-01	5.114e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	8.227e-02	4.572e-01
1.590e+04	4.635e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.834e-01	4.309e-01	5.118e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	8.227e-02	4.572e-01
1.600e+04	4.599e-01	4.531e-01	4.635e-01	3.180e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.118e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	8.227e-02	4.572e-01
1.610e+04	4.599e-01	4.531e-01	4.635e-01	3.180e-01	1.843e-01	4.575e-01	4.846e-01	4.496e-01	5.122e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	8.227e-02	4.572e-01
1.620e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.846e-01	4.496e-01	5.122e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	9.049e-02	4.471e-01
1.630e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.846e-01	4.496e-01	5.122e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	9.049e-02	4.471e-01
1.640e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.846e-01	4.496e-01	5.122e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.650e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.846e-01	4.496e-01	5.122e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	7.912e-02	4.471e-01
1.660e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.846e-01	4.309e-01	5.122e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.670e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.846e-01	4.309e-01	5.122e-01	5.283e-01	4.928e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.680e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	1.989e-01	4.635e-01	4.846e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.690e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.635e-01	4.846e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.700e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.635e-01	4.846e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.710e+04	4.599e-01	4.531e-01	4.635e-01	3.187e-01	2.125e-01	4.635e-01	4.846e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.720e+04	4.599e-01	4.531e-01	4.635e-01	3.180e-01	1.843e-01	4.635e-01	4.846e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.730e+04	4.599e-01	4.531e-01	4.635e-01	3.180e-01	1.843e-01	4.635e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	7.811e-02	4.471e-01
1.740e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.750e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.760e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.770e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.780e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.790e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.332e-02	4.471e-01
1.800e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.810e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.820e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.575e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.830e+04	4.599e-01	4.531e-01	4.635e-01	3.051e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	4.219e-01	8.092e-02	4.471e-01
1.840e+04	4.599e-01	4.531e-01	4.635e-01	3.051e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	3.383e-01	7.485e-02	4.471e-01
1.850e+04	4.599e-01	4.531e-01	4.635e-01	3.051e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	3.383e-01	7.485e-02	4.471e-01
1.860e+04	4.599e-01	4.531e-01	4.635e-01	3.051e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.451e-01	3.383e-01	7.485e-02	4.471e-01
1.870e+04	4.599e-01	4.531e-01	4.635e-01	3.051e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.479e-01	3.383e-01	7.485e-02	4.471e-01
1.880e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.481e-01	4.219e-01	7.485e-02	4.588e-01
1.890e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.283e-01	5.002e-01	5.481e-01	4.219e-01	7.485e-02	4.588e-01
1.900e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.588e-01
1.910e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.834e-01	4.309e-01	5.122e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.588e-01
1.920e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.834e-01	4.380e-01	5.122e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.588e-01
1.930e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.596e-01
1.940e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.596e-01
1.950e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.596e-01
1.960e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.596e-01
1.970e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.845e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.596e-01
1.980e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	7.485e-02	4.596e-01
1.990e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.596e-01
2.000e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.596e-01
2.010e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.118e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.596e-01
2.020e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.118e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.596e-01
2.030e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.596e-01
2.040e+04	4.599e-01	4.531e-01	4.635e-01	3.061e-01	1.843e-01	4.566e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.596e-01
2.050e+04	4.599e-01	4.531e-01	4.635e-01	3.051e-01	1.843e-01	4.535e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.597e-01
2.060e+04	4.630e-01	4.531e-01	4.635e-01	3.045e-01	1.843e-01	4.535e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.597e-01
2.070e+04	4.630e-01	4.531e-01	4.635e-01	3.045e-01	1.843e-01	4.535e-01	4.968e-01	4.380e-01	5.122e-01	5.199e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.597e-01
2.080e+04	4.630e-01	4.531e-01	4.635e-01	3.045e-01	1.843e-01	4.535e-01	4.845e-01	4.380e-01	5.118e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.597e-01
2.090e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.843e-01	4.535e-01	4.845e-01	4.380e-01	5.118e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	8.092e-02	4.597e-01
2.100e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.843e-01	4.535e-01	4.845e-01	4.380e-01	5.118e-01	5.201e-01	4.928e-01	5.481e-01	4.219e-01	8.332e-02	4.597e-01
2.110e+04	4.635e-01	4.531e-01	4.635e-01	3.013e-01	1.401e-01	4.535e-01	4.845e-01	4.380e-01	5.118e-01	5.268e-01	5.002e-01	5.481e-01	4.219e-01	8.332e-02	4.598e-01
2.120e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.589e-01	4.535e-01	4.845e-01	4.380e-01	5.118e-01	5.268e-01	5.002e-01	5.479e-01	4.219e-01	8.332e-02	4.598e-01
2.130e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.589e-01	4.535e-01	4.845e-01	4.380e-01	5.118e-01	5.268e-01	5.002e-01	5.479e-01	4.219e-01	8.332e-02	4.598e-01
2.140e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.589e-01	4.532e-01	4.845e-01	4.380e-01	5.118e-01	5.268e-01	5.002e-01	5.476e-01	4.219e-01	8.332e-02	4.598e-01
2.150e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.589e-01	4.532e-01	4.820e-01	4.380e-01	5.118e-01	5.268e-01	5.041e-01	5.476e-01	4.219e-01	8.332e-02	4.598e-01
