n.evals.q.1.0.	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max
3.320e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.461e-01	3.851e-01	8.092e-02	4.472e-01
3.330e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.141e-01	5.321e-01	5.002e-01	5.461e-01	3.851e-01	8.092e-02	4.472e-01
3.340e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.141e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.350e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.141e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.360e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.141e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.370e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.141e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.380e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.141e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.390e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.141e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.400e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.410e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.420e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.430e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.440e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	8.612e-02	2.915e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.427e-01
3.450e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	7.066e-02	2.915e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.023e-01	5.431e-01	3.851e-01	8.092e-02	4.427e-01
3.460e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	7.066e-02	2.915e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.023e-01	5.431e-01	3.851e-01	8.092e-02	4.427e-01
3.470e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	7.066e-02	2.915e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.472e-01
3.480e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.472e-01
3.490e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.321e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.472e-01
3.500e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.312e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.472e-01
3.510e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.472e-01
3.520e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.268e-01	5.023e-01	5.431e-01	3.851e-01	7.038e-02	4.427e-01
3.530e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.255e-01	5.023e-01	5.431e-01	3.851e-01	7.038e-02	4.427e-01
3.540e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.255e-01	5.023e-01	5.431e-01	3.851e-01	7.038e-02	4.427e-01
3.550e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.255e-01	5.023e-01	5.431e-01	3.851e-01	7.038e-02	4.427e-01
3.560e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.153e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	7.038e-02	4.472e-01
3.570e+04	4.635e-01	4.532e-01	4.635e-01	1.484e-01	8.612e-02	2.537e-01	4.978e-01	4.620e-01	5.225e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	7.807e-02	4.472e-01
3.580e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.225e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	7.807e-02	4.472e-01
3.590e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.225e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	7.807e-02	4.472e-01
3.600e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.225e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	7.807e-02	4.472e-01
3.610e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.225e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	7.807e-02	4.472e-01
3.620e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.225e-01	5.268e-01	5.023e-01	5.431e-01	3.901e-01	7.807e-02	4.472e-01
3.630e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.472e-01
3.640e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.472e-01
3.650e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.598e-01
3.660e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.598e-01
3.670e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.598e-01
3.680e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.598e-01
3.690e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.598e-01
3.700e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	4.978e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.598e-01
3.710e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.215e-01	5.017e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	7.807e-02	4.472e-01
3.720e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	4.929e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	8.092e-02	4.472e-01
3.730e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	4.929e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	8.092e-02	4.472e-01
3.740e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	4.929e-01	4.620e-01	5.153e-01	5.268e-01	5.023e-01	5.476e-01	3.901e-01	8.092e-02	4.472e-01
3.750e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	4.929e-01	4.620e-01	5.153e-01	5.242e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.598e-01
3.760e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	4.929e-01	4.620e-01	5.153e-01	5.242e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.598e-01
3.770e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.017e-01	4.620e-01	5.153e-01	5.242e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.598e-01
3.780e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.153e-01	5.242e-01	5.023e-01	5.431e-01	3.901e-01	8.092e-02	4.598e-01
3.790e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.023e-01	5.476e-01	3.901e-01	8.092e-02	4.598e-01
3.800e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.023e-01	5.476e-01	3.901e-01	8.092e-02	4.598e-01
3.810e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.023e-01	5.476e-01	3.851e-01	8.092e-02	4.598e-01
3.820e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.023e-01	5.476e-01	3.851e-01	8.092e-02	4.598e-01
3.830e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.242e-01	5.023e-01	5.476e-01	3.851e-01	8.092e-02	4.598e-01
3.840e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.242e-01	5.023e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.850e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.242e-01	5.052e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.860e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.023e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.870e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.023e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.880e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.023e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.890e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.031e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.900e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.031e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.910e+04	4.635e-01	4.532e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.031e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.920e+04	4.635e-01	4.533e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.054e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.930e+04	4.635e-01	4.533e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.031e-01	4.620e-01	5.225e-01	5.238e-01	5.087e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
3.940e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.238e-01	5.087e-01	5.476e-01	3.851e-01	8.687e-02	4.598e-01
3.950e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.238e-01	5.087e-01	5.476e-01	3.851e-01	8.687e-02	4.598e-01
3.960e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.087e-01	5.476e-01	3.851e-01	8.687e-02	4.598e-01
3.970e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	8.687e-02	4.598e-01
3.980e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
3.990e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.000e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.010e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.020e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.030e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.040e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.050e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.238e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.060e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.026e-02	4.598e-01
4.070e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.080e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.090e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.225e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.100e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.110e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.120e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.130e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.140e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.150e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.521e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.160e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	8.612e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.170e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	8.612e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.180e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	8.612e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.190e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	8.612e-02	2.537e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.200e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.037e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.210e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.031e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.220e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.031e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.230e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.031e-01	4.620e-01	5.228e-01	5.242e-01	5.091e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.240e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.031e-01	4.620e-01	5.225e-01	5.242e-01	5.054e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.250e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.031e-01	4.620e-01	5.263e-01	5.242e-01	5.107e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.260e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.031e-01	4.620e-01	5.263e-01	5.242e-01	5.107e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.270e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.031e-01	4.620e-01	5.263e-01	5.242e-01	5.107e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.280e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.071e-01	4.620e-01	5.263e-01	5.242e-01	5.107e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.290e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.107e-01	5.476e-01	3.851e-01	9.034e-02	4.598e-01
4.300e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	6.518e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.034e-02	4.598e-01
4.310e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.032e-02	4.598e-01
4.320e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.032e-02	4.598e-01
4.330e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.032e-02	4.598e-01
4.340e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.032e-02	4.598e-01
4.350e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.032e-02	4.598e-01
4.360e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.032e-02	4.598e-01
4.370e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.567e-01	3.851e-01	9.032e-02	4.598e-01
4.380e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.524e-01	3.851e-01	9.032e-02	4.598e-01
4.390e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.268e-01	5.107e-01	5.524e-01	3.851e-01	9.032e-02	4.598e-01
4.400e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	3.851e-01	9.032e-02	4.421e-01
4.410e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	3.851e-01	9.032e-02	4.421e-01
4.420e+04	4.635e-01	4.539e-01	4.635e-01	1.401e-01	9.887e-02	2.125e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	3.851e-01	9.032e-02	4.421e-01
4.430e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	9.887e-02	2.258e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	3.851e-01	9.032e-02	4.421e-01
4.440e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	9.887e-02	2.258e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	3.851e-01	9.032e-02	4.421e-01
4.450e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	9.887e-02	2.258e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	3.851e-01	9.032e-02	4.421e-01
4.460e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	9.887e-02	2.258e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	3.851e-01	9.032e-02	4.421e-01
4.470e+04	4.635e-01	4.539e-01	4.635e-01	1.467e-01	9.887e-02	2.258e-01	5.045e-01	4.620e-01	5.263e-01	5.265e-01	5.054e-01	5.524e-01	2.596e-01	9.032e-02	4.421e-01
