n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.inconsistency	mopm._.me.hebbian.network.best.quality.inconsistency.min	mopm._.me.hebbian.network.best.quality.inconsistency.max	mopm._.me.hebbian.layer.best.quality.inconsistency	mopm._.me.hebbian.layer.best.quality.inconsistency.min	mopm._.me.hebbian.layer.best.quality.inconsistency.max	mopm._.me.hebbian.neuron.best.quality.inconsistency	mopm._.me.hebbian.neuron.best.quality.inconsistency.min	mopm._.me.hebbian.neuron.best.quality.inconsistency.max	mopm._.me.hebbian.synapse.best.quality.inconsistency	mopm._.me.hebbian.synapse.best.quality.inconsistency.min	mopm._.me.hebbian.synapse.best.quality.inconsistency.max	mopm._.me.freeForm.best.quality.inconsistency	mopm._.me.freeForm.best.quality.inconsistency.min	mopm._.me.freeForm.best.quality.inconsistency.max
1.000e+02	3.821e-01	3.608e-01	3.971e-01	3.943e-01	3.744e-01	3.971e-01	3.595e-01	3.258e-01	3.986e-01	3.779e-01	3.453e-01	4.171e-01	3.971e-01	3.971e-01	3.971e-01
2.000e+02	3.700e-01	3.597e-01	3.845e-01	3.725e-01	3.592e-01	3.872e-01	3.787e-01	3.436e-01	4.119e-01	3.937e-01	3.690e-01	4.109e-01	3.971e-01	3.971e-01	3.971e-01
3.000e+02	3.601e-01	3.496e-01	3.713e-01	3.704e-01	3.542e-01	3.872e-01	3.610e-01	3.298e-01	3.820e-01	3.770e-01	3.667e-01	4.100e-01	3.971e-01	3.971e-01	3.971e-01
4.000e+02	3.597e-01	3.496e-01	3.682e-01	3.691e-01	3.528e-01	3.748e-01	3.763e-01	3.342e-01	3.988e-01	3.767e-01	3.580e-01	3.872e-01	3.971e-01	3.966e-01	3.971e-01
5.000e+02	3.587e-01	3.496e-01	3.635e-01	3.606e-01	3.496e-01	3.741e-01	3.745e-01	3.342e-01	3.934e-01	3.672e-01	3.525e-01	3.970e-01	3.971e-01	3.966e-01	3.971e-01
6.000e+02	3.584e-01	3.496e-01	3.652e-01	3.547e-01	3.142e-01	3.691e-01	3.707e-01	3.423e-01	3.843e-01	3.831e-01	3.586e-01	3.976e-01	3.971e-01	3.933e-01	3.971e-01
7.000e+02	3.574e-01	3.503e-01	3.652e-01	3.547e-01	3.467e-01	3.628e-01	3.639e-01	3.272e-01	3.810e-01	3.782e-01	3.605e-01	3.872e-01	3.971e-01	3.924e-01	3.971e-01
8.000e+02	3.574e-01	3.496e-01	3.652e-01	3.547e-01	3.461e-01	3.619e-01	3.645e-01	3.262e-01	3.810e-01	3.795e-01	3.538e-01	3.962e-01	3.971e-01	3.932e-01	3.971e-01
9.000e+02	3.573e-01	3.482e-01	3.624e-01	3.542e-01	3.461e-01	3.599e-01	3.622e-01	3.299e-01	3.801e-01	3.686e-01	3.449e-01	3.933e-01	3.971e-01	3.932e-01	3.971e-01
1.000e+03	3.569e-01	3.473e-01	3.612e-01	3.542e-01	3.461e-01	3.599e-01	3.642e-01	3.272e-01	3.810e-01	3.745e-01	3.499e-01	3.962e-01	3.971e-01	3.894e-01	3.971e-01
1.100e+03	3.517e-01	3.470e-01	3.592e-01	3.528e-01	2.814e-01	3.582e-01	3.642e-01	3.272e-01	3.778e-01	3.651e-01	3.433e-01	3.933e-01	3.933e-01	3.891e-01	3.971e-01
1.200e+03	3.517e-01	3.473e-01	3.597e-01	3.528e-01	3.463e-01	3.577e-01	3.671e-01	3.342e-01	3.810e-01	3.651e-01	3.489e-01	3.940e-01	3.933e-01	3.891e-01	3.971e-01
1.300e+03	3.517e-01	3.473e-01	3.574e-01	3.528e-01	3.463e-01	3.577e-01	3.671e-01	3.390e-01	3.810e-01	3.651e-01	3.477e-01	3.933e-01	3.933e-01	3.871e-01	3.971e-01
1.400e+03	3.517e-01	3.482e-01	3.597e-01	3.528e-01	3.465e-01	3.571e-01	3.671e-01	3.331e-01	3.810e-01	3.651e-01	3.516e-01	3.884e-01	3.933e-01	3.871e-01	3.971e-01
1.500e+03	3.517e-01	3.482e-01	3.574e-01	3.505e-01	3.465e-01	3.543e-01	3.671e-01	3.331e-01	3.810e-01	3.731e-01	3.518e-01	3.884e-01	3.933e-01	3.871e-01	3.971e-01
1.600e+03	3.517e-01	3.473e-01	3.573e-01	3.505e-01	3.465e-01	3.543e-01	3.671e-01	3.282e-01	3.802e-01	3.649e-01	3.419e-01	3.886e-01	3.933e-01	3.871e-01	3.971e-01
1.700e+03	3.515e-01	3.467e-01	3.552e-01	3.500e-01	3.461e-01	3.543e-01	3.671e-01	3.282e-01	3.766e-01	3.621e-01	3.284e-01	3.906e-01	3.918e-01	3.866e-01	3.971e-01
1.800e+03	3.497e-01	3.462e-01	3.544e-01	3.486e-01	3.461e-01	3.528e-01	3.671e-01	3.269e-01	3.766e-01	3.619e-01	3.274e-01	3.829e-01	3.895e-01	3.866e-01	3.971e-01
1.900e+03	3.497e-01	3.462e-01	3.544e-01	3.500e-01	3.461e-01	3.528e-01	3.700e-01	3.269e-01	3.766e-01	3.563e-01	3.274e-01	3.810e-01	3.894e-01	3.814e-01	3.971e-01
2.000e+03	3.487e-01	3.462e-01	3.527e-01	3.486e-01	3.461e-01	3.528e-01	3.574e-01	3.331e-01	3.766e-01	3.563e-01	3.231e-01	3.829e-01	3.894e-01	3.809e-01	3.971e-01
2.100e+03	3.487e-01	3.463e-01	3.527e-01	3.486e-01	3.461e-01	3.528e-01	3.618e-01	3.266e-01	3.766e-01	3.556e-01	3.231e-01	3.864e-01	3.894e-01	3.798e-01	3.971e-01
2.200e+03	3.482e-01	3.461e-01	3.527e-01	3.486e-01	3.461e-01	3.528e-01	3.618e-01	3.266e-01	3.802e-01	3.556e-01	3.231e-01	3.864e-01	3.894e-01	3.798e-01	3.971e-01
2.300e+03	3.482e-01	3.461e-01	3.516e-01	3.484e-01	3.461e-01	3.528e-01	3.612e-01	3.196e-01	3.802e-01	3.556e-01	3.170e-01	3.810e-01	3.891e-01	3.798e-01	3.971e-01
2.400e+03	3.482e-01	3.461e-01	3.516e-01	3.484e-01	3.461e-01	3.528e-01	3.612e-01	3.196e-01	3.802e-01	3.556e-01	3.181e-01	3.829e-01	3.883e-01	3.798e-01	3.971e-01
2.500e+03	3.482e-01	3.461e-01	3.516e-01	3.499e-01	3.461e-01	3.531e-01	3.618e-01	3.266e-01	3.822e-01	3.619e-01	3.231e-01	3.848e-01	3.883e-01	3.776e-01	3.971e-01
2.600e+03	3.482e-01	3.461e-01	3.516e-01	3.486e-01	3.461e-01	3.531e-01	3.612e-01	3.266e-01	3.796e-01	3.619e-01	3.181e-01	3.848e-01	3.871e-01	3.730e-01	3.971e-01
2.700e+03	3.473e-01	3.461e-01	3.515e-01	3.485e-01	3.461e-01	3.528e-01	3.609e-01	3.266e-01	3.730e-01	3.649e-01	3.181e-01	3.848e-01	3.871e-01	3.730e-01	3.971e-01
2.800e+03	3.473e-01	3.461e-01	3.515e-01	3.484e-01	3.461e-01	3.528e-01	3.609e-01	3.266e-01	3.730e-01	3.739e-01	3.168e-01	3.939e-01	3.871e-01	3.730e-01	3.971e-01
2.900e+03	3.471e-01	3.461e-01	3.515e-01	3.466e-01	3.461e-01	3.520e-01	3.577e-01	3.266e-01	3.730e-01	3.649e-01	3.168e-01	3.866e-01	3.870e-01	3.730e-01	3.971e-01
3.000e+03	3.471e-01	3.461e-01	3.509e-01	3.470e-01	3.461e-01	3.528e-01	3.577e-01	3.266e-01	3.757e-01	3.649e-01	3.168e-01	3.859e-01	3.870e-01	3.730e-01	3.971e-01
3.100e+03	3.471e-01	3.461e-01	3.509e-01	3.470e-01	3.461e-01	3.528e-01	3.577e-01	3.266e-01	3.730e-01	3.614e-01	3.168e-01	3.859e-01	3.853e-01	3.570e-01	3.971e-01
3.200e+03	3.471e-01	3.461e-01	3.497e-01	3.470e-01	3.461e-01	3.528e-01	3.577e-01	3.266e-01	3.730e-01	3.614e-01	3.151e-01	3.859e-01	3.853e-01	2.898e-01	3.971e-01
3.300e+03	3.467e-01	3.461e-01	3.497e-01	3.470e-01	3.461e-01	3.520e-01	3.609e-01	3.266e-01	3.730e-01	3.641e-01	3.181e-01	3.848e-01	3.853e-01	2.898e-01	3.971e-01
3.400e+03	3.467e-01	3.461e-01	3.497e-01	3.470e-01	3.461e-01	3.520e-01	3.609e-01	3.266e-01	3.730e-01	3.641e-01	3.181e-01	3.848e-01	3.853e-01	2.898e-01	3.971e-01
3.500e+03	3.467e-01	3.461e-01	3.497e-01	3.462e-01	3.461e-01	3.520e-01	3.621e-01	3.266e-01	3.722e-01	3.617e-01	3.231e-01	3.762e-01	3.853e-01	2.898e-01	3.971e-01
3.600e+03	3.462e-01	3.461e-01	3.487e-01	3.462e-01	3.461e-01	3.520e-01	3.572e-01	3.266e-01	3.714e-01	3.617e-01	3.231e-01	3.762e-01	3.806e-01	1.898e-01	3.954e-01
3.700e+03	3.462e-01	3.461e-01	3.487e-01	3.462e-01	3.461e-01	3.520e-01	3.572e-01	3.266e-01	3.714e-01	3.617e-01	3.259e-01	3.804e-01	3.806e-01	1.898e-01	3.954e-01
3.800e+03	3.462e-01	3.461e-01	3.487e-01	3.462e-01	3.461e-01	3.520e-01	3.572e-01	3.266e-01	3.714e-01	3.617e-01	3.231e-01	3.804e-01	3.814e-01	1.898e-01	3.937e-01
3.900e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.461e-01	3.486e-01	3.553e-01	3.266e-01	3.714e-01	3.603e-01	3.231e-01	3.804e-01	3.808e-01	1.589e-01	3.937e-01
4.000e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.461e-01	3.486e-01	3.572e-01	3.266e-01	3.714e-01	3.587e-01	3.231e-01	3.762e-01	3.801e-01	1.589e-01	3.937e-01
4.100e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.460e-01	3.485e-01	3.572e-01	3.266e-01	3.714e-01	3.603e-01	3.231e-01	3.779e-01	3.797e-01	1.424e-01	3.937e-01
4.200e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.460e-01	3.485e-01	3.572e-01	3.266e-01	3.714e-01	3.585e-01	3.231e-01	3.779e-01	3.797e-01	1.424e-01	3.937e-01
4.300e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.460e-01	3.485e-01	3.572e-01	3.266e-01	3.714e-01	3.585e-01	3.119e-01	3.779e-01	3.797e-01	1.424e-01	3.933e-01
4.400e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.460e-01	3.485e-01	3.572e-01	3.266e-01	3.714e-01	3.585e-01	3.119e-01	3.779e-01	3.797e-01	1.405e-01	3.933e-01
4.500e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.273e-01	3.484e-01	3.572e-01	3.266e-01	3.746e-01	3.585e-01	3.119e-01	3.676e-01	3.797e-01	1.405e-01	3.933e-01
4.600e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.273e-01	3.471e-01	3.572e-01	3.266e-01	3.746e-01	3.569e-01	3.119e-01	3.804e-01	3.797e-01	1.405e-01	3.933e-01
4.700e+03	3.463e-01	3.461e-01	3.497e-01	3.461e-01	3.273e-01	3.471e-01	3.572e-01	3.266e-01	3.746e-01	3.548e-01	3.180e-01	3.804e-01	3.787e-01	1.405e-01	3.933e-01
4.800e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.461e-01	3.484e-01	3.611e-01	3.266e-01	3.746e-01	3.603e-01	3.180e-01	3.841e-01	3.787e-01	1.405e-01	3.933e-01
4.900e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.553e-01	3.266e-01	3.746e-01	3.603e-01	3.243e-01	3.841e-01	3.785e-01	1.405e-01	3.933e-01
5.000e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.553e-01	3.266e-01	3.746e-01	3.603e-01	3.243e-01	3.804e-01	3.785e-01	1.405e-01	3.933e-01
5.100e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.553e-01	3.209e-01	3.760e-01	3.603e-01	3.106e-01	3.804e-01	3.785e-01	1.405e-01	3.933e-01
5.200e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.450e-01	3.478e-01	3.553e-01	3.209e-01	3.746e-01	3.572e-01	3.106e-01	3.687e-01	3.785e-01	1.405e-01	3.933e-01
5.300e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.553e-01	3.187e-01	3.746e-01	3.572e-01	3.180e-01	3.687e-01	3.785e-01	1.405e-01	3.933e-01
5.400e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.543e-01	3.266e-01	3.746e-01	3.572e-01	3.243e-01	3.687e-01	3.785e-01	1.405e-01	3.933e-01
5.500e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.553e-01	3.266e-01	3.760e-01	3.538e-01	3.272e-01	3.676e-01	3.770e-01	1.414e-01	3.903e-01
5.600e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.645e-01	3.346e-01	3.781e-01	3.554e-01	3.272e-01	3.676e-01	3.770e-01	1.414e-01	3.903e-01
5.700e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.645e-01	3.346e-01	3.804e-01	3.554e-01	3.243e-01	3.687e-01	3.769e-01	1.414e-01	3.903e-01
5.800e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.628e-01	3.346e-01	3.804e-01	3.554e-01	3.243e-01	3.687e-01	3.769e-01	1.414e-01	3.903e-01
5.900e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.581e-01	3.346e-01	3.804e-01	3.554e-01	3.243e-01	3.771e-01	3.739e-01	1.414e-01	3.903e-01
6.000e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.581e-01	3.265e-01	3.804e-01	3.554e-01	3.243e-01	3.771e-01	3.739e-01	1.414e-01	3.903e-01
6.100e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.628e-01	3.265e-01	3.804e-01	3.541e-01	3.212e-01	3.717e-01	3.739e-01	1.414e-01	3.903e-01
6.200e+03	3.463e-01	3.461e-01	3.487e-01	3.461e-01	3.460e-01	3.478e-01	3.628e-01	3.265e-01	3.760e-01	3.541e-01	3.212e-01	3.717e-01	3.739e-01	1.414e-01	3.903e-01
6.300e+03	3.462e-01	3.461e-01	3.482e-01	3.461e-01	2.282e-01	3.478e-01	3.628e-01	3.265e-01	3.760e-01	3.486e-01	3.212e-01	3.717e-01	3.739e-01	1.414e-01	3.903e-01
6.400e+03	3.463e-01	3.461e-01	3.482e-01	3.461e-01	2.343e-01	3.478e-01	3.628e-01	3.346e-01	3.760e-01	3.541e-01	3.221e-01	3.717e-01	3.731e-01	1.414e-01	3.903e-01
6.500e+03	3.463e-01	3.461e-01	3.482e-01	3.461e-01	3.461e-01	3.478e-01	3.628e-01	3.346e-01	3.760e-01	3.494e-01	3.221e-01	3.771e-01	3.730e-01	1.414e-01	3.903e-01
6.600e+03	3.463e-01	3.461e-01	3.473e-01	3.461e-01	3.461e-01	3.478e-01	3.645e-01	3.364e-01	3.760e-01	3.483e-01	3.212e-01	3.687e-01	3.730e-01	1.414e-01	3.903e-01
6.700e+03	3.463e-01	3.461e-01	3.473e-01	3.461e-01	3.461e-01	3.478e-01	3.645e-01	3.376e-01	3.760e-01	3.494e-01	3.212e-01	3.687e-01	3.730e-01	1.414e-01	3.903e-01
6.800e+03	3.463e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.478e-01	3.645e-01	3.376e-01	3.766e-01	3.483e-01	3.177e-01	3.687e-01	3.730e-01	1.414e-01	3.903e-01
6.900e+03	3.463e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.463e-01	3.645e-01	3.376e-01	3.766e-01	3.402e-01	3.174e-01	3.687e-01	3.730e-01	1.414e-01	3.903e-01
7.000e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.462e-01	3.645e-01	3.376e-01	3.766e-01	3.312e-01	3.174e-01	3.677e-01	3.730e-01	1.414e-01	3.903e-01
7.100e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.462e-01	3.645e-01	3.376e-01	3.766e-01	3.312e-01	3.174e-01	3.677e-01	3.730e-01	1.414e-01	3.903e-01
7.200e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.665e-01	3.462e-01	3.645e-01	3.376e-01	3.766e-01	3.312e-01	3.174e-01	3.669e-01	3.655e-01	1.148e-01	3.876e-01
7.300e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.665e-01	3.462e-01	3.645e-01	3.376e-01	3.746e-01	3.346e-01	3.177e-01	3.687e-01	3.693e-01	1.148e-01	3.903e-01
7.400e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.665e-01	3.462e-01	3.640e-01	3.376e-01	3.711e-01	3.312e-01	3.177e-01	3.687e-01	3.693e-01	1.144e-01	3.903e-01
7.500e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.461e-01	3.640e-01	3.376e-01	3.711e-01	3.293e-01	3.174e-01	3.687e-01	3.693e-01	1.144e-01	3.903e-01
7.600e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.461e-01	3.640e-01	3.376e-01	3.711e-01	3.293e-01	3.174e-01	3.687e-01	3.693e-01	1.144e-01	3.937e-01
7.700e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.461e-01	3.640e-01	3.376e-01	3.711e-01	3.293e-01	3.174e-01	3.669e-01	3.693e-01	1.144e-01	3.937e-01
7.800e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.461e-01	3.640e-01	3.376e-01	3.711e-01	3.293e-01	3.174e-01	3.687e-01	3.693e-01	1.144e-01	3.937e-01
7.900e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.461e-01	3.640e-01	3.376e-01	3.711e-01	3.293e-01	3.174e-01	3.687e-01	3.655e-01	1.144e-01	3.903e-01
8.000e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.343e-01	3.461e-01	3.640e-01	3.376e-01	3.711e-01	3.293e-01	3.167e-01	3.687e-01	3.655e-01	1.144e-01	3.903e-01
8.100e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.640e-01	3.376e-01	3.711e-01	3.293e-01	3.167e-01	3.687e-01	3.655e-01	1.144e-01	3.903e-01
8.200e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.628e-01	3.376e-01	3.711e-01	3.293e-01	3.167e-01	3.687e-01	3.693e-01	1.144e-01	3.903e-01
8.300e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.628e-01	3.376e-01	3.711e-01	3.293e-01	3.167e-01	3.687e-01	3.693e-01	1.144e-01	3.903e-01
8.400e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.628e-01	3.376e-01	3.711e-01	3.293e-01	3.167e-01	3.687e-01	3.693e-01	1.141e-01	3.903e-01
8.500e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.640e-01	3.299e-01	3.716e-01	3.293e-01	3.167e-01	3.687e-01	3.693e-01	1.141e-01	3.903e-01
8.600e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.640e-01	3.299e-01	3.716e-01	3.293e-01	3.167e-01	3.676e-01	3.693e-01	1.141e-01	3.903e-01
8.700e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.640e-01	3.299e-01	3.716e-01	3.293e-01	3.167e-01	3.687e-01	3.693e-01	1.141e-01	3.903e-01
8.800e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.640e-01	3.299e-01	3.716e-01	3.293e-01	3.167e-01	3.687e-01	3.693e-01	1.141e-01	3.903e-01
8.900e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.645e-01	3.299e-01	3.716e-01	3.293e-01	3.158e-01	3.687e-01	3.644e-01	1.141e-01	3.876e-01
9.000e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.645e-01	3.299e-01	3.716e-01	3.293e-01	3.158e-01	3.676e-01	3.644e-01	1.141e-01	3.876e-01
9.100e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.645e-01	3.299e-01	3.716e-01	3.279e-01	3.158e-01	3.676e-01	3.052e-01	1.141e-01	3.856e-01
9.200e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.645e-01	3.299e-01	3.716e-01	3.279e-01	3.158e-01	3.676e-01	3.052e-01	1.141e-01	3.814e-01
9.300e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.282e-01	3.461e-01	3.645e-01	3.299e-01	3.716e-01	3.279e-01	3.158e-01	3.676e-01	3.052e-01	1.165e-01	3.814e-01
9.400e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	2.218e-01	3.461e-01	3.645e-01	3.299e-01	3.716e-01	3.293e-01	3.158e-01	3.701e-01	3.052e-01	1.165e-01	3.814e-01
9.500e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.969e-01	3.461e-01	3.645e-01	3.299e-01	3.716e-01	3.293e-01	3.158e-01	3.701e-01	3.052e-01	9.556e-02	3.814e-01
9.600e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.969e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.342e-01	3.158e-01	3.701e-01	3.052e-01	9.556e-02	3.814e-01
9.700e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.969e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.342e-01	3.158e-01	3.701e-01	3.403e-01	9.556e-02	3.814e-01
9.800e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.969e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.334e-01	3.158e-01	3.701e-01	3.403e-01	9.740e-02	3.814e-01
9.900e+03	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.969e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.377e-01	3.167e-01	3.719e-01	3.403e-01	9.740e-02	3.814e-01
1.000e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.377e-01	3.167e-01	3.719e-01	3.403e-01	9.740e-02	3.814e-01
1.010e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.377e-01	3.167e-01	3.701e-01	3.403e-01	9.740e-02	3.814e-01
1.020e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.377e-01	3.167e-01	3.701e-01	3.403e-01	1.155e-01	3.814e-01
1.030e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.377e-01	3.167e-01	3.719e-01	3.403e-01	1.155e-01	3.814e-01
1.040e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.376e-01	3.167e-01	3.719e-01	3.403e-01	1.155e-01	3.847e-01
1.050e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.376e-01	3.167e-01	3.719e-01	3.403e-01	1.155e-01	3.847e-01
1.060e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.342e-01	3.167e-01	3.719e-01	3.403e-01	1.155e-01	3.847e-01
1.070e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.666e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.342e-01	3.167e-01	3.719e-01	3.403e-01	1.155e-01	3.847e-01
1.080e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.447e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.342e-01	3.232e-01	3.719e-01	3.403e-01	1.131e-01	3.831e-01
1.090e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.447e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.342e-01	3.232e-01	3.701e-01	3.403e-01	1.131e-01	3.831e-01
1.100e+04	3.462e-01	3.461e-01	3.473e-01	3.461e-01	1.447e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.342e-01	3.232e-01	3.701e-01	3.403e-01	1.131e-01	3.831e-01
1.110e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.334e-01	3.236e-01	3.676e-01	3.403e-01	1.131e-01	3.831e-01
1.120e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.444e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.334e-01	3.236e-01	3.676e-01	3.198e-01	1.131e-01	3.831e-01
1.130e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.645e-01	3.299e-01	3.746e-01	3.334e-01	3.236e-01	3.583e-01	3.198e-01	1.016e-01	3.831e-01
1.140e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.299e-01	3.747e-01	3.334e-01	3.236e-01	3.583e-01	3.198e-01	1.016e-01	3.831e-01
1.150e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.299e-01	3.747e-01	3.334e-01	3.236e-01	3.583e-01	3.198e-01	1.016e-01	3.831e-01
1.160e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.299e-01	3.747e-01	3.343e-01	3.242e-01	3.583e-01	3.198e-01	1.131e-01	3.831e-01
1.170e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.299e-01	3.747e-01	3.343e-01	3.242e-01	3.583e-01	3.198e-01	1.140e-01	3.831e-01
1.180e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.233e-01	3.747e-01	3.343e-01	3.242e-01	3.583e-01	3.198e-01	1.131e-01	3.831e-01
1.190e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.233e-01	3.747e-01	3.343e-01	3.242e-01	3.583e-01	3.198e-01	1.131e-01	3.831e-01
1.200e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.233e-01	3.747e-01	3.343e-01	3.242e-01	3.583e-01	3.198e-01	1.131e-01	3.831e-01
1.210e+04	3.462e-01	3.461e-01	3.472e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.233e-01	3.747e-01	3.343e-01	3.242e-01	3.583e-01	1.950e-01	1.087e-01	3.814e-01
