n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.inconsistency	mopm._.me.hebbian.network.best.quality.inconsistency.min	mopm._.me.hebbian.network.best.quality.inconsistency.max	mopm._.me.hebbian.layer.best.quality.inconsistency	mopm._.me.hebbian.layer.best.quality.inconsistency.min	mopm._.me.hebbian.layer.best.quality.inconsistency.max	mopm._.me.hebbian.neuron.best.quality.inconsistency	mopm._.me.hebbian.neuron.best.quality.inconsistency.min	mopm._.me.hebbian.neuron.best.quality.inconsistency.max	mopm._.me.hebbian.synapse.best.quality.inconsistency	mopm._.me.hebbian.synapse.best.quality.inconsistency.min	mopm._.me.hebbian.synapse.best.quality.inconsistency.max	mopm._.me.freeForm.best.quality.inconsistency	mopm._.me.freeForm.best.quality.inconsistency.min	mopm._.me.freeForm.best.quality.inconsistency.max
4.760e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.168e-01	3.614e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.770e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.168e-01	3.614e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.780e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.168e-01	3.614e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.790e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.219e-01	3.614e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.800e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.219e-01	3.614e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.810e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.219e-01	3.614e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.820e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.830e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.840e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.850e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.860e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.870e+04	3.461e-01	3.461e-01	3.462e-01	1.260e-01	8.020e-02	1.723e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.880e+04	3.461e-01	3.461e-01	3.462e-01	1.221e-01	5.184e-02	1.720e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.890e+04	3.461e-01	3.461e-01	3.462e-01	1.221e-01	5.184e-02	1.720e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.900e+04	3.461e-01	3.461e-01	3.462e-01	1.221e-01	5.184e-02	1.720e-01	3.488e-01	3.216e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.910e+04	3.461e-01	3.461e-01	3.462e-01	1.221e-01	5.184e-02	1.720e-01	3.488e-01	3.308e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.920e+04	3.461e-01	3.461e-01	3.462e-01	1.221e-01	5.184e-02	1.720e-01	3.488e-01	3.308e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.930e+04	3.461e-01	3.461e-01	3.462e-01	1.221e-01	5.184e-02	1.720e-01	3.488e-01	3.308e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.940e+04	3.461e-01	3.461e-01	3.462e-01	1.221e-01	5.184e-02	1.720e-01	3.488e-01	3.308e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.950e+04	3.461e-01	3.461e-01	3.462e-01	1.022e-01	4.657e-02	1.694e-01	3.488e-01	3.308e-01	3.614e-01	3.310e-01	3.152e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.960e+04	3.461e-01	3.461e-01	3.462e-01	1.022e-01	4.657e-02	1.694e-01	3.488e-01	3.216e-01	3.603e-01	3.310e-01	3.141e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.970e+04	3.461e-01	3.461e-01	3.462e-01	1.022e-01	4.657e-02	1.694e-01	3.483e-01	3.317e-01	3.567e-01	3.310e-01	3.141e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.980e+04	3.461e-01	3.461e-01	3.462e-01	1.022e-01	4.657e-02	1.694e-01	3.483e-01	3.317e-01	3.567e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
4.990e+04	3.461e-01	3.461e-01	3.462e-01	1.022e-01	4.657e-02	1.694e-01	3.483e-01	3.317e-01	3.567e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
5.000e+04	3.461e-01	3.461e-01	3.462e-01	1.022e-01	4.657e-02	1.694e-01	3.483e-01	3.317e-01	3.567e-01	3.310e-01	3.087e-01	3.536e-01	2.923e-01	9.450e-02	3.844e-01
