n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.maturePerformance	mopm._.me.hebbian.network.best.quality.maturePerformance.min	mopm._.me.hebbian.network.best.quality.maturePerformance.max	mopm._.me.hebbian.layer.best.quality.maturePerformance	mopm._.me.hebbian.layer.best.quality.maturePerformance.min	mopm._.me.hebbian.layer.best.quality.maturePerformance.max	mopm._.me.hebbian.neuron.best.quality.maturePerformance	mopm._.me.hebbian.neuron.best.quality.maturePerformance.min	mopm._.me.hebbian.neuron.best.quality.maturePerformance.max	mopm._.me.hebbian.synapse.best.quality.maturePerformance	mopm._.me.hebbian.synapse.best.quality.maturePerformance.min	mopm._.me.hebbian.synapse.best.quality.maturePerformance.max	mopm._.me.freeForm.best.quality.maturePerformance	mopm._.me.freeForm.best.quality.maturePerformance.min	mopm._.me.freeForm.best.quality.maturePerformance.max
4.210e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.851e-01	5.677e-01	5.938e-01	6.042e-01	5.833e-01	6.181e-01	5.017e-01	4.865e-01	5.191e-01
4.220e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.851e-01	5.677e-01	5.938e-01	6.042e-01	5.833e-01	6.181e-01	5.021e-01	4.865e-01	5.191e-01
4.230e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.851e-01	5.677e-01	5.938e-01	6.042e-01	5.833e-01	6.181e-01	5.021e-01	4.865e-01	5.191e-01
4.240e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.948e-01	6.042e-01	5.833e-01	6.181e-01	5.021e-01	4.865e-01	5.191e-01
4.250e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.833e-01	6.181e-01	5.021e-01	4.865e-01	5.191e-01
4.260e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.833e-01	6.181e-01	5.021e-01	4.865e-01	5.191e-01
4.270e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.833e-01	6.181e-01	5.021e-01	4.865e-01	5.191e-01
4.280e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.833e-01	6.181e-01	5.021e-01	4.865e-01	5.191e-01
4.290e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.833e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.300e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.310e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.320e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.330e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.340e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.350e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.360e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.370e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.380e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.390e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.865e-01	5.191e-01
4.400e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.410e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.420e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.430e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.440e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.450e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.460e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.470e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.191e-01
4.480e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.198e-01
4.490e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.101e-01	4.882e-01	5.198e-01
4.500e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.510e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.520e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.530e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.540e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.550e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.560e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.570e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.580e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.590e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.600e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.610e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.620e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.630e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.640e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.650e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.660e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.670e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.680e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.690e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.700e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.710e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.720e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.730e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.740e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.750e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.198e-01
4.760e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.770e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.780e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.882e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.790e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.885e-01	5.677e-01	5.955e-01	6.042e-01	5.840e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.800e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.885e-01	5.677e-01	5.955e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.810e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.885e-01	5.677e-01	5.955e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.820e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.677e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.830e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.677e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.840e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.677e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.850e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.677e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.860e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.677e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.870e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.677e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.880e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.712e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.890e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.712e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.900e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.712e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.910e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.719e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.920e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.719e-01	5.958e-01	6.042e-01	5.844e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.930e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.719e-01	5.958e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.940e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.719e-01	5.958e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.950e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.719e-01	5.958e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.960e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.903e-01	5.719e-01	5.962e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.970e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.920e-01	5.719e-01	5.962e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.980e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.920e-01	5.719e-01	5.962e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
4.990e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.920e-01	5.719e-01	5.962e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
5.000e+04	4.757e-01	4.757e-01	4.757e-01	4.767e-01	4.767e-01	4.771e-01	5.920e-01	5.719e-01	5.962e-01	6.042e-01	5.868e-01	6.181e-01	5.104e-01	4.882e-01	5.201e-01
