x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-3.050e-03	-5.502e-04	-5.428e-04	-5.287e-04	-5.253e-04
0	1	-4.699e-03	-7.397e-04	-6.389e-04	-6.389e-04	-5.767e-04
0	2	-5.940e-03	-1.874e-03	-1.548e-03	-1.217e-03	-1.217e-03
0	3	-9.353e-03	-2.713e-03	-1.983e-03	-1.983e-03	-1.983e-03
0	4	-6.224e-03	-3.570e-03	-3.025e-03	-2.845e-03	-2.820e-03
0	5	nan	-6.565e-03	-5.226e-03	-5.226e-03	-4.538e-03
0	6	nan	nan	-8.903e-03	-8.903e-03	-8.903e-03
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	2.615e-03	2.615e-03	2.773e-03	4.633e-03
1	0	nan	nan	nan	-5.577e-04	-5.282e-04
1	1	nan	nan	nan	nan	-5.660e-04
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	1.088e-02	1.301e-02	1.321e-02	1.420e-02
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	2.427e-02	2.471e-02	2.471e-02	2.471e-02
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
3	8	nan	nan	nan	nan	nan
3	9	nan	3.250e-02	3.504e-02	3.504e-02	3.504e-02
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	nan
4	8	nan	nan	nan	nan	nan
4	9	nan	4.357e-02	4.409e-02	4.409e-02	4.476e-02
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan
5	9	nan	5.176e-02	5.323e-02	5.323e-02	5.518e-02
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	6.195e-02	6.195e-02	6.368e-02	6.400e-02
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	7.387e-02	7.429e-02	7.429e-02	7.469e-02
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	8.380e-02	8.380e-02	8.530e-02	8.530e-02
9	0	nan	9.998e-01	9.999e-01	9.999e-01	9.999e-01
9	1	nan	4.977e-01	4.977e-01	4.977e-01	9.996e-01
9	2	nan	nan	nan	4.986e-01	4.986e-01
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	1.014e-01	9.829e-01	9.829e-01	9.829e-01	9.830e-01
