row;0;1;2;3;4;5;6;7;8
0.0;0.12011367094906054;0.8034998172046185;0.7725668426459633;-2.7347192742286888;-2.0224951374397127;-2.026317452213187;-0.23667573881144705;-1.6221061185500127;-1.6494251242966156
1.0;0.1403577031380463;0.8213177512021258;0.7903847766434706;-2.742808900170065;-2.0198851412800867;-2.023707456053561;-0.2315340571157033;-1.6354722048018095;-1.6455976423934906
2.0;0.16066156811689283;0.8391696475479415;0.8082366729892864;-2.7508953350219136;-2.017295958783542;-2.0211182735570166;-0.22672303390194248;-1.6484989431060737;-1.6420830237002741
3.0;0.18102366144830662;0.8570545955297568;0.8261216209711016;-2.758978515844155;-2.0147280004724464;-2.0185503152459208;-0.2222367796017886;-1.6611900090339133;-1.6388744188602544
4.0;0.20144241504471616;0.8749717050681285;0.8440387305094733;-2.7670583792769903;-2.0121816796067464;-2.016003994380221;-0.2180687586705289;-1.6735499606284059;-1.6359644361345251
5.0;0.18431924047705925;0.8578485305004716;0.8269155559418164;-2.7733883624416698;-2.018511662771426;-2.0223339775449003;-0.21318207471273334;-1.6690615855058373;-1.6500243364290603
6.0;0.16728558787295125;0.8408148778963636;0.8098819033377084;-2.7797183455182926;-2.0248416458480487;-2.028663960621523;-0.20862670163958752;-1.6649294794228942;-1.663678260083539
7.0;0.16673132144487288;0.8468272607320528;0.80932763690963;-2.786055509147313;-2.0336619652028682;-2.0350011242505435;-0.2151043514918036;-1.6686653079125189;-1.663836819722674
8.0;0.18710337949198788;0.8647178648958083;0.8272182410733855;-2.7941374662187495;-2.0311019887226553;-2.0324411477703306;-0.21077216158440185;-1.6811886440664614;-1.6607695071205961
9.0;0.20753182879446613;0.8826404779206021;0.8451408540981793;-2.8022160822869098;-2.0285638037076934;-2.0299029627553686;-0.2067563460237798;-1.6933821786708623;-1.6579984110167865
10.0;0.19038435637445997;0.8654930055005959;0.8279933816781732;-2.8085460651617313;-2.034893786582515;-2.03623294563019;-0.20200221491982992;-1.689008907401009;-1.6718958882578834
11.0;0.1733240268229261;0.8484326759490621;0.8109330521266394;-2.8148760479592987;-2.0412237693800823;-2.0425629284277576;-0.1975751543928464;-1.6849866094063037;-1.6853925845650921
12.0;0.15635932201086505;0.8314679711370011;0.7939683473145783;-2.8212060306824904;-2.047553752103274;-2.0488929111509493;-0.19347369287783295;-1.6813143663833512;-1.6984903030608058
13.0;0.15467783362014537;0.8297864827462814;0.7993408952870558;-2.8275426927501304;-2.053890414170914;-2.057716501905552;-0.19979474761519217;-1.6852119398181378;-1.6988378293149604
14.0;0.15316615944781825;0.8282748085739543;0.8048098333768283;-2.8338793037532004;-2.060227025173984;-2.0665404257253197;-0.20614259090046316;-1.6890866850030948;-1.6991525769307805
15.0;0.15182009266197083;0.8269287417881068;0.8103727736977381;-2.840215864086325;-2.0665635855071085;-2.0753646800363397;-0.21251569831099032;-1.6929386130450281;-1.6994364001114948
16.0;0.15128735541793129;0.8329533450408755;0.8098400364536985;-2.8465521490363472;-2.075389635985566;-2.081700964986362;-0.21909357833431067;-1.6966747516699434;-1.6994699318144433
17.0;0.1508950046401739;0.8390576346007136;0.8094476856759412;-2.8528883858345786;-2.084216000530787;-2.0880372017845934;-0.2256866135599404;-1.700388453750494;-1.6994848370345872
18.0;0.15063930214249763;0.8452394885946131;0.8091919831782649;-2.859224574852672;-2.0930426767186896;-2.0943733908026867;-0.23229377090559122;-1.7040800774056661;-1.6994823737003883
19.0;0.1505165833646861;0.8514968269412212;0.8090692644004533;-2.865560716459353;-2.1018696621442836;-2.100709532409368;-0.23891405740997637;-1.7077500012936573;-1.6994637510516855
20.0;0.17096377022165848;0.8694300757955269;0.827002513254759;-2.873655669312557;-2.099224921566775;-2.098064791831859;-0.2341897129149584;-1.7207462962398934;-1.695938586210718
21.0;0.19146531392424881;0.887394178737167;0.8449666161963991;-2.8817475379291295;-2.0966002977116407;-2.095440167976725;-0.22978854099531842;-1.7334041485070102;-1.6927193966334027
22.0;0.18901318659105848;0.8849420514039766;0.8499017333179145;-2.888083411025236;-2.102936170807747;-2.1042689047441674;-0.2356514594136102;-1.7373509028285188;-1.6936226185048906
23.0;0.17188438472830325;0.8678132495412214;0.8327729314551593;-2.8944133931237253;-2.1092661529062364;-2.1105988868426566;-0.2305343629326005;-1.7326401768901125;-1.7079648697436602
