row;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0.0;1.4923161418520676;-3.1488323798789986;-3.1428252052171013;1.4898986508170293;-3.1066996908885116;-3.206617456889205;1.4037826827692836;-1.5087888985127873;-1.5175167187827536;1.3974108098726332;-1.52576775683041;-1.5177802932697992;1.5103226412796096;-3.719109150930076;-3.765722299158323
1.0;1.4963666415130397;-3.1707919352075438;-3.1647847605456465;1.4939491504839595;-3.1286592463369094;-3.228577012337603;1.406956948472249;-1.5056146341112087;-1.5143424543320436;1.4005835569323697;-1.5225950110665012;-1.5146075474569691;1.5143731410564323;-3.7400931912412023;-3.786749728027492
2.0;1.5004171411884488;-3.1927514908265087;-3.1867443161646114;1.4979996501647816;-3.1506188020647627;-3.2505365680654563;1.4101318456165537;-1.502439738151339;-1.511167558327458;1.4037569081218346;-1.5194216610563298;-1.5114341974022758;1.5184236408359169;-3.761059190941725;-3.807759896595436
3.0;1.5044676408769744;-3.214711046709325;-3.208703872047428;1.5020501498582248;-3.1725783580465063;-3.2724961240472;1.4133073855372913;-1.4992641993086253;-1.5079920194440457;1.40693087431516;-1.5162476959362736;-1.5082602322417005;1.5224741406178701;-3.7820068261773327;-3.8287524941777984
4.0;1.5085181405774162;-3.236670602831856;-3.230663428169959;1.5061006495631346;-3.1945379142589148;-3.2944556802596083;1.4164835797600017;-1.4960880060671167;-1.5048158261654938;1.410105466570299;-1.5130731046579389;-1.5050856409264886;1.5265246404021136;-3.8029357676528535;-3.849727204838635
5.0;1.5116583070681435;-3.2335304363411286;-3.2275232616792313;1.509240813944136;-3.1913977498779134;-3.291315515878607;1.4205339469873255;-1.5180436152843975;-1.5267714956524407;1.4141558366499707;-1.5350287712509305;-1.527041367789286;1.5296647663809901;-3.7997966300652273;-3.8465880459884354
6.0;1.5147984744123788;-3.2303902689968935;-3.2243830943349963;1.5123809791385223;-3.188257584683527;-3.2881753506842206;1.4245843263383329;-1.5399994439898392;-1.5487273857743622;1.4182062185925715;-1.5569846520868882;-1.5489973100418524;1.5328048924410709;-3.7966574020217037;-3.843448798626105
7.0;1.518807478261699;-3.251515082221425;-3.220374090485676;1.5163805050901331;-3.209191737695362;-3.28417582473261;1.4277817431070081;-1.537166497753718;-1.5459776865251178;1.421401312331848;-1.554151792958691;-1.5462471872043053;1.536855392195294;-3.8169800019207734;-3.863837768882694
8.0;1.5228579779761122;-3.273474638625011;-3.2423336468892616;1.5204310048084486;-3.231151294177444;-3.306135381214692;1.4309539147096924;-1.533994327006659;-1.54280551574607;1.4245720539384474;-1.5509810522042549;-1.5430764464180102;1.5409058919882557;-3.838023872259572;-3.88492249507741
9.0;1.5269084777000739;-3.295434195220671;-3.2642932034849217;1.5244815045359554;-3.2531108508444193;-3.3280949378816675;1.4341266800759773;-1.530821562419032;-1.539632751129332;1.427743363498554;-1.5478097434196043;-1.5399051376043684;1.5449563917828872;-3.859050778444317;-3.9059909945281603
10.0;1.5300486380170952;-3.2922940349036494;-3.2611530431679;1.5276216630461374;-3.2499706923342373;-3.3249547793714855;1.4381770685266566;-1.5527777749201437;-1.5615890152482754;1.4317937543452215;-1.5697660041169805;-1.5618614499196768;1.5480965170116028;-3.8559114833973007;-3.902851681620504
