n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.increase	xor._.me.hebbian.network.best.quality.increase.min	xor._.me.hebbian.network.best.quality.increase.max	xor._.me.hebbian.layer.best.quality.increase	xor._.me.hebbian.layer.best.quality.increase.min	xor._.me.hebbian.layer.best.quality.increase.max	xor._.me.hebbian.neuron.best.quality.increase	xor._.me.hebbian.neuron.best.quality.increase.min	xor._.me.hebbian.neuron.best.quality.increase.max	xor._.me.hebbian.synapse.best.quality.increase	xor._.me.hebbian.synapse.best.quality.increase.min	xor._.me.hebbian.synapse.best.quality.increase.max	xor._.me.freeForm.best.quality.increase	xor._.me.freeForm.best.quality.increase.min	xor._.me.freeForm.best.quality.increase.max
1.000e+02	2.389e-01	6.541e-02	4.599e-01	3.967e-01	1.872e-01	4.821e-01	3.722e-01	1.813e-01	6.840e-01	4.566e-01	3.378e-01	6.002e-01	3.750e-01	1.934e-01	5.125e-01
2.000e+02	2.376e-01	6.541e-02	4.581e-01	8.387e-02	8.458e-03	3.155e-01	4.827e-01	3.835e-01	6.918e-01	4.661e-01	2.961e-01	6.046e-01	3.771e-01	2.251e-01	5.073e-01
3.000e+02	2.376e-01	6.541e-02	4.581e-01	6.179e-02	5.535e-04	2.535e-01	4.811e-01	4.127e-01	6.092e-01	4.756e-01	2.961e-01	6.076e-01	3.750e-01	1.934e-01	5.385e-01
4.000e+02	2.376e-01	6.541e-02	4.581e-01	6.179e-02	5.535e-04	2.535e-01	4.610e-01	3.653e-01	5.613e-01	4.997e-01	4.038e-01	6.947e-01	4.232e-01	2.649e-01	5.554e-01
5.000e+02	2.368e-01	6.541e-02	4.581e-01	6.019e-02	-3.166e-02	2.164e-01	4.495e-01	3.653e-01	4.933e-01	4.997e-01	3.827e-01	6.076e-01	4.093e-01	2.649e-01	5.848e-01
6.000e+02	2.368e-01	6.541e-02	4.581e-01	5.793e-02	-3.166e-02	2.067e-01	4.531e-01	3.653e-01	4.933e-01	4.960e-01	3.172e-01	5.881e-01	3.944e-01	1.934e-01	5.908e-01
7.000e+02	2.368e-01	6.541e-02	4.581e-01	6.019e-02	-3.166e-02	2.067e-01	4.531e-01	3.653e-01	4.933e-01	4.960e-01	3.722e-01	6.281e-01	3.819e-01	1.750e-01	5.848e-01
8.000e+02	2.368e-01	6.541e-02	4.581e-01	6.179e-02	7.731e-03	2.164e-01	4.475e-01	3.653e-01	4.880e-01	4.828e-01	2.711e-01	6.331e-01	3.303e-01	1.738e-01	5.848e-01
9.000e+02	2.368e-01	6.541e-02	4.581e-01	6.179e-02	7.731e-03	2.164e-01	4.410e-01	3.653e-01	4.827e-01	4.994e-01	3.544e-01	6.331e-01	3.944e-01	1.750e-01	5.908e-01
1.000e+03	2.368e-01	6.541e-02	4.581e-01	6.179e-02	7.731e-03	2.164e-01	4.410e-01	3.653e-01	4.827e-01	5.317e-01	3.722e-01	6.331e-01	3.471e-01	1.627e-01	5.848e-01
1.100e+03	2.312e-01	6.541e-02	4.581e-01	6.179e-02	8.458e-03	2.164e-01	4.410e-01	3.653e-01	4.827e-01	5.317e-01	3.544e-01	6.000e-01	3.471e-01	1.627e-01	5.848e-01
1.200e+03	2.312e-01	6.541e-02	4.581e-01	6.179e-02	8.458e-03	2.164e-01	4.371e-01	3.593e-01	4.811e-01	4.960e-01	3.544e-01	5.691e-01	3.471e-01	1.627e-01	5.848e-01
1.300e+03	2.312e-01	6.541e-02	4.581e-01	6.179e-02	8.458e-03	2.164e-01	4.410e-01	3.653e-01	4.827e-01	4.995e-01	3.592e-01	6.087e-01	3.944e-01	1.750e-01	5.848e-01
1.400e+03	2.312e-01	6.541e-02	4.581e-01	6.179e-02	8.458e-03	2.164e-01	4.371e-01	3.589e-01	4.811e-01	4.995e-01	3.592e-01	6.281e-01	3.944e-01	1.750e-01	5.848e-01
1.500e+03	2.376e-01	6.541e-02	4.581e-01	6.503e-02	3.270e-02	1.621e-01	4.371e-01	3.589e-01	4.811e-01	4.997e-01	3.694e-01	6.281e-01	3.849e-01	1.750e-01	5.296e-01
1.600e+03	2.376e-01	6.541e-02	4.581e-01	8.387e-02	3.270e-02	1.621e-01	4.371e-01	3.589e-01	4.811e-01	4.995e-01	3.592e-01	6.087e-01	3.718e-01	1.750e-01	5.073e-01
1.700e+03	2.376e-01	6.541e-02	4.581e-01	8.387e-02	3.270e-02	1.621e-01	4.371e-01	3.589e-01	4.811e-01	4.995e-01	3.694e-01	6.087e-01	3.849e-01	1.750e-01	5.296e-01
1.800e+03	2.376e-01	6.541e-02	4.581e-01	8.387e-02	3.774e-02	1.621e-01	4.371e-01	3.589e-01	4.811e-01	4.960e-01	3.592e-01	5.691e-01	3.944e-01	1.627e-01	5.750e-01
1.900e+03	2.376e-01	6.541e-02	4.581e-01	8.387e-02	4.657e-02	1.605e-01	4.332e-01	3.563e-01	4.811e-01	4.389e-01	3.556e-01	4.997e-01	3.944e-01	1.627e-01	5.750e-01
2.000e+03	2.376e-01	6.541e-02	4.581e-01	8.387e-02	4.657e-02	1.605e-01	4.308e-01	3.355e-01	4.737e-01	4.471e-01	3.592e-01	4.997e-01	3.997e-01	1.547e-01	5.750e-01
2.100e+03	2.376e-01	6.541e-02	4.581e-01	8.387e-02	4.657e-02	1.605e-01	4.032e-01	3.310e-01	4.610e-01	4.471e-01	3.556e-01	4.997e-01	3.944e-01	9.491e-02	5.750e-01
2.200e+03	2.389e-01	6.541e-02	4.581e-01	8.387e-02	4.657e-02	1.605e-01	4.032e-01	3.310e-01	4.610e-01	4.389e-01	3.556e-01	4.995e-01	3.997e-01	9.491e-02	5.750e-01
2.300e+03	2.389e-01	6.541e-02	4.581e-01	9.012e-02	4.657e-02	1.785e-01	4.032e-01	3.310e-01	4.610e-01	4.358e-01	3.544e-01	4.994e-01	3.944e-01	9.491e-02	5.750e-01
2.400e+03	2.389e-01	6.541e-02	4.581e-01	9.012e-02	4.657e-02	1.785e-01	4.032e-01	3.310e-01	4.610e-01	4.358e-01	3.544e-01	4.994e-01	3.944e-01	9.491e-02	5.750e-01
2.500e+03	2.389e-01	6.541e-02	4.581e-01	9.012e-02	4.657e-02	1.785e-01	4.032e-01	3.310e-01	4.610e-01	4.351e-01	3.496e-01	4.960e-01	3.944e-01	9.491e-02	5.309e-01
2.600e+03	2.389e-01	6.541e-02	4.581e-01	9.012e-02	4.657e-02	2.376e-01	4.032e-01	3.310e-01	4.610e-01	4.351e-01	3.496e-01	4.960e-01	3.944e-01	9.491e-02	5.309e-01
2.700e+03	2.389e-01	6.541e-02	4.581e-01	8.405e-02	4.657e-02	1.605e-01	3.958e-01	2.890e-01	4.565e-01	4.351e-01	3.544e-01	4.960e-01	3.944e-01	1.547e-01	5.309e-01
