x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-3.976e-03	-1.776e-03	-1.750e-03	-1.750e-03	-1.582e-03
0	1	nan	6.445e-04	1.203e-03	1.361e-03	1.581e-03
0	2	nan	6.060e-03	7.558e-03	7.558e-03	7.558e-03
0	3	nan	1.533e-02	1.643e-02	1.680e-02	1.705e-02
0	4	nan	2.892e-02	2.892e-02	2.892e-02	2.947e-02
0	5	nan	4.285e-02	4.421e-02	4.421e-02	4.526e-02
0	6	nan	6.032e-02	6.491e-02	6.661e-02	6.685e-02
0	7	nan	6.891e-02	9.358e-02	9.358e-02	9.501e-02
0	8	nan	4.775e-02	1.005e-01	1.099e-01	1.103e-01
0	9	nan	1.152e-01	1.546e-01	1.546e-01	2.083e-01
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	2.056e-02	2.832e-02	2.881e-02	2.916e-02	2.955e-02
1	5	nan	4.285e-02	4.421e-02	4.527e-02	4.536e-02
1	6	nan	5.974e-02	6.424e-02	6.526e-02	6.590e-02
1	7	nan	8.615e-02	9.358e-02	9.358e-02	9.501e-02
1	8	nan	4.775e-02	6.349e-02	1.107e-01	1.107e-01
1	9	nan	1.152e-01	1.237e-01	1.546e-01	2.409e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	4.283e-02	4.283e-02	4.285e-02	4.555e-02
2	6	nan	5.984e-02	6.550e-02	6.621e-02	6.661e-02
2	7	nan	6.891e-02	9.358e-02	9.358e-02	9.501e-02
2	8	nan	6.074e-02	1.181e-01	1.181e-01	1.181e-01
2	9	nan	1.779e-01	1.779e-01	2.244e-01	2.244e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	8.650e-02	9.358e-02	9.358e-02	9.501e-02
3	8	nan	nan	1.182e-01	1.292e-01	1.292e-01
3	9	nan	1.152e-01	1.536e-01	1.753e-01	2.084e-01
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	9.501e-02
4	8	nan	nan	1.187e-01	1.190e-01	1.296e-01
4	9	nan	1.392e-01	1.828e-01	1.876e-01	2.084e-01
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	1.297e-01	1.298e-01	1.299e-01
5	9	nan	1.779e-01	1.828e-01	2.245e-01	2.245e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	1.506e-01	1.947e-01	2.049e-01	2.245e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	1.827e-01	3.011e-01	3.011e-01	3.011e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	2.190e-01	2.245e-01	3.011e-01
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	3.011e-01	3.307e-01	3.307e-01	3.510e-01
