x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-6.115e-03	-2.893e-03	-2.744e-03	-2.459e-03	-2.459e-03
0	1	nan	7.703e-04	7.703e-04	1.044e-03	1.264e-03
0	2	nan	6.537e-03	7.100e-03	7.100e-03	7.609e-03
0	3	9.660e-03	1.594e-02	1.630e-02	1.647e-02	1.682e-02
0	4	nan	2.629e-02	2.857e-02	2.857e-02	2.857e-02
0	5	nan	4.395e-02	4.446e-02	4.500e-02	4.505e-02
0	6	nan	6.565e-02	6.565e-02	6.565e-02	6.565e-02
0	7	nan	8.891e-02	8.925e-02	9.257e-02	9.385e-02
0	8	nan	9.500e-02	1.300e-01	1.301e-01	1.331e-01
0	9	nan	1.947e-01	2.581e-01	5.139e-01	5.139e-01
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	2.787e-02	2.855e-02	2.873e-02	2.873e-02
1	5	nan	4.445e-02	4.446e-02	4.454e-02	4.547e-02
1	6	nan	6.555e-02	6.565e-02	6.565e-02	6.573e-02
1	7	nan	8.895e-02	8.917e-02	9.218e-02	9.372e-02
1	8	nan	1.300e-01	1.301e-01	1.302e-01	1.321e-01
1	9	nan	1.947e-01	2.581e-01	5.139e-01	5.155e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	6.422e-02	6.565e-02	6.565e-02	6.565e-02
2	7	nan	8.917e-02	9.248e-02	9.257e-02	9.382e-02
2	8	nan	1.301e-01	1.302e-01	1.302e-01	1.320e-01
2	9	nan	1.947e-01	2.581e-01	5.139e-01	5.155e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	8.891e-02	8.925e-02	9.248e-02	9.385e-02
3	8	nan	1.300e-01	1.302e-01	1.302e-01	1.302e-01
3	9	nan	1.947e-01	3.683e-01	5.139e-01	5.155e-01
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	nan
4	8	nan	1.301e-01	1.302e-01	1.302e-01	1.322e-01
4	9	nan	1.947e-01	3.016e-01	5.139e-01	5.172e-01
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	1.302e-01	1.302e-01	1.331e-01
5	9	nan	2.160e-01	3.016e-01	5.139e-01	5.155e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	1.967e-01	3.385e-01	5.139e-01	5.155e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	3.385e-01	3.683e-01	5.139e-01	5.155e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	2.648e-01	3.683e-01	5.139e-01	5.155e-01
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	3.385e-01	3.683e-01	5.139e-01	5.172e-01
