x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-5.897e-03	-3.204e-03	-3.110e-03	-1.907e-03	-1.896e-03
0	1	nan	2.525e-04	7.201e-04	1.028e-03	1.463e-03
0	2	nan	5.426e-03	6.089e-03	6.787e-03	7.317e-03
0	3	nan	1.085e-02	1.455e-02	1.726e-02	1.726e-02
0	4	nan	1.571e-02	2.371e-02	2.645e-02	2.976e-02
0	5	nan	1.950e-02	3.310e-02	4.164e-02	4.608e-02
0	6	nan	nan	2.261e-02	6.557e-02	6.621e-02
0	7	nan	nan	7.138e-02	9.023e-02	9.351e-02
0	8	nan	nan	9.994e-02	1.228e-01	1.309e-01
0	9	nan	nan	nan	2.529e-01	4.603e-01
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	2.743e-02	2.743e-02	2.743e-02	2.976e-02
1	5	nan	4.153e-02	4.184e-02	4.184e-02	4.533e-02
1	6	nan	4.886e-02	6.182e-02	6.182e-02	6.631e-02
1	7	nan	3.186e-02	5.008e-02	8.191e-02	9.419e-02
1	8	nan	nan	nan	1.258e-01	1.306e-01
1	9	nan	nan	nan	2.496e-01	5.181e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	4.256e-02	4.256e-02	4.533e-02
2	6	nan	5.590e-02	6.282e-02	6.568e-02	6.631e-02
2	7	nan	7.346e-02	7.553e-02	8.086e-02	9.170e-02
2	8	nan	5.719e-02	6.143e-02	1.250e-01	1.303e-01
2	9	nan	6.034e-02	2.144e-01	2.505e-01	5.281e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	8.916e-02	9.127e-02	9.338e-02
3	8	nan	7.587e-02	9.904e-02	1.234e-01	1.305e-01
3	9	nan	8.362e-02	1.985e-01	2.506e-01	5.265e-01
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	nan
4	8	nan	1.091e-01	1.219e-01	1.291e-01	1.304e-01
4	9	nan	1.040e-01	1.142e-01	2.505e-01	5.181e-01
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	1.267e-01	1.325e-01	1.325e-01
5	9	nan	nan	1.451e-01	2.954e-01	5.265e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	1.601e-01	1.709e-01	2.729e-01	5.206e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	1.869e-01	1.970e-01	3.224e-01	5.281e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	2.505e-01	5.265e-01
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	2.530e-01	3.240e-01	4.269e-01	6.656e-01
