x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	4.233e-01	1.464e-02	4.233e-01	1.464e-02	4.264e-01	1.092e-02	4.378e-01	6.935e-03
0	1	nan	nan	4.167e-01	4.032e-02	4.257e-01	2.781e-02	4.257e-01	2.781e-02	4.323e-01	2.029e-02
0	2	nan	nan	4.201e-01	4.438e-02	4.247e-01	4.032e-02	4.382e-01	3.308e-02	4.382e-01	3.308e-02
0	3	nan	nan	4.264e-01	5.142e-02	4.274e-01	5.093e-02	4.313e-01	6.789e-02	4.372e-01	6.134e-02
0	4	-2.618e-01	-6.080e-02	4.274e-01	7.363e-02	4.274e-01	7.363e-02	4.281e-01	7.715e-02	4.417e-01	6.426e-02
0	5	nan	nan	4.316e-01	8.110e-02	4.316e-01	8.110e-02	4.316e-01	8.110e-02	4.372e-01	7.862e-02
0	6	nan	nan	4.340e-01	3.071e-02	4.340e-01	3.071e-02	4.340e-01	3.071e-02	4.399e-01	9.202e-02
0	7	nan	nan	4.351e-01	1.167e-01	4.351e-01	1.167e-01	4.351e-01	1.167e-01	4.483e-01	1.230e-01
0	8	2.951e-01	6.163e-02	4.340e-01	1.101e-01	4.340e-01	1.101e-01	4.340e-01	1.101e-01	4.410e-01	1.380e-01
0	9	4.167e-01	4.182e-01	4.514e-01	2.741e-01	4.514e-01	2.741e-01	4.549e-01	2.939e-01	4.757e-01	4.531e-01
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan	nan	nan	nan	1.389e-01	3.346e-03
1	6	nan	nan	2.639e-01	4.496e-02	3.194e-01	1.869e-02	4.194e-01	3.448e-02	4.194e-01	3.448e-02
1	7	nan	nan	4.194e-01	1.059e-01	4.340e-01	5.752e-02	4.340e-01	5.752e-02	4.340e-01	5.752e-02
1	8	nan	nan	4.253e-01	1.419e-01	4.340e-01	7.464e-02	4.340e-01	7.464e-02	4.410e-01	1.247e-01
1	9	4.340e-01	4.219e-01	4.660e-01	4.323e-01	4.757e-01	4.531e-01	4.757e-01	4.531e-01	4.757e-01	4.531e-01
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	6	nan	nan	2.628e-01	9.391e-02	2.628e-01	9.391e-02	2.628e-01	9.391e-02	2.628e-01	9.391e-02
2	7	nan	nan	3.132e-01	2.847e-02	4.340e-01	6.536e-02	4.340e-01	6.536e-02	4.340e-01	6.536e-02
2	8	nan	nan	4.340e-01	1.903e-01	4.340e-01	1.903e-01	4.340e-01	1.903e-01	4.340e-01	1.903e-01
2	9	4.340e-01	3.776e-01	4.681e-01	4.532e-01	4.708e-01	4.635e-01	4.740e-01	4.628e-01	4.740e-01	4.628e-01
3	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	7	nan	nan	2.160e-01	2.993e-02	3.063e-01	8.755e-02	3.063e-01	8.755e-02	4.340e-01	1.750e-01
3	8	nan	nan	4.340e-01	8.283e-02	4.340e-01	8.283e-02	4.340e-01	8.283e-02	4.340e-01	8.283e-02
3	9	4.340e-01	4.219e-01	4.507e-01	4.229e-01	4.722e-01	4.636e-01	4.722e-01	4.636e-01	4.722e-01	4.636e-01
4	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	8	nan	nan	nan	nan	3.420e-01	8.183e-02	3.521e-01	1.192e-01	3.924e-01	9.587e-02
4	9	1.979e-01	1.719e-01	4.340e-01	4.197e-01	4.340e-01	4.197e-01	4.340e-01	4.197e-01	4.340e-01	4.197e-01
5	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	9	nan	nan	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01
6	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	9	nan	nan	4.340e-01	3.831e-01	4.340e-01	3.831e-01	4.340e-01	3.831e-01	4.344e-01	3.997e-01
7	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	9	nan	nan	4.340e-01	4.216e-01	4.340e-01	4.216e-01	4.340e-01	4.216e-01	4.340e-01	4.216e-01
8	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan	nan	4.340e-01	4.219e-01	4.340e-01	4.219e-01
9	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
