x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	4.260e-01	1.013e-02	4.319e-01	1.104e-02	4.319e-01	1.104e-02	4.392e-01	1.076e-02
0	1	nan	nan	4.181e-01	2.868e-02	4.201e-01	3.019e-02	4.340e-01	2.754e-02	4.392e-01	2.957e-02
0	2	nan	nan	4.306e-01	4.029e-02	4.306e-01	4.029e-02	4.361e-01	4.032e-02	4.375e-01	3.994e-02
0	3	nan	nan	4.167e-01	7.514e-02	4.281e-01	4.674e-02	4.316e-01	5.843e-02	4.469e-01	5.003e-02
0	4	4.167e-01	8.980e-02	4.444e-01	7.296e-02	4.444e-01	7.296e-02	4.444e-01	7.296e-02	4.444e-01	7.296e-02
0	5	nan	nan	4.337e-01	8.861e-02	4.375e-01	8.388e-02	4.375e-01	8.388e-02	4.444e-01	8.196e-02
0	6	nan	nan	4.340e-01	1.027e-01	4.340e-01	1.027e-01	4.340e-01	1.027e-01	4.490e-01	9.854e-02
0	7	-2.313e-18	-4.090e-02	4.448e-01	1.064e-01	4.448e-01	1.064e-01	4.448e-01	1.064e-01	4.455e-01	1.123e-01
0	8	-4.167e-01	-1.252e-01	4.340e-01	1.332e-01	4.340e-01	1.332e-01	4.472e-01	1.341e-01	4.472e-01	1.341e-01
0	9	4.340e-01	4.219e-01	4.757e-01	4.635e-01	4.757e-01	4.635e-01	4.757e-01	4.635e-01	4.757e-01	4.635e-01
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	6	nan	nan	3.003e-01	1.558e-02	3.670e-01	2.290e-02	4.236e-01	2.901e-02	4.236e-01	2.901e-02
1	7	2.361e-01	3.228e-02	3.399e-01	8.515e-02	4.340e-01	1.182e-01	4.340e-01	1.182e-01	4.340e-01	1.182e-01
1	8	4.302e-01	1.238e-01	4.302e-01	1.238e-01	4.340e-01	8.673e-02	4.444e-01	1.304e-01	4.528e-01	1.336e-01
1	9	4.340e-01	4.219e-01	4.757e-01	4.635e-01	4.757e-01	4.635e-01	4.757e-01	4.635e-01	4.757e-01	4.635e-01
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	6	nan	nan	3.215e-01	1.143e-01	3.215e-01	1.143e-01	3.215e-01	1.143e-01	3.215e-01	1.143e-01
2	7	nan	nan	4.087e-01	1.030e-01	4.271e-01	6.103e-02	4.340e-01	1.286e-01	4.340e-01	1.286e-01
2	8	nan	nan	4.340e-01	1.362e-01	4.340e-01	1.362e-01	4.340e-01	1.362e-01	4.340e-01	1.362e-01
2	9	4.340e-01	4.219e-01	4.681e-01	4.427e-01	4.708e-01	4.369e-01	4.722e-01	4.429e-01	4.743e-01	4.513e-01
3	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	3.139e-01	6.783e-02	3.139e-01	6.783e-02	3.889e-01	1.268e-01
3	8	nan	nan	4.118e-01	5.541e-02	4.340e-01	9.198e-02	4.340e-01	9.198e-02	4.340e-01	9.198e-02
3	9	4.597e-01	4.423e-01	4.597e-01	4.423e-01	4.604e-01	4.323e-01	4.667e-01	4.427e-01	4.750e-01	4.533e-01
4	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	8	nan	nan	nan	nan	3.604e-01	1.210e-01	3.969e-01	1.044e-01	3.969e-01	1.044e-01
4	9	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01
5	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	9	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01	4.340e-01	4.219e-01
6	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	9	nan	nan	4.340e-01	2.250e-01	4.340e-01	2.250e-01	4.340e-01	2.250e-01	4.340e-01	2.250e-01
7	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	9	nan	nan	4.340e-01	3.787e-01	4.340e-01	3.787e-01	4.340e-01	3.787e-01	4.340e-01	3.787e-01
8	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
