n.evals.q.1.0.	nav.lives._.me.hebbian.neuron.best.quality.inconsistency	nav.lives._.me.hebbian.neuron.best.quality.inconsistency.min	nav.lives._.me.hebbian.neuron.best.quality.inconsistency.max	nav.lives._.me.freeForm.best.quality.inconsistency	nav.lives._.me.freeForm.best.quality.inconsistency.min	nav.lives._.me.freeForm.best.quality.inconsistency.max
3.300e+03	5.183e-04	3.708e-04	5.830e-04	7.678e-04	7.169e-04	9.055e-04
3.400e+03	5.183e-04	3.708e-04	5.830e-04	7.678e-04	7.169e-04	9.055e-04
3.500e+03	3.708e-04	3.473e-04	4.603e-04	7.678e-04	7.169e-04	9.055e-04
3.600e+03	3.708e-04	3.473e-04	4.603e-04	7.678e-04	7.169e-04	9.055e-04
3.700e+03	3.708e-04	3.473e-04	4.603e-04	7.678e-04	7.169e-04	9.055e-04
3.800e+03	3.708e-04	3.473e-04	4.603e-04	7.678e-04	7.169e-04	9.055e-04
3.900e+03	3.708e-04	3.473e-04	4.603e-04	7.678e-04	7.169e-04	9.055e-04
4.000e+03	3.708e-04	3.473e-04	4.603e-04	7.678e-04	7.169e-04	9.055e-04
4.100e+03	3.708e-04	3.473e-04	4.603e-04	9.055e-04	7.169e-04	1.939e-01
4.200e+03	3.708e-04	3.473e-04	4.603e-04	9.055e-04	7.169e-04	1.939e-01
4.300e+03	3.708e-04	3.473e-04	4.603e-04	9.055e-04	7.169e-04	1.939e-01
4.400e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	1.939e-01
4.500e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	1.939e-01
4.600e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	1.939e-01
4.700e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	1.939e-01
4.800e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.065e-01
4.900e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.000e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.100e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.200e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.300e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.400e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.500e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.600e+03	3.852e-04	3.263e-04	4.603e-04	9.055e-04	7.169e-04	2.216e-01
5.700e+03	3.852e-04	3.263e-04	4.626e-04	9.055e-04	7.169e-04	2.216e-01
5.800e+03	3.852e-04	3.263e-04	4.626e-04	9.055e-04	7.169e-04	2.299e-01
5.900e+03	3.852e-04	3.263e-04	4.626e-04	9.055e-04	7.169e-04	2.299e-01
6.000e+03	3.852e-04	3.263e-04	4.626e-04	9.055e-04	7.169e-04	2.299e-01
6.100e+03	3.852e-04	3.263e-04	4.626e-04	9.055e-04	7.169e-04	2.299e-01
6.200e+03	3.852e-04	3.263e-04	4.626e-04	9.055e-04	7.169e-04	2.299e-01
6.300e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
6.400e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
6.500e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
6.600e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
6.700e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
6.800e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
6.900e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.000e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.100e+03	3.852e-04	3.263e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.200e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.300e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.400e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.500e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.600e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.700e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.299e-01
7.800e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
7.900e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.000e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.100e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.200e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.300e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.400e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.500e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.600e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.700e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.800e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
8.900e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
9.000e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
9.100e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
9.200e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
9.300e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
9.400e+03	3.852e-04	3.162e-04	4.626e-04	9.858e-04	7.169e-04	2.298e-01
9.500e+03	3.852e-04	3.162e-04	4.626e-04	7.169e-04	4.568e-04	9.858e-04
9.600e+03	3.852e-04	3.162e-04	4.626e-04	7.169e-04	4.568e-04	9.858e-04
9.700e+03	3.852e-04	3.162e-04	4.626e-04	7.169e-04	4.568e-04	9.858e-04
9.800e+03	3.852e-04	3.162e-04	4.626e-04	7.169e-04	4.568e-04	9.858e-04
9.900e+03	3.852e-04	3.162e-04	4.626e-04	7.169e-04	4.568e-04	9.858e-04
1.000e+04	3.852e-04	3.162e-04	4.626e-04	7.169e-04	4.568e-04	7.720e-04
1.010e+04	3.852e-04	3.162e-04	4.626e-04	7.213e-04	7.169e-04	7.720e-04
1.020e+04	3.852e-04	3.162e-04	4.626e-04	7.213e-04	7.169e-04	7.720e-04
1.030e+04	3.852e-04	3.162e-04	4.626e-04	7.213e-04	7.169e-04	7.720e-04
1.040e+04	3.852e-04	3.162e-04	4.626e-04	7.213e-04	7.169e-04	7.720e-04
1.050e+04	3.888e-04	3.162e-04	4.626e-04	7.213e-04	7.169e-04	7.720e-04
1.060e+04	3.888e-04	3.162e-04	4.626e-04	7.213e-04	7.169e-04	7.720e-04
1.070e+04	3.888e-04	3.162e-04	4.626e-04	7.213e-04	7.169e-04	7.720e-04
1.080e+04	3.162e-04	1.734e-04	3.888e-04	7.213e-04	7.169e-04	7.720e-04
1.090e+04	3.162e-04	1.734e-04	3.888e-04	7.213e-04	7.169e-04	7.720e-04
1.100e+04	3.162e-04	1.734e-04	3.888e-04	7.213e-04	7.169e-04	7.720e-04
1.110e+04	3.162e-04	1.734e-04	3.888e-04	7.213e-04	7.169e-04	7.720e-04
1.120e+04	3.162e-04	1.734e-04	3.888e-04	7.213e-04	7.169e-04	7.720e-04
1.130e+04	3.162e-04	1.734e-04	3.888e-04	7.213e-04	7.169e-04	7.720e-04
1.140e+04	3.162e-04	1.734e-04	3.888e-04	7.213e-04	7.169e-04	7.720e-04
1.150e+04	3.162e-04	1.734e-04	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.160e+04	3.162e-04	1.734e-04	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.170e+04	3.162e-04	7.240e-05	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.180e+04	3.162e-04	7.240e-05	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.190e+04	3.162e-04	7.240e-05	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.200e+04	3.162e-04	7.240e-05	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.210e+04	3.162e-04	7.240e-05	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.220e+04	3.162e-04	7.240e-05	3.888e-04	7.528e-04	7.213e-04	7.720e-04
1.230e+04	3.162e-04	7.240e-05	3.888e-04	7.720e-04	7.528e-04	9.858e-04
1.240e+04	3.162e-04	7.240e-05	3.888e-04	7.720e-04	7.528e-04	9.858e-04
1.250e+04	3.162e-04	1.723e-04	3.888e-04	7.720e-04	7.528e-04	9.858e-04
1.260e+04	3.162e-04	5.537e-05	3.888e-04	7.720e-04	7.528e-04	9.858e-04
1.270e+04	3.162e-04	5.537e-05	3.888e-04	7.720e-04	7.528e-04	9.858e-04
1.280e+04	3.162e-04	5.537e-05	3.888e-04	8.788e-04	7.720e-04	9.858e-04
1.290e+04	3.162e-04	5.537e-05	3.888e-04	8.788e-04	7.720e-04	9.858e-04
1.300e+04	3.162e-04	5.537e-05	3.888e-04	8.788e-04	7.720e-04	9.858e-04
1.310e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.320e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.330e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.340e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.350e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.360e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.370e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.380e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.390e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.400e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.410e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.420e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.430e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.440e+04	3.162e-04	5.537e-05	3.620e-04	8.788e-04	7.720e-04	9.858e-04
1.450e+04	3.162e-04	5.537e-05	3.620e-04	9.634e-04	7.720e-04	9.858e-04
1.460e+04	3.162e-04	5.537e-05	3.620e-04	9.634e-04	7.720e-04	9.858e-04
1.470e+04	3.162e-04	5.537e-05	3.620e-04	9.634e-04	7.720e-04	9.858e-04
1.480e+04	3.162e-04	5.537e-05	3.620e-04	9.634e-04	7.720e-04	9.858e-04
1.490e+04	3.162e-04	5.537e-05	3.620e-04	9.634e-04	7.720e-04	9.858e-04
1.500e+04	3.162e-04	5.537e-05	3.620e-04	9.634e-04	7.720e-04	9.858e-04
1.510e+04	3.162e-04	5.537e-05	3.620e-04	9.634e-04	7.720e-04	9.858e-04
1.520e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.530e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.540e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.550e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.560e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.570e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.580e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.590e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.600e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.610e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.620e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.630e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.640e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.650e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.660e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.670e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.680e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.690e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.700e+04	5.537e-05	2.318e-05	3.162e-04	9.634e-04	7.720e-04	9.858e-04
1.710e+04	5.537e-05	2.318e-05	1.252e-04	9.634e-04	7.720e-04	9.858e-04
1.720e+04	5.537e-05	2.318e-05	1.252e-04	9.634e-04	7.720e-04	9.858e-04
1.730e+04	5.537e-05	2.318e-05	1.252e-04	9.634e-04	7.720e-04	9.858e-04
1.740e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.750e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.760e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.770e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.780e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.790e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.800e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.810e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.820e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.830e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.840e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.850e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.860e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.870e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.880e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.890e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.900e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.910e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.920e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.930e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.940e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.950e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.960e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.970e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.980e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
1.990e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.000e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.010e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.020e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.030e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.040e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.050e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.060e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.070e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.080e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.090e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.100e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.110e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.120e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.130e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.140e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.150e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.160e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.170e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.180e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.190e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.200e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.210e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.220e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.230e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.240e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.250e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.260e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.270e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.280e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.290e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.300e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.310e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.320e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.330e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.340e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.350e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.360e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.370e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.380e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.390e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.400e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.410e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.420e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.430e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.440e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.450e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.460e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.470e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.480e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.490e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.500e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.510e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.520e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.530e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.540e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.550e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.560e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.570e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.580e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.590e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.600e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.610e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.620e+04	5.537e-05	2.318e-05	2.274e-04	9.634e-04	7.720e-04	9.858e-04
2.630e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.640e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.650e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.660e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.670e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.680e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.690e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.700e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.710e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.720e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.730e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.740e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.750e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.760e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.770e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
2.780e+04	2.274e-04	2.318e-05	4.442e-04	9.634e-04	7.720e-04	9.858e-04
