x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.00.copy.no.reset	progress.rate.q.0.05.0.00.copy.reset	progress.rate.q.0.05.0.00.or.no.reset	progress.rate.q.0.05.0.00.or.reset	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.10.copy.no.reset	progress.rate.q.0.05.0.10.copy.reset	progress.rate.q.0.05.0.10.or.no.reset	progress.rate.q.0.05.0.10.or.reset	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.25.copy.no.reset	progress.rate.q.0.05.0.25.copy.reset	progress.rate.q.0.05.0.25.or.no.reset	progress.rate.q.0.05.0.25.or.reset	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.0.50.copy.no.reset	progress.rate.q.0.05.0.50.copy.reset	progress.rate.q.0.05.0.50.or.no.reset	progress.rate.q.0.05.0.50.or.reset	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen	progress.rate.q.0.05.1.00.copy.no.reset	progress.rate.q.0.05.1.00.copy.reset	progress.rate.q.0.05.1.00.or.no.reset	progress.rate.q.0.05.1.00.or.reset
0	0	4.000e-02	-1.446e-07	7.808e-04	-7.915e-05	-8.098e-03	8.790e-03	1.300e-01	1.831e-08	9.690e-05	-7.893e-04	-1.005e-05	-7.439e-03	1.000e+00	1.000e+00	1.000e+00	1.000e+00	4.500e-01	4.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	4.500e-01	4.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	4.500e-01	4.500e-01
0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.000e+00	1.000e+00	9.952e-01	9.952e-01	4.551e-01	4.551e-01	1.000e+00	1.000e+00	9.952e-01	9.952e-01	4.551e-01	4.551e-01
0	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.000e+00	1.000e+00	9.947e-01	9.916e-01	4.447e-01	4.415e-01	1.000e+00	1.000e+00	9.947e-01	9.916e-01	4.447e-01	4.415e-01
0	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.000e+00	1.000e+00	9.883e-01	9.883e-01	4.500e-01	4.500e-01	1.000e+00	1.000e+00	9.883e-01	9.883e-01	4.500e-01	4.500e-01	1.000e+00	1.000e+00	9.883e-01	9.883e-01	4.500e-01	4.500e-01
0	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.000e+00	1.000e+00	9.837e-01	9.837e-01	4.341e-01	4.341e-01	1.000e+00	1.000e+00	9.837e-01	9.837e-01	4.341e-01	4.341e-01
0	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.000e+00	1.000e+00	9.766e-01	9.766e-01	4.500e-01	4.500e-01	1.000e+00	1.000e+00	9.766e-01	9.766e-01	4.500e-01	4.500e-01
0	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.000e+00	1.000e+00	9.778e-01	9.778e-01	4.278e-01	4.278e-01	1.000e+00	1.000e+00	9.778e-01	9.778e-01	4.278e-01	4.278e-01
0	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.000e+00	1.000e+00	9.771e-01	9.771e-01	4.271e-01	4.271e-01	1.000e+00	1.000e+00	9.771e-01	9.771e-01	4.271e-01	4.271e-01
0	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.500e-01	1.000e+00	9.723e-01	9.723e-01	4.808e-01	4.808e-01	9.500e-01	1.000e+00	9.723e-01	9.723e-01	4.808e-01	4.808e-01
0	9	4.500e-01	4.998e-01	4.500e-01	4.500e-01	1.000e+00	1.000e+00	4.500e-01	4.998e-01	4.500e-01	4.500e-01	1.000e+00	1.000e+00	9.500e-01	1.000e+00	9.500e-01	9.500e-01	4.500e-01	4.500e-01	9.500e-01	1.000e+00	9.500e-01	9.500e-01	4.500e-01	4.500e-01	1.000e+00	7.565e-01	9.222e-01	9.222e-01	3.644e-01	3.644e-01
