x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	1.354e-01	1.807e-03	4.229e-01	5.841e-03	4.233e-01	7.760e-03	4.250e-01	8.005e-03	4.330e-01	5.695e-03
0	1	nan	nan	3.837e-01	3.588e-02	4.406e-01	1.894e-02	4.406e-01	1.894e-02	4.451e-01	4.384e-02
0	2	nan	nan	3.257e-01	3.524e-02	4.365e-01	4.256e-02	4.483e-01	3.892e-02	4.625e-01	5.313e-02
0	3	nan	nan	3.420e-01	2.010e-02	4.604e-01	4.177e-02	4.618e-01	7.106e-02	4.618e-01	7.106e-02
0	4	nan	nan	3.063e-01	1.372e-01	4.576e-01	4.314e-02	4.576e-01	4.314e-02	4.576e-01	4.314e-02
0	5	3.299e-02	-2.994e-03	3.660e-01	7.268e-02	4.431e-01	8.352e-02	4.531e-01	6.987e-02	4.531e-01	6.987e-02
0	6	nan	nan	3.875e-01	8.935e-02	4.469e-01	7.216e-02	4.469e-01	7.216e-02	4.479e-01	2.979e-01
0	7	nan	nan	3.868e-01	1.113e-01	4.351e-01	1.393e-01	4.389e-01	1.018e-01	4.392e-01	6.738e-02
0	8	nan	nan	3.361e-01	2.261e-01	4.302e-01	1.112e-01	4.344e-01	2.154e-01	4.344e-01	2.154e-01
0	9	4.340e-01	4.219e-01	4.375e-01	3.445e-01	4.375e-01	3.445e-01	4.729e-01	4.427e-01	4.813e-01	4.635e-01
1	0	nan	nan	nan	nan	nan	nan	4.181e-01	1.573e-02	4.229e-01	2.574e-02
1	1	nan	nan	nan	nan	nan	nan	4.281e-01	2.654e-02	4.281e-01	2.654e-02
1	2	nan	nan	1.681e-01	1.759e-03	2.306e-01	8.946e-02	4.271e-01	3.772e-02	4.306e-01	1.256e-02
1	3	nan	nan	2.806e-01	5.747e-03	2.840e-01	3.346e-03	4.260e-01	2.375e-02	4.313e-01	2.888e-02
1	4	nan	nan	3.253e-01	4.578e-02	3.253e-01	4.578e-02	4.274e-01	1.723e-01	4.288e-01	9.981e-02
1	5	nan	nan	2.993e-01	4.010e-03	3.358e-01	4.641e-02	4.226e-01	4.690e-02	4.264e-01	1.166e-01
1	6	nan	nan	2.677e-01	9.124e-02	4.271e-01	7.475e-02	4.271e-01	7.475e-02	4.354e-01	1.968e-01
1	7	nan	nan	3.410e-01	9.149e-02	4.323e-01	2.654e-01	4.354e-01	2.107e-01	4.354e-01	2.107e-01
1	8	nan	nan	3.333e-01	1.011e-01	4.236e-01	6.890e-02	4.344e-01	4.202e-01	4.524e-01	1.434e-01
1	9	1.424e-01	1.719e-01	4.340e-01	4.010e-01	4.375e-01	4.219e-01	4.611e-01	4.427e-01	4.819e-01	4.635e-01
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan	nan	4.215e-01	3.238e-02	4.323e-01	1.379e-02
2	2	nan	nan	nan	nan	nan	nan	4.257e-01	9.650e-02	4.299e-01	5.731e-02
2	3	nan	nan	nan	nan	nan	nan	4.264e-01	2.716e-02	4.389e-01	1.994e-01
2	4	nan	nan	nan	nan	3.347e-01	4.715e-02	4.278e-01	2.690e-02	4.323e-01	1.127e-01
2	5	nan	nan	nan	nan	nan	nan	4.306e-01	1.090e-01	4.347e-01	1.481e-01
