x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	3.819e-03	5.537e-03	4.455e-01	1.529e-02	4.639e-01	1.165e-02	4.698e-01	1.264e-02	4.698e-01	1.264e-02
0	1	nan	nan	4.406e-01	3.970e-02	4.545e-01	1.903e-02	4.688e-01	2.646e-02	4.868e-01	2.985e-02
0	2	nan	nan	4.167e-01	3.090e-02	4.434e-01	3.524e-02	4.826e-01	3.372e-02	4.826e-01	3.372e-02
0	3	nan	nan	4.278e-01	6.115e-02	4.684e-01	6.657e-02	4.691e-01	6.163e-02	4.743e-01	6.893e-02
0	4	nan	nan	4.639e-01	7.640e-02	4.882e-01	8.092e-02	4.882e-01	8.092e-02	4.882e-01	8.092e-02
0	5	nan	nan	4.361e-01	8.676e-02	4.733e-01	6.850e-02	4.733e-01	6.850e-02	4.733e-01	6.850e-02
0	6	-1.076e-02	-2.458e-02	4.340e-01	9.425e-02	4.410e-01	5.843e-02	4.646e-01	1.542e-01	4.684e-01	1.350e-01
0	7	nan	nan	4.337e-01	1.079e-01	4.458e-01	7.532e-02	4.594e-01	6.498e-02	4.670e-01	1.258e-01
0	8	nan	nan	2.938e-01	9.615e-02	4.483e-01	2.029e-01	4.483e-01	2.029e-01	4.483e-01	2.029e-01
0	9	4.340e-01	4.219e-01	4.410e-01	4.219e-01	4.410e-01	4.219e-01	4.635e-01	4.182e-01	4.653e-01	4.182e-01
1	0	nan	nan	3.125e-03	-6.153e-03	3.125e-03	-6.153e-03	4.153e-01	1.950e-04	4.563e-01	8.201e-05
1	1	nan	nan	2.830e-01	1.895e-02	3.229e-01	4.721e-02	3.229e-01	4.721e-02	4.271e-01	2.565e-02
1	2	nan	nan	4.045e-01	4.214e-02	4.167e-01	5.478e-02	4.167e-01	5.478e-02	4.271e-01	2.840e-02
1	3	nan	nan	4.167e-01	4.927e-02	4.167e-01	4.927e-02	4.167e-01	4.927e-02	4.271e-01	6.704e-02
1	4	nan	nan	4.174e-01	4.829e-03	4.174e-01	4.829e-03	4.174e-01	4.829e-03	4.479e-01	1.245e-01
1	5	nan	nan	4.167e-01	1.779e-01	4.167e-01	1.779e-01	4.167e-01	1.779e-01	4.632e-01	1.073e-01
1	6	nan	nan	4.167e-01	1.373e-01	4.167e-01	1.373e-01	4.271e-01	1.410e-01	4.622e-01	1.269e-01
1	7	nan	nan	4.167e-01	1.823e-01	4.167e-01	1.823e-01	4.840e-01	1.241e-01	4.840e-01	1.241e-01
1	8	nan	nan	4.167e-01	1.304e-01	4.563e-01	1.176e-01	4.670e-01	1.425e-01	4.670e-01	1.425e-01
1	9	3.163e-01	4.219e-01	4.340e-01	4.219e-01	4.604e-01	2.428e-01	4.635e-01	4.219e-01	4.653e-01	4.179e-01
2	0	nan	nan	nan	nan	3.424e-01	5.696e-09	4.438e-01	4.560e-03	4.569e-01	7.179e-05
2	1	nan	nan	nan	nan	nan	nan	4.222e-01	2.189e-02	4.444e-01	7.725e-03
2	2	nan	nan	-2.743e-02	-5.916e-02	-2.014e-02	-1.439e-02	4.222e-01	2.064e-02	4.271e-01	3.321e-02
2	3	nan	nan	nan	nan	nan	nan	4.306e-01	1.679e-02	4.375e-01	1.898e-02
2	4	nan	nan	nan	nan	4.188e-01	7.294e-02	4.257e-01	1.235e-01	4.514e-01	9.086e-02
2	5	nan	nan	nan	nan	4.188e-01	1.807e-01	4.188e-01	1.807e-01	4.583e-01	1.319e-01
2	6	nan	nan	nan	nan	4.174e-01	1.491e-01	4.201e-01	2.218e-01	4.583e-01	1.447e-01
2	7	nan	nan	nan	nan	4.177e-01	1.527e-01	4.205e-01	1.452e-01	4.556e-01	1.911e-01
2	8	nan	nan	nan	nan	4.181e-01	1.363e-01	4.507e-01	2.083e-01	4.632e-01	2.439e-01
2	9	nan	nan	4.340e-01	4.219e-01	4.396e-01	2.194e-01	4.635e-01	4.219e-01	4.715e-01	2.151e-01
3	0	nan	nan	nan	nan	nan	nan	1.701e-01	-1.765e-03	4.563e-01	6.860e-05
3	1	nan	nan	nan	nan	nan	nan	4.201e-01	3.548e-02	4.243e-01	2.611e-02
3	2	nan	nan	-7.014e-02	-4.361e-02	-6.910e-02	-4.466e-02	4.184e-01	3.265e-02	4.247e-01	5.599e-02
