row;0;1;2;3;4;5;6;7;8
0.0;0.0058876623996815085;-0.007230663506040855;-0.01771968019073452;0.013937483722476374;-0.006707934761002399;-0.01576024644879916;0.013196626930829469;0.017648350629160318;0.0025184442365792786
1.0;0.017311296847077377;-0.018418475918997312;-0.009864672698307394;0.039528426605731644;-0.03246097227883159;-0.02353005162880135;0.016804164720269535;0.009370680139025084;0.0036198818645284177
2.0;0.028847199061756597;-0.029507840048906636;-0.001795651276323796;0.06484284138462122;-0.0563494860217621;-0.030753022719995433;0.020366785002545372;0.0013278499820192826;0.00440273391916036
3.0;0.04049369837147227;-0.040500220918350295;0.006484199304188849;0.08989616025277712;-0.07847752939872946;-0.03745967687203036;0.023886999839048517;-0.006486107922468317;0.004886638808810047
4.0;0.05224910721078617;-0.05139709836365125;0.014971662069030734;0.11470421386337173;-0.09895184247971603;-0.043681319187953864;0.02736779676534504;-0.01407644862463664;0.005091313776206084
5.0;0.06355840721984907;-0.05894083741761036;0.021660525360296296;0.14059739589323256;-0.07573658701335798;-0.0412950836441054;0.0308173325099706;-0.022713683407177956;0.006551572585943968
6.0;0.07494732668548676;-0.06656181381378377;0.02833890447455435;0.16624862667886833;-0.05148858618500876;-0.03984122505084129;0.03422643107862839;-0.031192551550044776;0.007735187808618794
7.0;0.0874178932510293;-0.07683156513055485;0.03487485383429117;0.19118325119587265;-0.07281631872132599;-0.04114886152513181;0.03763594254773786;-0.03720559622930793;0.008094598811624325
8.0;0.09958691960029581;-0.08736573888379526;0.04415078786546643;0.215554041411211;-0.090342331128794;-0.046505815852604486;0.04098665144643495;-0.04395889486199559;0.007815192797890341
9.0;0.11185637942081855;-0.09781184191963478;0.053618176330649414;0.23972515769327227;-0.10652201819013951;-0.05146791514856856;0.0443115697032171;-0.050509705748764185;0.0073117521098887625
10.0;0.12355988175695362;-0.10573798926106;0.060255131619127815;0.2651038460397551;-0.08111069645851313;-0.05106431893000771;0.04758737629076273;-0.05836777880815319;0.008192854663718776
11.0;0.13534231335738878;-0.1137407044021127;0.06688169361413758;0.29024474407909695;-0.054684389920286985;-0.05157706518433131;0.050831715840590735;-0.06607363083392685;0.008806255574487483
12.0;0.14720348551284473;-0.1218198042794588;0.07349788716464871;0.31515167715042836;-0.027259426663617078;-0.052991412685285504;0.05404634558264678;-0.07362819948974303;0.009157301901757606
13.0;0.15802591589091025;-0.12889124023162807;0.08020683066688356;0.3393709088935679;0.0031009228498997954;-0.05804866026419424;0.057093560355898514;-0.08353783602037942;0.008757907848111125
14.0;0.16882586410276365;-0.13594086665582333;0.08687291683925051;0.36334515761047764;0.03450695859212663;-0.06262145411920708;0.06009181358527657;-0.09351407328799795;0.008093618862222755
15.0;0.1796036574165428;-0.1429690010287299;0.09349676954683472;0.38708406827799546;0.06691751191717465;-0.06672886718373465;0.06304308692123531;-0.10355465193192237;0.007176694787687422
16.0;0.19379146786496704;-0.15173289081521676;0.09980659467001284;0.41167982797053587;0.047874615937124214;-0.069342344232253;0.06652787896319953;-0.10552756088517685;0.007135390233067324
17.0;0.2081654904962086;-0.1603334900141697;0.10609189963731952;0.4360965795791831;0.030038703345194394;-0.0726456421243253;0.07000798441956707;-0.10707881610805549;0.006887858818734885
18.0;0.22272121601109166;-0.16877475285726484;0.1123532782268685;0.460347216986533;0.013322835597811316;-0.07658907333313408;0.07348268490305657;-0.10822077689663315;0.0064492611742211145
19.0;0.23745399754762983;-0.1770607542058376;0.11859134233084906;0.4844437585746989;-0.002354022682015934;-0.08112632413749334;0.07695108039644047;-0.10896658194922478;0.00583379282417593
20.0;0.25083388394500883;-0.18653311747124515;0.13017551605815594;0.5077908940953502;-0.012977921035258383;-0.08445900218568006;0.0801416453424277;-0.11320504862189408;0.0044216470032496565
21.0;0.26429226730998145;-0.19593664627177468;0.14190932707584003;0.5310114873289187;-0.022748592902400486;-0.0875414429698775;0.08332982943715611;-0.11727445864334643;0.0028668371288352503
22.0;0.27492159218249007;-0.2028207541931108;0.14825015719109613;0.5542635766060173;0.011739910195891164;-0.09068616715309656;0.08598480361673108;-0.12771992757631048;0.0014839041459543754
23.0;0.28776260322064307;-0.21185037740173154;0.1547373269485927;0.5779460189906805;0.044391492896111544;-0.09681917975582074;0.08905171717014651;-0.13328466940920822;4.7866146793172745E-4
24.0;0.3006782229180034;-0.2209523770719768;0.1612146723437654;0.6014430034292995;0.0778346848076633;-0.10366686822123058;0.09211708622287947;-0.1386909303428181;-7.343331883657321E-4
25.0;0.3112474498677518;-0.2277781851250861;0.16744093892115727;0.6241295569501839;0.11473712229650151;-0.1056932459324077;0.09465982589214302;-0.14928851807820956;-0.0026990434115343478
26.0;0.3251439214230097;-0.2367975517462079;0.18000986920204542;0.647317544095248;0.10518630087588894;-0.10871120820460087;0.09795201876571441;-0.15223417493184851;-0.004317880781772643
27.0;0.3383296457188227;-0.24616157482381898;0.18645164760715635;0.6704125760927147;0.14034518770221793;-0.11710785002448412;0.10105892351517023;-0.15700673592208414;-0.005993027932066793
28.0;0.35158800080901387;-0.25559605567346244;0.19288386209237612;0.6933532475084926;0.17616294766360333;-0.12609933172174181;0.10417525771084105;-0.16160972282408956;-0.00784454617298266
29.0;0.3678365348415363;-0.2625528845056046;0.19892233405957108;0.7173655343938903;0.16105418678139327;-0.1309612642324958;0.10802160172352698;-0.1579377659827916;-0.008630443882619514
30.0;0.3812741708053642;-0.27216128236982284;0.2053309410938721;0.7401496677317709;0.1975401143086914;-0.14055597694924116;0.11112450189478329;-0.16217074427394493;-0.010654310958276857
31.0;0.3956656124735392;-0.28074660671010593;0.2188434235753759;0.7631220531055146;0.18944301358478494;-0.14314758690387916;0.11445857036895313;-0.16393710123354838;-0.012530705551553488
32.0;0.4122943892577702;-0.28736999837722155;0.2248318257168494;0.7869770669318732;0.1753946850893742;-0.1486155827381167;0.11832420687172487;-0.15928478993515485;-0.013507068818661946
33.0;0.4260444350657303;-0.29728145917455207;0.23119929506639753;0.8095824880303262;0.21264342843516942;-0.15889897623996535;0.12142985461971435;-0.16283807566216366;-0.015732853155803757
34.0;0.44070684207358785;-0.3056291723722736;0.24522831366973144;0.8323431764233118;0.20597371989117552;-0.16107195559703066;0.12475780264630941;-0.16400591214092433;-0.017849612046402268
35.0;0.45542323342330754;-0.31392954637463777;0.2593602416068484;0.855017681967023;0.19988510950293417;-0.16307450844369856;0.12808629743371466;-0.16505135048677977;-0.020065083226383184
36.0;0.4725046866671116;-0.3201559833209175;0.26528903595478165;0.8786373242341183;0.18742380186092986;-0.16944952592762028;0.13196436603527406;-0.15925386590515023;-0.021323710596373238
37.0;0.4867025889718847;-0.33050190130993634;0.27159753219664295;0.9010407230693636;0.2255348575953844;-0.18051142710907658;0.1350924736203222;-0.16180062525951597;-0.023784129484988308
38.0;0.49701597175855544;-0.33707951973669975;0.2773360878662714;0.9227443824225248;0.26663268327615136;-0.18059413244802008;0.13727743955535768;-0.17296521170207918;-0.026673208541157196
39.0;0.5113391554116477;-0.34754697081310043;0.28362808723804567;0.944909913446533;0.3057590546359041;-0.1925726747701066;0.14050274911595517;-0.17507247480152122;-0.029435190040197113
40.0;0.5287396085475224;-0.35349367482777816;0.28951487613306925;0.9687023429852489;0.29213270817560133;-0.19828184376901883;0.1444510512954237;-0.16828734519668065;-0.030503336491384196
41.0;0.5462129998473516;-0.3593764189260553;0.2953920606342123;0.9923735733257815;0.27932356178626366;-0.20445806281008885;0.14831973615225866;-0.1615537935134691;-0.0316985836287524
42.0;0.5615486743778488;-0.36713373976772345;0.31070451643104813;1.0147296354924442;0.27538209390575363;-0.20583089415222927;0.15164439105366348;-0.1612148465761572;-0.034276935425359284
43.0;0.5762890356132041;-0.3780058869959387;0.3169415824510492;1.0367564191821261;0.31510069477221114;-0.2183441095523366;0.15482727281151157;-0.16248031799329438;-0.03718132841392757
44.0;0.5865779046334773;-0.3845597250774741;0.32263340798965306;1.0582085483909702;0.35727215241869253;-0.21792941424699153;0.15693240438481248;-0.17370385359718746;-0.040302458222134636
45.0;0.5968520756174992;-0.3910993048695831;0.32829721493867414;1.0796160878856569;0.39963393692476995;-0.21742654282020854;0.15903140285668735;-0.1849546563477075;-0.04346763798895362
46.0;0.6124457947928946;-0.3986303448039662;0.3441015763803092;1.1020176548853882;0.3953856472717548;-0.21888935993064706;0.1625526768627446;-0.18360193307698108;-0.04605783954830685
47.0;0.6226474283686986;-0.4050995574162062;0.34962710663470786;1.1233741123282561;0.4379654705495102;-0.2182854737902789;0.16461964225484416;-0.19498655857871386;-0.04926317319575418
48.0;0.6405439207037159;-0.4106112816618786;0.35544857779220596;1.14708763628123;0.4248711544263268;-0.22429871127891526;0.16873527806988511;-0.18645231839017182;-0.05046198937393146
49.0;0.658489244064213;-0.41608018568644706;0.3612636189495934;1.1706855208950167;0.41255655036070116;-0.23075757348332437;0.17274692349423457;-0.17811645831685352;-0.05177683011740793
50.0;0.668776639613041;-0.4226325943809564;0.36695263563734287;1.191991120499445;0.45535345537712496;-0.23005311601113573;0.1747955799684283;-0.1893528654416763;-0.05502750299678039
51.0;0.6790493585737533;-0.4291707655924735;0.37261367462168604;1.2132684126416182;0.4982711880439593;-0.22929268055665772;0.17684037215213821;-0.20061578278263906;-0.058305981116436534
52.0;0.694450520258921;-0.44068394294916735;0.3787637273765819;1.234791833595793;0.5401383438069179;-0.24374564135412075;0.18045379046427207;-0.19951361579328158;-0.06195068852171654
53.0;0.7099044925868158;-0.4522483509203409;0.3849068261010178;1.2562741846206493;0.5821808025701022;-0.2583568681509231;0.18407907177981536;-0.19826140993153457;-0.0656480571319261
54.0;0.7260543444806689;-0.45929171471576324;0.4017713328658572;1.2785972656348688;0.5784617140495312;-0.2596644792924423;0.18776920600311117;-0.19520876131121553;-0.06838517627472891
55.0;0.742231858815187;-0.46631082114992983;0.41868857202015364;1.300861820202021;0.5751372470892806;-0.26085635443516814;0.19143396302058824;-0.19215175581102217;-0.07118241988223886
56.0;0.7584365943408266;-0.47330605715723;0.43565770241821533;1.3230713280756314;0.5721839390355496;-0.26193937478870755;0.19507394591878918;-0.18909050223951204;-0.07403568367713578
57.0;0.776720492234766;-0.4784780631289784;0.44142816056170703;1.3467025656358897;0.5596444487443388;-0.2682697089558929;0.19902239735307686;-0.18010941422573223;-0.07529633647676125
58.0;0.7927013703670003;-0.49055361254315133;0.4475018770778658;1.3681070145606409;0.6020194250477018;-0.2831811372365634;0.2026047858264139;-0.17771374993055702;-0.07906725058390929
59.0;0.8090983157862616;-0.4973802985340966;0.4648374135747485;1.390196112079444;0.5998779981942458;-0.2840260462169201;0.20614629765771225;-0.17444496535040283;-0.08202676619048682
60.0;0.8252451353219911;-0.5096168245929323;0.47088927916247897;1.4115584637446354;0.6424326625570851;-0.2990996993897247;0.2097297414513792;-0.1716575412559012;-0.0858471228243993
61.0;0.835260313848894;-0.5159051606576663;0.47605937367012197;1.4327049961239497;0.6859085305584173;-0.2980806866165333;0.21169457160371324;-0.18337954800711007;-0.08922727459626412
62.0;0.8536840010105042;-0.5209545845764924;0.481811424561303;1.4564891515454086;0.6723379733220616;-0.3038217405360693;0.2154679294266025;-0.17462662888212532;-0.09026819899861785
63.0;0.8703036911109788;-0.5275859444114629;0.49957157504729205;1.478509563037244;0.6706596702099639;-0.3045308229571081;0.21901189827649764;-0.1708324976689039;-0.09330832544512171
64.0;0.8803070239888573;-0.5338627892341462;0.5047190884173814;1.4996408610412537;0.714200564661104;-0.30348168421984034;0.22095573092705043;-0.1825765065199257;-0.09669520704408635
65.0;0.8967658660546605;-0.5464020024999868;0.5107298673213244;1.5209047331649326;0.7571755793721057;-0.31893483556346314;0.2247037871410167;-0.17863946760154428;-0.10069897172483794
66.0;0.906743100695206;-0.5526535299118915;0.515827630113298;1.5420189388277041;0.8007894308199992;-0.31785189673608133;0.22664914425939567;-0.19042826890046774;-0.1041041234859001
