x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-3.404e+00	3.374e+01	3.708e+01	3.708e+01	3.708e+01
0	1	nan	4.390e+01	4.482e+01	4.482e+01	4.944e+01
0	2	nan	4.377e+01	5.680e+01	6.116e+01	7.778e+01
0	3	nan	8.423e+01	8.423e+01	8.423e+01	8.423e+01
0	4	nan	4.566e+01	7.400e+01	7.400e+01	7.400e+01
0	5	nan	4.608e+01	7.043e+01	7.559e+01	7.559e+01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	8.506e+01
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	4.860e+01
1	1	nan	nan	7.856e+01	9.196e+01	9.196e+01
1	2	nan	8.932e+01	9.578e+01	9.905e+01	1.824e+02
1	3	nan	8.754e+01	9.467e+01	9.946e+01	1.041e+02
1	4	nan	9.443e+01	1.128e+02	1.128e+02	1.128e+02
1	5	nan	9.531e+01	9.603e+01	9.603e+01	1.092e+02
1	6	nan	8.259e+01	9.581e+01	1.197e+02	1.214e+02
1	7	nan	6.943e+01	7.647e+01	9.084e+01	9.810e+01
1	8	nan	7.120e+01	8.733e+01	9.217e+01	9.217e+01
1	9	nan	8.848e+01	8.848e+01	8.848e+01	9.114e+01
2	0	nan	nan	1.332e+02	1.332e+02	1.332e+02
2	1	nan	1.455e+02	1.455e+02	1.455e+02	1.463e+02
2	2	nan	1.278e+02	1.336e+02	1.465e+02	1.465e+02
2	3	nan	1.311e+02	1.427e+02	1.513e+02	1.721e+02
2	4	nan	1.347e+02	1.406e+02	1.426e+02	1.483e+02
2	5	nan	1.440e+02	1.462e+02	1.462e+02	1.466e+02
2	6	nan	1.367e+02	1.411e+02	1.424e+02	1.455e+02
2	7	nan	1.327e+02	1.327e+02	1.394e+02	1.404e+02
2	8	nan	1.357e+02	1.357e+02	1.440e+02	1.464e+02
2	9	nan	nan	1.382e+02	1.382e+02	1.382e+02
3	0	nan	nan	1.871e+02	1.871e+02	1.871e+02
3	1	nan	1.840e+02	1.840e+02	1.844e+02	1.915e+02
3	2	nan	1.611e+02	1.741e+02	1.789e+02	1.889e+02
3	3	nan	nan	1.832e+02	2.002e+02	2.002e+02
3	4	nan	1.433e+02	1.800e+02	1.846e+02	1.876e+02
3	5	nan	nan	1.870e+02	1.870e+02	1.944e+02
3	6	nan	1.759e+02	1.873e+02	1.903e+02	1.949e+02
3	7	nan	nan	1.860e+02	1.860e+02	1.860e+02
3	8	nan	nan	nan	1.712e+02	1.712e+02
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	2.096e+02
4	1	nan	nan	nan	2.002e+02	2.002e+02
4	2	nan	nan	nan	2.011e+02	2.011e+02
4	3	nan	nan	2.066e+02	2.066e+02	2.226e+02
4	4	nan	2.339e+02	2.339e+02	2.339e+02	2.339e+02
4	5	nan	nan	nan	2.237e+02	2.320e+02
4	6	nan	nan	2.293e+02	2.293e+02	2.293e+02
4	7	nan	1.986e+02	1.986e+02	2.198e+02	2.415e+02
4	8	nan	nan	nan	nan	2.195e+02
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	2.731e+02	2.731e+02
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	2.824e+02
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	2.489e+02
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan
5	9	nan	nan	nan	nan	nan
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	3.167e+02	3.167e+02
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	nan	nan	nan
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	nan	nan	nan
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
