x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-2.325e+00	3.234e+01	7.844e+01	2.043e+02	4.805e+02
0	1	nan	3.919e+01	2.276e+02	2.847e+02	4.640e+02
0	2	nan	6.142e+01	3.306e+02	3.306e+02	4.500e+02
0	3	nan	4.162e+01	2.758e+02	4.222e+02	4.444e+02
0	4	nan	4.303e+01	2.889e+02	4.014e+02	4.286e+02
0	5	nan	5.126e+01	3.986e+02	4.118e+02	4.328e+02
0	6	nan	nan	3.851e+02	4.008e+02	4.129e+02
0	7	nan	7.350e+01	3.905e+02	3.986e+02	4.099e+02
0	8	nan	nan	3.419e+02	3.919e+02	4.013e+02
0	9	nan	9.053e+01	3.263e+02	3.783e+02	3.914e+02
1	0	nan	nan	4.760e+02	4.760e+02	4.831e+02
1	1	nan	6.662e+01	3.686e+02	4.515e+02	4.718e+02
1	2	nan	7.744e+01	4.533e+02	4.533e+02	4.594e+02
1	3	nan	9.023e+01	4.115e+02	4.256e+02	4.400e+02
1	4	nan	9.473e+01	4.263e+02	4.428e+02	4.437e+02
1	5	nan	1.034e+02	3.837e+02	4.103e+02	4.439e+02
1	6	nan	1.036e+02	3.333e+02	4.099e+02	4.194e+02
1	7	nan	9.124e+01	3.557e+02	3.996e+02	4.108e+02
1	8	nan	9.368e+01	3.700e+02	3.901e+02	3.950e+02
1	9	nan	1.099e+02	3.765e+02	3.933e+02	3.976e+02
2	0	nan	nan	4.694e+02	4.815e+02	4.879e+02
2	1	nan	nan	4.312e+02	4.620e+02	4.788e+02
2	2	nan	1.266e+02	4.301e+02	4.569e+02	4.580e+02
2	3	nan	nan	4.117e+02	4.493e+02	4.547e+02
2	4	nan	9.588e+01	3.884e+02	4.360e+02	4.461e+02
2	5	nan	1.276e+02	3.998e+02	4.218e+02	4.302e+02
2	6	nan	1.363e+02	4.097e+02	4.144e+02	4.211e+02
2	7	nan	1.422e+02	3.512e+02	3.980e+02	4.090e+02
2	8	nan	1.385e+02	4.094e+02	4.094e+02	4.094e+02
2	9	nan	1.471e+02	3.822e+02	3.822e+02	4.023e+02
3	0	nan	nan	4.730e+02	4.829e+02	4.993e+02
3	1	nan	nan	4.549e+02	4.767e+02	4.853e+02
3	2	nan	nan	4.199e+02	4.651e+02	4.703e+02
3	3	nan	nan	4.313e+02	4.423e+02	4.578e+02
3	4	nan	nan	4.356e+02	4.376e+02	4.402e+02
3	5	nan	1.790e+02	4.089e+02	4.342e+02	4.343e+02
3	6	nan	1.501e+02	4.072e+02	4.260e+02	4.268e+02
3	7	nan	1.641e+02	3.997e+02	4.066e+02	4.190e+02
3	8	nan	1.698e+02	3.821e+02	3.952e+02	4.096e+02
3	9	nan	2.373e+02	3.786e+02	3.989e+02	4.051e+02
4	0	nan	nan	4.807e+02	4.857e+02	5.033e+02
4	1	nan	nan	4.640e+02	4.640e+02	4.731e+02
4	2	nan	nan	4.434e+02	4.638e+02	4.717e+02
4	3	nan	1.952e+02	4.323e+02	4.529e+02	4.583e+02
4	4	nan	nan	4.391e+02	4.391e+02	4.509e+02
4	5	nan	nan	4.202e+02	4.270e+02	4.406e+02
4	6	nan	nan	4.091e+02	4.233e+02	4.276e+02
4	7	nan	2.406e+02	3.953e+02	4.087e+02	4.215e+02
4	8	nan	nan	3.813e+02	3.996e+02	4.049e+02
4	9	nan	2.524e+02	3.712e+02	3.935e+02	4.040e+02
5	0	nan	nan	4.827e+02	4.932e+02	5.005e+02
5	1	nan	nan	4.662e+02	4.837e+02	4.837e+02
5	2	nan	nan	4.520e+02	4.591e+02	4.744e+02
5	3	nan	nan	4.360e+02	4.386e+02	4.635e+02
5	4	nan	nan	4.332e+02	4.353e+02	4.481e+02
5	5	nan	nan	4.202e+02	4.202e+02	4.396e+02
5	6	nan	2.475e+02	4.022e+02	4.170e+02	4.322e+02
5	7	nan	nan	4.116e+02	4.116e+02	4.270e+02
5	8	nan	nan	3.728e+02	4.154e+02	4.154e+02
5	9	nan	2.847e+02	3.836e+02	4.006e+02	4.061e+02
6	0	nan	nan	4.806e+02	4.941e+02	5.013e+02
6	1	nan	nan	4.566e+02	4.789e+02	4.855e+02
6	2	nan	nan	4.473e+02	4.615e+02	4.817e+02
6	3	nan	nan	4.297e+02	4.627e+02	4.627e+02
6	4	nan	nan	4.282e+02	4.285e+02	4.537e+02
6	5	nan	nan	4.209e+02	4.285e+02	4.457e+02
6	6	nan	3.397e+02	4.120e+02	4.250e+02	4.324e+02
6	7	nan	nan	3.742e+02	4.050e+02	4.281e+02
6	8	nan	nan	3.988e+02	4.135e+02	4.135e+02
6	9	nan	nan	3.836e+02	3.945e+02	4.033e+02
7	0	nan	nan	4.845e+02	4.991e+02	5.092e+02
7	1	nan	nan	4.677e+02	4.748e+02	4.851e+02
7	2	nan	nan	4.536e+02	4.552e+02	4.665e+02
7	3	nan	nan	4.308e+02	4.482e+02	4.594e+02
7	4	nan	nan	4.451e+02	4.479e+02	4.513e+02
7	5	nan	nan	4.174e+02	4.361e+02	4.465e+02
7	6	nan	nan	4.110e+02	4.110e+02	4.282e+02
7	7	nan	3.936e+02	4.018e+02	4.165e+02	4.226e+02
7	8	nan	nan	3.893e+02	4.084e+02	4.159e+02
7	9	nan	3.518e+02	3.846e+02	3.997e+02	4.057e+02
8	0	nan	nan	4.967e+02	4.981e+02	5.025e+02
8	1	nan	nan	4.773e+02	4.773e+02	4.839e+02
8	2	nan	nan	4.577e+02	4.705e+02	4.771e+02
8	3	nan	nan	4.380e+02	4.513e+02	4.617e+02
8	4	nan	nan	4.350e+02	4.536e+02	4.551e+02
8	5	nan	nan	4.313e+02	4.349e+02	4.443e+02
8	6	nan	nan	4.090e+02	4.211e+02	4.355e+02
8	7	nan	nan	4.030e+02	4.221e+02	4.221e+02
8	8	nan	nan	nan	nan	4.184e+02
8	9	nan	nan	nan	3.985e+02	3.985e+02
9	0	nan	4.573e+02	4.855e+02	4.953e+02	5.023e+02
9	1	nan	nan	4.727e+02	4.746e+02	4.843e+02
9	2	nan	nan	4.587e+02	4.640e+02	4.783e+02
9	3	nan	nan	4.565e+02	4.565e+02	4.634e+02
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
