x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-8.470e-01	4.475e+01	5.455e+01	5.455e+01	6.283e+01
0	1	2.595e+01	4.512e+01	6.792e+01	6.792e+01	6.924e+01
0	2	nan	4.499e+01	7.003e+01	7.003e+01	8.513e+01
0	3	nan	5.417e+01	5.417e+01	7.153e+01	8.249e+01
0	4	nan	4.369e+01	7.503e+01	7.503e+01	1.008e+02
0	5	nan	4.998e+01	5.485e+01	7.018e+01	8.924e+01
0	6	nan	nan	6.044e+01	6.763e+01	8.898e+01
0	7	nan	nan	6.707e+01	6.707e+01	7.311e+01
0	8	nan	nan	nan	nan	7.390e+01
0	9	nan	nan	nan	nan	nan
1	0	nan	9.038e+01	9.592e+01	9.592e+01	1.167e+02
1	1	nan	9.663e+01	9.663e+01	1.132e+02	1.155e+02
1	2	nan	9.464e+01	9.557e+01	9.714e+01	1.100e+02
1	3	nan	9.196e+01	1.097e+02	1.100e+02	1.298e+02
1	4	nan	9.529e+01	1.004e+02	1.123e+02	1.192e+02
1	5	nan	9.516e+01	1.085e+02	1.230e+02	1.510e+02
1	6	nan	9.622e+01	1.021e+02	1.152e+02	1.492e+02
1	7	nan	8.953e+01	8.953e+01	1.118e+02	1.317e+02
1	8	nan	8.760e+01	8.760e+01	1.139e+02	1.192e+02
1	9	nan	nan	nan	9.500e+01	1.037e+02
2	0	nan	1.456e+02	1.456e+02	1.456e+02	1.480e+02
2	1	nan	1.434e+02	1.499e+02	1.499e+02	1.656e+02
2	2	nan	1.427e+02	1.451e+02	1.453e+02	1.670e+02
2	3	nan	1.454e+02	1.454e+02	1.454e+02	1.471e+02
2	4	nan	1.580e+02	1.580e+02	1.580e+02	1.687e+02
2	5	nan	1.389e+02	1.453e+02	1.537e+02	1.537e+02
2	6	nan	1.440e+02	1.468e+02	1.480e+02	1.623e+02
2	7	nan	1.440e+02	1.455e+02	1.513e+02	1.688e+02
2	8	nan	1.439e+02	1.439e+02	1.452e+02	1.499e+02
2	9	nan	1.428e+02	1.445e+02	1.448e+02	1.861e+02
3	0	nan	1.900e+02	1.938e+02	1.938e+02	1.942e+02
3	1	nan	1.862e+02	2.010e+02	2.010e+02	2.010e+02
3	2	nan	1.958e+02	1.958e+02	1.958e+02	2.048e+02
3	3	nan	1.901e+02	1.944e+02	1.951e+02	2.153e+02
3	4	nan	1.858e+02	1.919e+02	1.952e+02	2.067e+02
3	5	nan	1.909e+02	1.956e+02	1.967e+02	1.996e+02
3	6	nan	1.928e+02	1.976e+02	1.976e+02	2.242e+02
3	7	nan	1.917e+02	1.943e+02	1.943e+02	1.952e+02
3	8	nan	1.960e+02	1.960e+02	1.986e+02	1.999e+02
3	9	nan	1.880e+02	1.935e+02	1.935e+02	1.946e+02
4	0	nan	1.986e+02	2.358e+02	2.435e+02	2.435e+02
4	1	nan	1.991e+02	2.455e+02	2.455e+02	2.455e+02
4	2	nan	2.448e+02	2.448e+02	2.452e+02	2.458e+02
4	3	nan	2.385e+02	2.444e+02	2.448e+02	2.452e+02
4	4	nan	2.272e+02	2.403e+02	2.445e+02	2.458e+02
4	5	nan	2.445e+02	2.451e+02	2.451e+02	2.456e+02
4	6	nan	2.397e+02	2.458e+02	2.458e+02	2.470e+02
4	7	nan	2.351e+02	2.443e+02	2.452e+02	2.453e+02
4	8	nan	2.297e+02	2.445e+02	2.449e+02	2.449e+02
4	9	nan	2.388e+02	2.440e+02	2.451e+02	2.511e+02
5	0	nan	nan	2.938e+02	2.938e+02	2.938e+02
5	1	nan	2.899e+02	2.949e+02	2.954e+02	2.959e+02
5	2	nan	2.879e+02	2.946e+02	2.946e+02	2.958e+02
5	3	nan	2.910e+02	2.933e+02	2.944e+02	2.944e+02
5	4	nan	2.771e+02	2.947e+02	2.947e+02	2.950e+02
5	5	nan	2.803e+02	2.873e+02	2.937e+02	2.939e+02
5	6	nan	2.795e+02	2.928e+02	2.930e+02	2.950e+02
5	7	nan	2.948e+02	2.948e+02	2.954e+02	2.954e+02
5	8	nan	2.832e+02	2.909e+02	2.949e+02	2.949e+02
5	9	nan	2.481e+02	2.561e+02	2.805e+02	2.873e+02
6	0	nan	nan	3.452e+02	3.452e+02	3.452e+02
6	1	nan	3.412e+02	3.450e+02	3.450e+02	3.450e+02
