x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-1.891e+00	1.048e+02	1.048e+02	1.115e+02	1.202e+02
0	1	nan	6.993e+01	1.324e+02	1.768e+02	2.179e+02
0	2	nan	7.547e+01	1.655e+02	1.655e+02	1.687e+02
0	3	nan	7.986e+01	1.289e+02	1.400e+02	1.627e+02
0	4	nan	8.484e+01	1.465e+02	1.465e+02	1.611e+02
0	5	nan	1.076e+02	1.615e+02	1.615e+02	1.913e+02
0	6	nan	nan	1.047e+02	1.620e+02	1.687e+02
0	7	nan	9.684e+01	1.229e+02	1.229e+02	1.852e+02
0	8	nan	nan	9.996e+01	1.304e+02	1.405e+02
0	9	nan	nan	nan	8.980e+01	1.686e+02
1	0	nan	8.471e+01	1.058e+02	1.182e+02	2.035e+02
1	1	nan	1.814e+02	1.814e+02	2.074e+02	2.429e+02
1	2	nan	1.586e+02	1.586e+02	1.925e+02	3.039e+02
1	3	nan	1.314e+02	1.751e+02	1.966e+02	2.021e+02
1	4	nan	1.111e+02	1.591e+02	1.762e+02	2.136e+02
1	5	nan	1.164e+02	1.495e+02	1.545e+02	2.064e+02
1	6	nan	1.320e+02	1.626e+02	1.626e+02	2.650e+02
1	7	nan	9.858e+01	1.493e+02	1.890e+02	2.690e+02
1	8	nan	1.373e+02	1.375e+02	1.415e+02	2.392e+02
1	9	nan	8.582e+01	1.461e+02	1.461e+02	2.242e+02
2	0	nan	1.399e+02	1.655e+02	1.921e+02	2.828e+02
2	1	nan	1.576e+02	1.657e+02	2.159e+02	2.763e+02
2	2	nan	1.489e+02	2.133e+02	2.544e+02	3.164e+02
2	3	nan	1.570e+02	1.651e+02	2.222e+02	3.143e+02
2	4	nan	1.597e+02	1.787e+02	2.011e+02	2.966e+02
2	5	nan	1.487e+02	1.745e+02	2.166e+02	2.292e+02
2	6	nan	1.665e+02	1.993e+02	2.209e+02	2.714e+02
2	7	nan	1.560e+02	1.850e+02	2.146e+02	2.836e+02
2	8	nan	1.749e+02	1.927e+02	1.979e+02	2.329e+02
2	9	nan	1.615e+02	1.658e+02	2.094e+02	2.346e+02
3	0	nan	1.904e+02	1.906e+02	2.442e+02	2.492e+02
3	1	nan	1.841e+02	2.692e+02	2.757e+02	3.686e+02
3	2	nan	2.377e+02	2.606e+02	2.852e+02	2.936e+02
3	3	nan	1.956e+02	2.065e+02	2.379e+02	2.935e+02
3	4	nan	1.943e+02	2.194e+02	2.194e+02	2.960e+02
3	5	nan	1.955e+02	2.184e+02	2.280e+02	2.507e+02
3	6	nan	2.217e+02	2.379e+02	2.428e+02	2.687e+02
3	7	nan	1.959e+02	2.639e+02	2.869e+02	3.117e+02
3	8	nan	1.931e+02	2.378e+02	2.378e+02	2.544e+02
3	9	nan	1.889e+02	2.190e+02	2.206e+02	2.362e+02
4	0	nan	nan	2.120e+02	2.817e+02	3.553e+02
4	1	nan	2.411e+02	2.814e+02	2.814e+02	3.601e+02
4	2	nan	2.574e+02	2.797e+02	3.128e+02	3.313e+02
4	3	nan	2.448e+02	2.977e+02	2.977e+02	3.034e+02
4	4	nan	2.522e+02	2.654e+02	2.795e+02	3.429e+02
4	5	nan	2.412e+02	2.551e+02	2.670e+02	3.263e+02
4	6	nan	2.476e+02	2.535e+02	2.731e+02	2.911e+02
4	7	nan	2.708e+02	2.750e+02	2.816e+02	3.109e+02
4	8	nan	2.307e+02	2.573e+02	2.860e+02	3.170e+02
4	9	nan	2.370e+02	2.479e+02	2.479e+02	2.526e+02
5	0	nan	2.650e+02	2.771e+02	3.008e+02	3.844e+02
5	1	nan	2.918e+02	3.027e+02	3.254e+02	3.834e+02
5	2	nan	2.867e+02	2.959e+02	3.218e+02	3.723e+02
5	3	nan	2.862e+02	3.152e+02	3.178e+02	3.324e+02
5	4	nan	2.947e+02	3.012e+02	3.277e+02	3.676e+02
5	5	nan	2.884e+02	3.099e+02	3.217e+02	3.460e+02
5	6	nan	2.947e+02	2.947e+02	3.066e+02	3.295e+02
5	7	nan	3.031e+02	3.031e+02	3.035e+02	3.144e+02
5	8	nan	2.863e+02	3.093e+02	3.135e+02	3.251e+02
5	9	nan	2.443e+02	2.787e+02	2.910e+02	3.064e+02
6	0	nan	nan	3.157e+02	3.537e+02	3.855e+02
6	1	nan	3.426e+02	3.461e+02	3.709e+02	4.012e+02
6	2	nan	3.679e+02	3.679e+02	3.779e+02	3.996e+02
6	3	nan	3.302e+02	3.522e+02	3.649e+02	3.701e+02
6	4	nan	3.377e+02	3.493e+02	3.507e+02	3.696e+02
6	5	nan	3.194e+02	3.447e+02	3.629e+02	3.629e+02
6	6	nan	3.057e+02	3.447e+02	3.611e+02	3.611e+02
6	7	nan	nan	3.414e+02	3.414e+02	3.463e+02
6	8	nan	3.263e+02	3.441e+02	3.457e+02	3.457e+02
6	9	nan	nan	nan	3.442e+02	3.503e+02
7	0	nan	nan	3.830e+02	4.000e+02	4.000e+02
7	1	nan	3.863e+02	4.055e+02	4.055e+02	4.252e+02
7	2	nan	3.744e+02	3.955e+02	4.027e+02	4.120e+02
