x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-1.772e+00	3.664e+01	6.282e+01	7.867e+01	8.245e+01
0	1	nan	4.448e+01	1.037e+02	1.037e+02	1.331e+02
0	2	nan	6.724e+01	7.556e+01	1.197e+02	1.512e+02
0	3	nan	7.177e+01	8.995e+01	1.470e+02	1.470e+02
0	4	nan	8.078e+01	1.066e+02	1.066e+02	1.328e+02
0	5	nan	7.390e+01	1.245e+02	1.251e+02	1.631e+02
0	6	nan	6.222e+01	1.063e+02	1.063e+02	1.500e+02
0	7	nan	1.101e+02	1.182e+02	1.624e+02	1.864e+02
0	8	nan	nan	nan	1.056e+02	1.056e+02
0	9	nan	nan	nan	8.449e+01	8.567e+01
1	0	nan	5.900e+01	1.159e+02	1.159e+02	1.265e+02
1	1	nan	9.242e+01	9.951e+01	1.578e+02	1.578e+02
1	2	nan	1.137e+02	1.371e+02	1.524e+02	1.787e+02
1	3	nan	1.188e+02	1.325e+02	1.325e+02	1.490e+02
1	4	nan	9.446e+01	1.170e+02	1.888e+02	1.888e+02
1	5	nan	1.036e+02	1.958e+02	1.958e+02	1.985e+02
1	6	nan	9.584e+01	9.687e+01	1.732e+02	1.740e+02
1	7	nan	1.124e+02	1.665e+02	1.665e+02	1.750e+02
1	8	nan	9.359e+01	9.384e+01	1.384e+02	1.384e+02
1	9	nan	nan	9.036e+01	9.036e+01	1.445e+02
2	0	nan	1.238e+02	1.243e+02	1.379e+02	1.444e+02
2	1	nan	1.439e+02	1.864e+02	1.864e+02	2.216e+02
2	2	nan	1.461e+02	1.461e+02	1.781e+02	2.099e+02
2	3	nan	1.517e+02	1.517e+02	1.893e+02	1.893e+02
2	4	nan	1.397e+02	1.646e+02	2.472e+02	2.472e+02
2	5	nan	1.714e+02	1.714e+02	1.891e+02	1.987e+02
2	6	nan	1.725e+02	1.725e+02	1.777e+02	2.378e+02
