x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	4.781e+00	4.261e+01	4.486e+01	6.927e+01	1.153e+02
0	1	nan	4.495e+01	6.352e+01	1.045e+02	1.450e+02
0	2	3.772e+01	4.628e+01	7.516e+01	8.366e+01	1.454e+02
0	3	nan	5.433e+01	6.514e+01	1.309e+02	1.483e+02
0	4	nan	4.995e+01	8.306e+01	1.026e+02	1.654e+02
0	5	nan	5.741e+01	8.242e+01	1.174e+02	1.711e+02
0	6	nan	nan	7.333e+01	1.037e+02	1.552e+02
0	7	nan	nan	7.774e+01	1.174e+02	1.657e+02
0	8	nan	nan	nan	nan	1.425e+02
0	9	nan	nan	nan	nan	nan
1	0	nan	9.137e+01	9.943e+01	1.026e+02	1.658e+02
1	1	nan	9.573e+01	9.886e+01	1.345e+02	1.922e+02
1	2	nan	9.537e+01	1.101e+02	1.436e+02	2.139e+02
1	3	nan	9.279e+01	1.276e+02	1.508e+02	2.073e+02
1	4	nan	9.476e+01	1.370e+02	1.895e+02	2.063e+02
1	5	nan	1.068e+02	1.341e+02	1.376e+02	1.929e+02
1	6	nan	9.570e+01	1.357e+02	1.605e+02	1.852e+02
1	7	nan	1.073e+02	1.351e+02	1.640e+02	2.146e+02
1	8	nan	8.776e+01	9.608e+01	1.419e+02	1.947e+02
1	9	nan	9.062e+01	9.062e+01	1.409e+02	1.624e+02
2	0	nan	1.396e+02	1.451e+02	1.451e+02	2.292e+02
2	1	nan	1.429e+02	1.567e+02	1.945e+02	2.680e+02
2	2	nan	1.433e+02	1.452e+02	1.820e+02	2.448e+02
2	3	nan	1.431e+02	1.512e+02	2.104e+02	2.463e+02
2	4	nan	1.636e+02	1.637e+02	1.979e+02	2.274e+02
2	5	nan	1.451e+02	1.709e+02	1.931e+02	2.469e+02
2	6	nan	1.441e+02	1.640e+02	2.026e+02	2.446e+02
2	7	nan	1.457e+02	1.846e+02	1.846e+02	2.377e+02
2	8	nan	1.425e+02	1.747e+02	2.135e+02	2.282e+02
2	9	nan	1.452e+02	1.452e+02	1.634e+02	2.243e+02
3	0	nan	1.795e+02	1.795e+02	2.057e+02	2.745e+02
3	1	nan	1.868e+02	1.938e+02	2.154e+02	2.824e+02
3	2	nan	1.879e+02	2.000e+02	2.252e+02	2.778e+02
3	3	nan	1.941e+02	1.950e+02	2.318e+02	2.696e+02
3	4	nan	1.943e+02	2.145e+02	2.286e+02	2.808e+02
3	5	nan	1.931e+02	1.984e+02	2.248e+02	2.620e+02
3	6	nan	1.948e+02	1.973e+02	2.549e+02	2.759e+02
3	7	nan	1.948e+02	1.973e+02	2.222e+02	2.572e+02
3	8	nan	1.948e+02	2.135e+02	2.159e+02	2.357e+02
3	9	nan	1.949e+02	1.949e+02	2.298e+02	2.298e+02
4	0	nan	2.411e+02	2.411e+02	2.568e+02	3.030e+02
4	1	nan	2.304e+02	2.452e+02	2.460e+02	3.121e+02
4	2	nan	2.441e+02	2.518e+02	2.805e+02	3.126e+02
4	3	nan	2.417e+02	2.417e+02	2.674e+02	3.015e+02
4	4	nan	2.427e+02	2.427e+02	2.450e+02	2.884e+02
4	5	nan	2.375e+02	2.425e+02	2.454e+02	2.709e+02
4	6	nan	2.445e+02	2.454e+02	2.529e+02	2.798e+02
4	7	nan	2.347e+02	2.622e+02	2.789e+02	2.789e+02
4	8	nan	2.364e+02	2.386e+02	2.451e+02	2.654e+02
4	9	nan	2.450e+02	2.459e+02	2.459e+02	2.668e+02
5	0	nan	2.784e+02	2.893e+02	2.893e+02	3.093e+02
5	1	nan	2.941e+02	2.941e+02	2.956e+02	3.377e+02
5	2	nan	2.893e+02	2.934e+02	2.947e+02	3.221e+02
5	3	nan	2.910e+02	2.920e+02	2.921e+02	3.249e+02
5	4	nan	2.864e+02	2.912e+02	2.945e+02	3.277e+02
5	5	nan	2.948e+02	2.948e+02	2.948e+02	3.275e+02
5	6	nan	2.863e+02	2.903e+02	2.949e+02	2.949e+02
5	7	nan	2.948e+02	2.955e+02	2.955e+02	3.133e+02
5	8	nan	2.809e+02	2.912e+02	2.927e+02	3.121e+02
5	9	nan	2.496e+02	2.808e+02	2.824e+02	2.943e+02
6	0	nan	nan	3.392e+02	3.454e+02	3.622e+02
6	1	nan	3.456e+02	3.457e+02	3.457e+02	3.457e+02
6	2	nan	3.417e+02	3.447e+02	3.454e+02	3.460e+02
6	3	nan	3.422e+02	3.422e+02	3.449e+02	3.451e+02
6	4	nan	3.140e+02	3.416e+02	3.420e+02	3.427e+02
6	5	nan	3.068e+02	3.401e+02	3.401e+02	3.443e+02
6	6	nan	3.091e+02	3.428e+02	3.445e+02	3.445e+02
6	7	nan	3.094e+02	3.239e+02	3.375e+02	3.381e+02
6	8	nan	3.088e+02	3.407e+02	3.407e+02	3.437e+02
6	9	nan	nan	nan	nan	2.968e+02
7	0	nan	nan	3.938e+02	3.938e+02	3.951e+02
7	1	nan	3.904e+02	3.920e+02	3.955e+02	3.955e+02
7	2	nan	3.800e+02	3.925e+02	3.925e+02	3.954e+02
7	3	nan	3.727e+02	3.860e+02	3.860e+02	3.949e+02
7	4	nan	nan	3.796e+02	3.796e+02	3.796e+02
7	5	nan	nan	3.518e+02	3.619e+02	3.619e+02
7	6	nan	nan	nan	3.460e+02	3.717e+02
7	7	nan	nan	3.487e+02	3.487e+02	3.487e+02
7	8	nan	nan	nan	nan	3.476e+02
7	9	nan	nan	nan	nan	nan
8	0	nan	nan	4.385e+02	4.419e+02	4.423e+02
8	1	nan	4.020e+02	4.186e+02	4.194e+02	4.315e+02
8	2	nan	nan	4.150e+02	4.159e+02	4.239e+02
8	3	nan	nan	nan	4.008e+02	4.049e+02
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
