x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	8.750e-02	5.638e-12	1.583e-01	-6.047e-12	2.292e-01	2.840e-07	3.583e-01	-4.356e-04	4.208e-01	3.737e-04
0	1	nan	nan	-7.667e-01	1.466e-05	2.583e-01	1.969e-03	2.583e-01	2.941e-03	3.958e-01	4.611e-03
0	2	nan	nan	-7.542e-01	0.000e+00	2.667e-01	2.941e-03	2.792e-01	2.168e-03	3.958e-01	1.316e-03
0	3	nan	nan	-7.333e-01	6.895e-04	2.417e-01	2.840e-07	2.667e-01	1.429e-07	3.833e-01	1.215e-03
0	4	nan	nan	-7.292e-01	0.000e+00	2.708e-01	2.840e-07	3.000e-01	1.033e-03	4.000e-01	2.190e-03
0	5	nan	nan	-7.250e-01	0.000e+00	2.708e-01	2.840e-07	2.958e-01	1.429e-07	3.083e-01	2.328e-03
0	6	nan	nan	-7.083e-01	8.519e-04	2.083e-01	1.767e-06	3.167e-01	1.351e-03	3.250e-01	1.248e-03
0	7	nan	nan	-4.917e-01	0.000e+00	2.833e-01	3.404e-03	3.250e-01	1.126e-03	3.417e-01	1.429e-07
0	8	nan	nan	-7.083e-01	0.000e+00	3.125e-01	2.039e-03	3.417e-01	1.378e-03	3.417e-01	1.378e-03
0	9	2.708e-01	2.500e-01	3.542e-01	3.447e-05	4.583e-01	1.369e-01	4.625e-01	1.239e-01	5.000e-01	2.500e-01
1	0	nan	nan	-8.333e-01	2.345e-03	2.292e-01	2.840e-07	2.292e-01	2.840e-07	2.708e-01	8.046e-05
1	1	nan	nan	nan	nan	2.292e-01	8.365e-04	2.542e-01	3.239e-03	3.042e-01	1.027e-03
1	2	nan	nan	nan	nan	2.667e-01	4.459e-03	2.792e-01	4.459e-03	4.042e-01	1.215e-03
1	3	nan	nan	nan	nan	2.417e-01	4.459e-03	2.667e-01	2.165e-03	3.958e-01	1.115e-03
1	4	nan	nan	nan	nan	2.708e-01	2.840e-07	2.958e-01	1.429e-07	3.958e-01	1.138e-03
1	5	nan	nan	-7.250e-01	1.619e-03	2.708e-01	3.220e-07	3.042e-01	2.101e-03	3.958e-01	1.138e-03
1	6	nan	nan	nan	nan	2.708e-01	3.220e-07	3.042e-01	1.429e-07	3.958e-01	1.114e-03
1	7	nan	nan	nan	nan	2.583e-01	2.840e-07	3.083e-01	1.429e-07	3.958e-01	1.110e-03
1	8	nan	nan	-7.083e-01	3.750e-01	3.125e-01	2.840e-07	3.292e-01	1.429e-07	3.833e-01	1.130e-03
1	9	2.708e-01	2.500e-01	4.583e-01	3.750e-01	4.792e-01	2.500e-01	5.000e-01	2.500e-01	5.000e-01	2.500e-01
2	0	nan	nan	-1.000e+00	0.000e+00	2.292e-01	2.840e-07	2.292e-01	2.840e-07	2.708e-01	8.046e-05
2	1	nan	nan	nan	nan	2.292e-01	8.365e-04	2.292e-01	8.365e-04	2.708e-01	8.046e-05
2	2	nan	nan	nan	nan	2.292e-01	3.239e-03	2.667e-01	1.429e-07	3.958e-01	1.115e-03
2	3	nan	nan	nan	nan	2.292e-01	4.459e-03	2.667e-01	1.429e-07	3.917e-01	1.115e-03
2	4	nan	nan	nan	nan	2.708e-01	2.840e-07	2.708e-01	1.429e-07	3.958e-01	1.138e-03
2	5	nan	nan	nan	nan	2.625e-01	1.429e-07	2.625e-01	1.429e-07	3.750e-01	1.064e-03
2	6	nan	nan	nan	nan	2.583e-01	7.311e-06	2.583e-01	7.311e-06	3.958e-01	1.114e-03
2	7	nan	nan	nan	nan	2.125e-01	9.304e-05	2.167e-01	1.429e-07	2.708e-01	1.429e-07
2	8	nan	nan	-7.083e-01	0.000e+00	2.208e-01	9.304e-05	2.500e-01	1.429e-07	3.750e-01	1.076e-03
2	9	2.708e-01	2.500e-01	5.208e-01	2.500e-01	5.625e-01	2.500e-01	5.625e-01	2.500e-01	5.625e-01	2.500e-01
3	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	8	nan	nan	nan	nan	nan	nan	nan	nan	-7.083e-01	0.000e+00
3	9	nan	nan	5.417e-01	2.500e-01	5.625e-01	2.500e-01	6.250e-01	2.500e-01	6.250e-01	2.500e-01
4	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
