x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-3.404e+00	3.375e+01	3.945e+01	3.945e+01	3.945e+01
0	1	nan	4.376e+01	4.376e+01	4.733e+01	4.733e+01
0	2	nan	4.541e+01	4.621e+01	6.682e+01	6.797e+01
0	3	nan	5.315e+01	5.774e+01	6.298e+01	7.717e+01
0	4	nan	5.281e+01	5.281e+01	5.281e+01	6.275e+01
0	5	nan	4.608e+01	5.276e+01	8.593e+01	8.593e+01
0	6	nan	nan	nan	6.451e+01	6.451e+01
0	7	nan	nan	nan	nan	6.586e+01
0	8	nan	nan	nan	8.493e+01	8.493e+01
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	4.946e+01	4.946e+01	4.946e+01
1	1	nan	5.002e+01	5.002e+01	7.223e+01	9.568e+01
1	2	nan	9.338e+01	9.338e+01	9.404e+01	9.581e+01
1	3	nan	9.006e+01	9.006e+01	9.629e+01	9.629e+01
1	4	nan	9.588e+01	9.588e+01	9.616e+01	1.027e+02
1	5	nan	9.531e+01	1.069e+02	1.069e+02	1.234e+02
1	6	nan	9.341e+01	9.341e+01	9.541e+01	1.022e+02
1	7	nan	9.050e+01	9.050e+01	9.485e+01	9.485e+01
1	8	nan	8.070e+01	8.922e+01	8.922e+01	1.591e+02
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	1.051e+02	1.456e+02
2	1	nan	nan	1.410e+02	1.410e+02	1.410e+02
2	2	nan	nan	nan	1.322e+02	1.340e+02
2	3	nan	1.080e+02	1.439e+02	1.453e+02	1.453e+02
2	4	nan	1.338e+02	1.408e+02	1.474e+02	1.474e+02
2	5	nan	1.440e+02	1.440e+02	1.441e+02	1.455e+02
2	6	nan	1.439e+02	1.457e+02	1.457e+02	1.518e+02
2	7	nan	1.320e+02	1.341e+02	1.385e+02	1.456e+02
2	8	nan	1.338e+02	1.401e+02	1.401e+02	1.428e+02
2	9	nan	nan	9.996e+01	1.452e+02	1.452e+02
3	0	nan	nan	nan	1.801e+02	1.801e+02
3	1	nan	nan	nan	nan	1.840e+02
3	2	nan	nan	nan	1.834e+02	1.924e+02
3	3	nan	nan	1.818e+02	1.957e+02	1.957e+02
3	4	nan	1.678e+02	1.959e+02	1.959e+02	1.959e+02
3	5	nan	1.445e+02	1.948e+02	1.948e+02	1.948e+02
3	6	nan	1.576e+02	1.874e+02	1.874e+02	1.939e+02
3	7	nan	nan	1.787e+02	1.787e+02	1.927e+02
3	8	nan	1.849e+02	1.849e+02	1.860e+02	1.866e+02
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	2.148e+02
4	2	nan	nan	nan	nan	nan
4	3	nan	2.130e+02	2.215e+02	2.470e+02	2.470e+02
4	4	nan	nan	nan	2.118e+02	2.118e+02
4	5	nan	nan	2.243e+02	2.243e+02	2.264e+02
4	6	nan	nan	2.100e+02	2.224e+02	2.345e+02
4	7	nan	2.097e+02	2.097e+02	2.258e+02	2.259e+02
4	8	nan	nan	nan	nan	2.030e+02
4	9	nan	nan	nan	2.274e+02	2.274e+02
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	2.568e+02	2.568e+02	2.696e+02
5	2	nan	nan	2.487e+02	2.897e+02	2.897e+02
5	3	nan	nan	nan	nan	2.702e+02
5	4	nan	nan	nan	2.500e+02	2.500e+02
5	5	nan	nan	nan	2.555e+02	2.555e+02
5	6	nan	nan	2.797e+02	2.797e+02	2.797e+02
5	7	nan	2.699e+02	2.699e+02	2.699e+02	2.699e+02
5	8	nan	nan	nan	nan	nan
5	9	nan	nan	nan	nan	nan
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	3.167e+02	3.167e+02	3.167e+02
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	2.983e+02
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	nan	nan	nan
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	3.566e+02
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	nan	nan	nan
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
