n.evals.q.1.0.	nav.lives._.me.hebbian.neuron.best.quality.increase	nav.lives._.me.hebbian.neuron.best.quality.increase.min	nav.lives._.me.hebbian.neuron.best.quality.increase.max	nav.lives._.me.freeForm.best.quality.increase	nav.lives._.me.freeForm.best.quality.increase.min	nav.lives._.me.freeForm.best.quality.increase.max
3.610e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.620e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.630e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.640e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.650e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.660e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.670e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.680e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.690e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.700e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.710e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.426e-01	5.318e-01
3.720e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	2.306e-01	5.318e-01
3.730e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	2.306e-01	5.318e-01
3.740e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.307e-01	5.318e-01
3.750e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.307e-01	5.318e-01
3.760e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.307e-01	5.318e-01
3.770e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.307e-01	5.318e-01
3.780e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.307e-01	5.318e-01
3.790e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.307e-01	5.318e-01
3.800e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.307e-01	5.318e-01
3.810e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	2.812e-01	5.318e-01
3.820e+04	6.533e-01	6.422e-01	6.994e-01	3.569e-01	1.908e-01	5.318e-01
3.830e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.908e-01	5.318e-01
3.840e+04	6.683e-01	6.533e-01	6.994e-01	4.552e-01	3.569e-01	5.318e-01
3.850e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.121e-01	5.318e-01
3.860e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.870e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.880e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.890e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.900e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.910e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.920e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.930e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.940e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.950e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.960e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.970e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	1.148e-01	5.318e-01
3.980e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	6.275e-02	5.318e-01
3.990e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	6.275e-02	5.318e-01
4.000e+04	6.683e-01	6.533e-01	6.994e-01	3.569e-01	2.077e-01	5.318e-01
