n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.increase	xor._.me.hebbian.network.best.quality.increase.min	xor._.me.hebbian.network.best.quality.increase.max	xor._.me.hebbian.layer.best.quality.increase	xor._.me.hebbian.layer.best.quality.increase.min	xor._.me.hebbian.layer.best.quality.increase.max	xor._.me.hebbian.neuron.best.quality.increase	xor._.me.hebbian.neuron.best.quality.increase.min	xor._.me.hebbian.neuron.best.quality.increase.max	xor._.me.hebbian.synapse.best.quality.increase	xor._.me.hebbian.synapse.best.quality.increase.min	xor._.me.hebbian.synapse.best.quality.increase.max	xor._.me.freeForm.best.quality.increase	xor._.me.freeForm.best.quality.increase.min	xor._.me.freeForm.best.quality.increase.max
1.000e+02	1.638e-01	8.443e-02	4.851e-01	4.524e-01	3.192e-01	4.904e-01	4.229e-01	2.934e-01	4.615e-01	5.007e-01	3.897e-01	5.805e-01	2.251e-01	1.422e-01	3.494e-01
2.000e+02	9.958e-02	6.150e-02	3.523e-01	4.180e-01	3.437e-01	4.718e-01	5.101e-01	3.594e-01	7.334e-01	5.542e-01	3.897e-01	6.351e-01	1.556e-01	7.460e-02	2.873e-01
3.000e+02	8.111e-02	5.093e-02	1.080e-01	3.747e-01	1.759e-01	4.689e-01	5.101e-01	3.340e-01	7.334e-01	5.656e-01	3.461e-01	7.508e-01	2.351e-01	7.459e-02	4.036e-01
4.000e+02	8.111e-02	5.093e-02	1.080e-01	3.747e-01	1.759e-01	4.689e-01	4.799e-01	3.340e-01	6.075e-01	5.293e-01	1.877e-01	7.508e-01	2.750e-01	7.459e-02	3.494e-01
5.000e+02	8.111e-02	5.093e-02	1.080e-01	3.437e-01	9.125e-02	4.536e-01	4.299e-01	3.177e-01	4.919e-01	5.182e-01	2.934e-01	7.832e-01	2.432e-01	7.466e-02	4.036e-01
6.000e+02	8.111e-02	5.093e-02	1.080e-01	2.585e-01	5.205e-02	4.180e-01	4.298e-01	3.218e-01	4.901e-01	5.419e-01	4.045e-01	7.832e-01	2.750e-01	7.466e-02	4.856e-01
7.000e+02	8.111e-02	5.093e-02	1.080e-01	2.017e-01	5.205e-02	4.024e-01	4.259e-01	3.218e-01	4.901e-01	6.146e-01	4.795e-01	7.832e-01	2.873e-01	7.466e-02	5.117e-01
8.000e+02	8.111e-02	5.093e-02	1.080e-01	2.017e-01	8.628e-02	3.747e-01	4.259e-01	3.001e-01	4.846e-01	6.146e-01	4.045e-01	7.832e-01	2.747e-01	7.466e-02	5.117e-01
9.000e+02	8.111e-02	5.093e-02	1.080e-01	1.274e-01	4.146e-02	3.473e-01	4.259e-01	2.928e-01	4.818e-01	6.146e-01	4.045e-01	7.744e-01	2.432e-01	6.837e-02	4.856e-01
1.000e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	3.910e-02	3.437e-01	4.128e-01	3.001e-01	4.818e-01	5.732e-01	3.888e-01	7.390e-01	2.873e-01	5.424e-02	4.751e-01
1.100e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	3.910e-02	3.039e-01	4.128e-01	3.001e-01	4.799e-01	6.146e-01	3.888e-01	7.744e-01	2.873e-01	5.424e-02	5.117e-01
1.200e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	3.910e-02	2.671e-01	3.923e-01	2.928e-01	4.764e-01	5.732e-01	3.828e-01	6.960e-01	2.747e-01	5.424e-02	5.550e-01
1.300e+03	8.111e-02	5.093e-02	1.080e-01	1.207e-01	3.910e-02	3.014e-01	3.773e-01	2.886e-01	4.764e-01	5.616e-01	3.828e-01	6.861e-01	3.494e-01	5.424e-02	5.550e-01
1.400e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	2.220e-02	2.671e-01	3.703e-01	2.866e-01	4.764e-01	5.498e-01	3.888e-01	6.861e-01	4.252e-01	7.299e-02	5.550e-01
1.500e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	2.220e-02	2.671e-01	3.517e-01	2.711e-01	4.764e-01	5.498e-01	4.165e-01	6.802e-01	4.252e-01	7.299e-02	5.942e-01
1.600e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	2.220e-02	2.671e-01	3.517e-01	2.711e-01	4.764e-01	5.419e-01	4.165e-01	6.715e-01	4.295e-01	7.503e-02	6.010e-01
1.700e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	2.220e-02	2.671e-01	3.517e-01	2.711e-01	4.764e-01	5.293e-01	4.193e-01	6.489e-01	4.507e-01	1.619e-01	6.010e-01
1.800e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	2.220e-02	2.671e-01	3.262e-01	2.630e-01	4.764e-01	4.922e-01	4.165e-01	5.983e-01	4.751e-01	1.619e-01	5.947e-01
1.900e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	2.220e-02	2.671e-01	3.262e-01	2.547e-01	4.764e-01	4.922e-01	3.888e-01	5.837e-01	4.751e-01	1.619e-01	5.942e-01
2.000e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	2.220e-02	2.671e-01	3.262e-01	2.547e-01	4.764e-01	4.709e-01	3.888e-01	5.732e-01	4.507e-01	7.503e-02	5.942e-01
2.100e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	3.872e-02	2.648e-01	3.187e-01	2.466e-01	4.764e-01	4.925e-01	4.165e-01	5.837e-01	4.295e-01	8.565e-02	5.771e-01
2.200e+03	8.111e-02	5.093e-02	1.080e-01	1.149e-01	3.872e-02	2.648e-01	3.187e-01	2.466e-01	4.764e-01	4.925e-01	4.165e-01	5.837e-01	4.252e-01	7.503e-02	5.771e-01
2.300e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	3.872e-02	2.648e-01	3.187e-01	2.466e-01	4.764e-01	4.925e-01	4.165e-01	5.837e-01	4.206e-01	7.299e-02	5.771e-01
2.400e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	3.872e-02	2.648e-01	3.187e-01	2.466e-01	4.764e-01	4.905e-01	3.828e-01	5.732e-01	3.523e-01	7.299e-02	5.372e-01
2.500e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	3.872e-02	2.648e-01	3.187e-01	2.466e-01	4.764e-01	4.905e-01	3.828e-01	5.732e-01	3.494e-01	7.299e-02	4.763e-01
2.600e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	3.872e-02	2.671e-01	3.187e-01	2.466e-01	4.764e-01	4.905e-01	3.828e-01	5.732e-01	3.494e-01	7.299e-02	4.763e-01
2.700e+03	8.111e-02	5.093e-02	1.080e-01	9.392e-02	3.872e-02	2.671e-01	3.187e-01	2.466e-01	4.764e-01	4.922e-01	3.828e-01	5.837e-01	3.260e-01	7.299e-02	4.751e-01
2.800e+03	8.111e-02	5.093e-02	1.080e-01	9.392e-02	3.872e-02	2.513e-01	2.928e-01	2.465e-01	4.764e-01	4.922e-01	3.828e-01	5.837e-01	1.649e-01	3.998e-02	4.507e-01
2.900e+03	8.111e-02	5.093e-02	1.080e-01	9.392e-02	3.910e-02	2.513e-01	2.928e-01	2.465e-01	4.764e-01	4.922e-01	3.828e-01	5.837e-01	1.951e-01	3.998e-02	4.507e-01
3.000e+03	8.111e-02	5.093e-02	1.080e-01	9.392e-02	3.910e-02	2.513e-01	2.928e-01	2.465e-01	4.764e-01	4.905e-01	3.807e-01	5.732e-01	1.951e-01	3.998e-02	4.413e-01
3.100e+03	8.111e-02	5.093e-02	1.080e-01	9.392e-02	3.910e-02	2.513e-01	2.928e-01	2.465e-01	4.764e-01	4.905e-01	3.807e-01	5.732e-01	2.396e-01	3.998e-02	4.507e-01
3.200e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	4.146e-02	2.513e-01	2.928e-01	2.465e-01	4.764e-01	4.905e-01	3.807e-01	5.732e-01	2.396e-01	3.998e-02	4.507e-01
3.300e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.671e-01	2.928e-01	2.465e-01	4.764e-01	4.905e-01	3.807e-01	5.732e-01	1.951e-01	3.998e-02	4.364e-01
3.400e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.682e-01	2.928e-01	2.465e-01	4.764e-01	4.905e-01	3.807e-01	5.732e-01	2.396e-01	4.089e-02	4.413e-01
3.500e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.682e-01	2.928e-01	2.465e-01	4.764e-01	4.905e-01	3.807e-01	5.732e-01	2.598e-01	4.089e-02	4.507e-01
3.600e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.682e-01	2.928e-01	2.465e-01	4.764e-01	4.709e-01	3.807e-01	5.498e-01	2.357e-01	3.998e-02	4.413e-01
3.700e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.671e-01	2.886e-01	2.417e-01	4.764e-01	4.709e-01	3.807e-01	5.498e-01	2.357e-01	3.998e-02	4.295e-01
3.800e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.671e-01	2.886e-01	2.417e-01	4.764e-01	4.709e-01	3.807e-01	5.498e-01	2.094e-01	3.998e-02	4.413e-01
3.900e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.671e-01	2.886e-01	2.417e-01	4.764e-01	4.709e-01	3.807e-01	5.498e-01	2.094e-01	3.998e-02	4.413e-01
4.000e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.671e-01	2.886e-01	2.417e-01	4.764e-01	4.709e-01	3.807e-01	5.498e-01	2.094e-01	3.998e-02	4.413e-01
4.100e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.671e-01	2.886e-01	2.417e-01	4.764e-01	4.519e-01	3.651e-01	5.419e-01	2.094e-01	3.998e-02	4.413e-01
4.200e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.671e-01	2.886e-01	2.417e-01	4.764e-01	4.519e-01	3.651e-01	5.419e-01	2.094e-01	3.998e-02	4.413e-01
4.300e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	4.146e-02	2.587e-01	2.886e-01	2.417e-01	4.764e-01	4.433e-01	3.608e-01	5.419e-01	2.094e-01	3.998e-02	4.507e-01
4.400e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	4.146e-02	2.587e-01	2.886e-01	2.417e-01	4.764e-01	4.433e-01	3.608e-01	5.419e-01	2.094e-01	3.998e-02	4.507e-01
4.500e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	4.146e-02	2.587e-01	2.886e-01	2.417e-01	4.764e-01	4.433e-01	3.608e-01	5.419e-01	2.094e-01	3.998e-02	4.507e-01
4.600e+03	8.111e-02	5.093e-02	1.080e-01	1.069e-01	4.146e-02	2.587e-01	2.886e-01	2.417e-01	4.764e-01	4.433e-01	3.608e-01	5.419e-01	2.748e-01	4.089e-02	4.834e-01
4.700e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.587e-01	2.886e-01	2.417e-01	4.764e-01	4.433e-01	3.608e-01	5.419e-01	2.886e-01	8.565e-02	5.251e-01
4.800e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.587e-01	2.886e-01	2.230e-01	4.764e-01	4.334e-01	3.598e-01	5.293e-01	2.886e-01	8.565e-02	5.251e-01
4.900e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	3.910e-02	2.587e-01	2.886e-01	2.230e-01	4.764e-01	4.334e-01	3.598e-01	5.293e-01	2.886e-01	8.565e-02	5.251e-01
5.000e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	3.910e-02	2.587e-01	2.886e-01	2.230e-01	4.764e-01	4.334e-01	3.598e-01	5.293e-01	2.929e-01	8.565e-02	5.771e-01
5.100e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	3.910e-02	2.587e-01	2.886e-01	2.230e-01	4.764e-01	4.334e-01	3.598e-01	5.293e-01	2.929e-01	8.565e-02	5.771e-01
5.200e+03	8.111e-02	5.093e-02	1.080e-01	1.116e-01	4.146e-02	2.587e-01	2.886e-01	2.230e-01	4.764e-01	4.176e-01	3.598e-01	5.013e-01	2.929e-01	8.565e-02	5.771e-01
