n.evals.q.1.0.	train._.me.hebbian.network.best.quality.consistency	train._.me.hebbian.network.best.quality.consistency.min	train._.me.hebbian.network.best.quality.consistency.max	train._.me.hebbian.layer.best.quality.consistency	train._.me.hebbian.layer.best.quality.consistency.min	train._.me.hebbian.layer.best.quality.consistency.max	train._.me.hebbian.neuron.best.quality.consistency	train._.me.hebbian.neuron.best.quality.consistency.min	train._.me.hebbian.neuron.best.quality.consistency.max	train._.me.hebbian.synapse.best.quality.consistency	train._.me.hebbian.synapse.best.quality.consistency.min	train._.me.hebbian.synapse.best.quality.consistency.max	train._.me.freeForm.best.quality.consistency	train._.me.freeForm.best.quality.consistency.min	train._.me.freeForm.best.quality.consistency.max
6.080e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.090e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.100e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.110e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.120e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.130e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.140e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.150e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.160e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.170e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.180e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	1.310e+01
6.190e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.200e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.210e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.220e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.279e-03
6.230e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.279e-03
6.240e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.279e-03
6.250e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.279e-03
6.260e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.279e-03
6.270e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.279e-03
6.280e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.279e-03
6.290e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.300e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.310e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.320e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.330e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.340e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.350e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.360e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.370e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.380e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.390e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.400e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	9.455e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.410e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.420e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.430e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.440e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.450e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.460e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.470e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	1.279e-03
6.480e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.490e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.500e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	4.481e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.510e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.520e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.530e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.540e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.550e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.560e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.570e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.580e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.590e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.600e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.610e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.620e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.630e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.640e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.650e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.660e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.670e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.680e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.690e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.700e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	1.947e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.710e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.720e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.730e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.740e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.750e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.760e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.770e+04	9.933e+01	5.977e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.780e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.790e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.800e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.810e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.820e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.830e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.840e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.850e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.860e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.870e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.880e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.890e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.900e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.910e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.920e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.930e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.940e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.950e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.960e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.970e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.980e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	7.895e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
6.990e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.000e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.010e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.020e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.030e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.040e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.050e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.060e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.070e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.080e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.090e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.100e+04	9.933e+01	6.185e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.061e+00	0.000e+00	0.000e+00	9.701e-06
7.110e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.660e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.120e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.130e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.140e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.150e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.160e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.170e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.055e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.180e+04	9.933e+01	2.941e+01	1.306e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.034e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.190e+04	9.933e+01	2.941e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.034e+01	2.628e+01	1.695e+00	9.667e-01	1.920e+00	0.000e+00	0.000e+00	9.701e-06
7.200e+04	9.933e+01	2.941e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.297e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.210e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	2.297e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.220e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	2.297e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.230e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	2.297e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.240e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.250e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.260e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.270e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.280e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
