n.evals.q.1.0.	train._.me.hebbian.network.best.quality.consistency	train._.me.hebbian.network.best.quality.consistency.min	train._.me.hebbian.network.best.quality.consistency.max	train._.me.hebbian.layer.best.quality.consistency	train._.me.hebbian.layer.best.quality.consistency.min	train._.me.hebbian.layer.best.quality.consistency.max	train._.me.hebbian.neuron.best.quality.consistency	train._.me.hebbian.neuron.best.quality.consistency.min	train._.me.hebbian.neuron.best.quality.consistency.max	train._.me.hebbian.synapse.best.quality.consistency	train._.me.hebbian.synapse.best.quality.consistency.min	train._.me.hebbian.synapse.best.quality.consistency.max	train._.me.freeForm.best.quality.consistency	train._.me.freeForm.best.quality.consistency.min	train._.me.freeForm.best.quality.consistency.max
4.870e+04	8.660e+01	4.146e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	2.209e+01	1.034e+01	2.668e+01	1.659e+00	5.123e-01	2.084e+00	1.279e-03	0.000e+00	1.310e+01
4.880e+04	8.660e+01	4.146e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	2.209e+01	1.034e+01	2.668e+01	1.659e+00	5.123e-01	2.084e+00	1.279e-03	0.000e+00	1.310e+01
4.890e+04	8.660e+01	4.146e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	2.209e+01	1.034e+01	2.668e+01	1.659e+00	5.123e-01	2.084e+00	1.279e-03	0.000e+00	1.310e+01
4.900e+04	8.660e+01	4.146e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	2.209e+01	1.034e+01	2.668e+01	1.659e+00	5.123e-01	2.084e+00	1.279e-03	0.000e+00	1.310e+01
4.910e+04	8.660e+01	4.146e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	2.179e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.920e+04	8.660e+01	4.146e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	2.179e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.930e+04	8.660e+01	4.146e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	2.179e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.940e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	8.945e+00	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.950e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.960e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.970e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.980e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
4.990e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
5.000e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
5.010e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
5.020e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
5.030e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	1.310e+01
5.040e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.050e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.060e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.070e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.080e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.090e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.100e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.110e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.120e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.130e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.140e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.150e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.160e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.170e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.180e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.190e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.200e+04	8.660e+01	5.991e+00	9.933e+01	1.316e+02	2.439e+01	1.659e+02	1.686e+01	1.034e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.210e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.220e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.230e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.240e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.250e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	5.123e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.260e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	6.618e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.270e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	6.618e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.280e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	6.618e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.290e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	6.618e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.300e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	6.618e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.310e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	6.618e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.320e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	6.618e-01	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.330e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.340e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.350e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.360e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.370e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.380e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.390e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.400e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.410e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.420e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.430e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.440e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.450e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.460e+04	9.687e+01	5.977e+01	1.242e+02	1.316e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.470e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.480e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.490e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	4.999e+00	1.279e-03	0.000e+00	4.669e+01
5.500e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.510e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.520e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.530e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.540e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.550e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.560e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.570e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.580e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	1.349e+00	2.908e+00	1.279e-03	0.000e+00	4.669e+01
5.590e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.600e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.610e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.620e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.630e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.640e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.650e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.660e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.670e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.660e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.680e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.690e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.700e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.710e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.720e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.730e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.740e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.750e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.760e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.770e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	1.279e-03	0.000e+00	4.669e+01
5.780e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.790e+04	9.687e+01	5.977e+01	1.242e+02	1.379e+02	2.439e+01	1.659e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.800e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	2.842e-14	0.000e+00	1.310e+01
5.810e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	2.842e-14	0.000e+00	1.310e+01
5.820e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	2.842e-14	0.000e+00	1.310e+01
5.830e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	2.842e-14	0.000e+00	1.310e+01
5.840e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.850e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.860e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.870e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.880e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.890e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.900e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.910e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	2.439e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.920e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.930e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.940e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.950e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.960e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.970e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.980e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
5.990e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.000e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.010e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.020e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.030e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.040e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.050e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.060e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
6.070e+04	9.687e+01	5.977e+01	1.242e+02	1.604e+02	9.455e+01	1.690e+02	2.166e+01	1.055e+01	2.628e+01	1.920e+00	8.030e-01	2.084e+00	0.000e+00	0.000e+00	1.310e+01
