n.evals.q.1.0.	nav.lives._.me.hebbian.neuron.best.quality.inconsistency	nav.lives._.me.hebbian.neuron.best.quality.inconsistency.min	nav.lives._.me.hebbian.neuron.best.quality.inconsistency.max	nav.lives._.me.freeForm.best.quality.inconsistency	nav.lives._.me.freeForm.best.quality.inconsistency.min	nav.lives._.me.freeForm.best.quality.inconsistency.max
3.150e+04	1.408e-04	7.159e-05	3.953e-04	3.157e-04	3.045e-04	5.395e-04
3.160e+04	1.408e-04	7.159e-05	3.953e-04	3.157e-04	3.045e-04	5.395e-04
3.170e+04	1.408e-04	7.159e-05	3.953e-04	3.157e-04	3.045e-04	5.395e-04
3.180e+04	1.408e-04	7.159e-05	3.953e-04	3.157e-04	3.045e-04	5.395e-04
3.190e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.200e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.210e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.220e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.230e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.240e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.250e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.260e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.270e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.280e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.290e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.300e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.310e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.320e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.330e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.340e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.350e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.360e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.370e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.380e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.390e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.400e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.410e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.420e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.430e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.440e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.450e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.460e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.470e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.480e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.490e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.500e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.510e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.520e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.530e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.540e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.550e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.560e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.570e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.580e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.590e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.600e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.610e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.620e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.630e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.640e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.650e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.660e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.670e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.680e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.690e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.700e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.710e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.720e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.730e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.740e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.750e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.760e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.770e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.780e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.790e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.800e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.810e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.820e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.830e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.840e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.850e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.860e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.870e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.880e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.890e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.900e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.910e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.920e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.930e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.940e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.950e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.960e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.970e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.980e+04	1.408e-04	7.159e-05	3.953e-04	5.395e-04	3.157e-04	8.073e-04
3.990e+04	1.408e-04	4.422e-12	5.640e-04	5.395e-04	3.157e-04	8.073e-04
4.000e+04	1.408e-04	4.422e-12	5.640e-04	5.395e-04	3.157e-04	8.073e-04
