n.evals.q.1.0.	nav.lives._.me.hebbian.neuron.best.quality.increase	nav.lives._.me.hebbian.neuron.best.quality.increase.min	nav.lives._.me.hebbian.neuron.best.quality.increase.max	nav.lives._.me.freeForm.best.quality.increase	nav.lives._.me.freeForm.best.quality.increase.min	nav.lives._.me.freeForm.best.quality.increase.max
3.650e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.660e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.670e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.680e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.690e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.700e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.710e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.720e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.730e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.740e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.750e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.760e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.770e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.780e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.790e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.800e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.810e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.820e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.830e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.840e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.850e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.860e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.870e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.880e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.890e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.900e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.910e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.920e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.930e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.940e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.950e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.960e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.970e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.980e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
3.990e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
4.000e+04	1.007e+00	1.007e+00	1.007e+00	1.006e+00	1.006e+00	1.006e+00
