n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	2.518e-01	7.019e-02	5.000e-01	4.271e-01	2.165e-01	4.887e-01	4.024e-01	1.692e-01	7.127e-01	3.582e-01	2.584e-01	4.972e-01	5.000e-01	5.000e-01	5.000e-01
2.000e+02	2.502e-01	7.019e-02	5.000e-01	8.613e-02	2.810e-02	3.716e-01	4.484e-01	3.335e-01	7.127e-01	3.437e-01	2.754e-01	6.307e-01	5.000e-01	5.000e-01	5.000e-01
3.000e+02	2.502e-01	7.019e-02	5.000e-01	6.563e-02	6.331e-03	2.485e-01	4.775e-01	3.688e-01	6.521e-01	4.004e-01	2.919e-01	5.715e-01	5.000e-01	5.000e-01	5.000e-01
4.000e+02	2.502e-01	7.019e-02	5.000e-01	6.563e-02	6.331e-03	2.348e-01	4.775e-01	4.016e-01	5.246e-01	4.840e-01	2.919e-01	6.532e-01	5.000e-01	5.000e-01	5.000e-01
5.000e+02	2.502e-01	7.019e-02	5.000e-01	6.563e-02	6.331e-03	2.348e-01	4.521e-01	3.920e-01	5.093e-01	4.840e-01	2.644e-01	6.700e-01	5.000e-01	5.000e-01	5.000e-01
6.000e+02	2.510e-01	7.019e-02	5.000e-01	6.371e-02	6.331e-03	2.208e-01	4.472e-01	3.438e-01	4.958e-01	4.840e-01	2.562e-01	6.532e-01	5.000e-01	5.000e-01	5.000e-01
7.000e+02	2.510e-01	7.019e-02	4.990e-01	6.563e-02	6.331e-03	2.208e-01	4.521e-01	3.688e-01	5.090e-01	4.415e-01	2.644e-01	5.930e-01	5.000e-01	5.000e-01	5.000e-01
8.000e+02	2.510e-01	7.019e-02	4.990e-01	6.371e-02	6.331e-03	1.398e-01	4.521e-01	3.688e-01	5.090e-01	4.415e-01	2.644e-01	5.643e-01	5.000e-01	5.000e-01	5.000e-01
9.000e+02	2.510e-01	7.019e-02	4.990e-01	6.371e-02	6.331e-03	2.348e-01	4.521e-01	3.688e-01	4.958e-01	4.415e-01	2.644e-01	5.643e-01	5.000e-01	5.000e-01	7.500e-01
1.000e+03	2.510e-01	7.019e-02	4.990e-01	6.563e-02	2.810e-02	2.348e-01	4.521e-01	3.688e-01	4.958e-01	4.415e-01	2.644e-01	5.606e-01	5.000e-01	5.000e-01	1.000e+00
