x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-8.201e-01	9.417e+01	2.185e+02	2.582e+02	4.697e+02
0	1	nan	4.316e+01	2.583e+02	2.583e+02	2.583e+02
0	2	nan	1.006e+02	2.401e+02	2.735e+02	3.936e+02
0	3	nan	9.976e+01	2.515e+02	3.283e+02	4.305e+02
0	4	nan	6.616e+01	3.983e+02	3.983e+02	4.230e+02
0	5	nan	8.898e+01	3.121e+02	3.472e+02	4.086e+02
0	6	nan	7.956e+01	3.412e+02	3.412e+02	4.073e+02
0	7	nan	1.252e+02	3.151e+02	3.451e+02	4.075e+02
0	8	nan	1.102e+02	3.318e+02	3.531e+02	3.926e+02
0	9	nan	1.053e+02	3.763e+02	3.763e+02	4.030e+02
1	0	nan	7.927e+01	1.202e+02	4.693e+02	4.768e+02
1	1	nan	9.478e+01	1.609e+02	3.719e+02	4.561e+02
1	2	nan	7.573e+01	2.547e+02	3.930e+02	4.490e+02
1	3	nan	1.065e+02	2.955e+02	4.070e+02	4.674e+02
1	4	nan	1.954e+02	3.465e+02	4.109e+02	4.109e+02
1	5	nan	1.788e+02	2.943e+02	3.856e+02	4.204e+02
1	6	nan	1.472e+02	2.657e+02	3.790e+02	4.128e+02
1	7	nan	1.098e+02	2.781e+02	4.020e+02	4.020e+02
1	8	nan	9.512e+01	3.457e+02	3.650e+02	3.967e+02
1	9	nan	2.600e+02	2.920e+02	3.857e+02	3.981e+02
2	0	nan	1.091e+02	3.761e+02	4.785e+02	4.831e+02
2	1	nan	1.397e+02	1.543e+02	4.568e+02	4.726e+02
2	2	nan	1.094e+02	4.385e+02	4.488e+02	4.506e+02
2	3	nan	1.359e+02	1.921e+02	4.418e+02	4.464e+02
2	4	nan	1.367e+02	3.147e+02	4.239e+02	4.490e+02
2	5	nan	1.239e+02	3.179e+02	4.148e+02	4.266e+02
2	6	nan	1.335e+02	3.693e+02	3.703e+02	4.256e+02
2	7	nan	1.680e+02	2.968e+02	3.978e+02	4.219e+02
2	8	nan	1.467e+02	3.409e+02	3.573e+02	4.207e+02
2	9	nan	2.511e+02	3.342e+02	3.900e+02	4.005e+02
3	0	nan	nan	4.619e+02	5.053e+02	5.053e+02
3	1	nan	1.923e+02	1.923e+02	4.534e+02	4.732e+02
3	2	nan	1.577e+02	2.893e+02	4.538e+02	4.622e+02
3	3	nan	1.466e+02	3.561e+02	4.398e+02	4.739e+02
3	4	nan	1.872e+02	2.534e+02	4.012e+02	4.558e+02
3	5	nan	1.714e+02	3.556e+02	4.280e+02	4.280e+02
3	6	nan	1.669e+02	3.846e+02	3.932e+02	4.309e+02
3	7	nan	1.885e+02	3.601e+02	4.023e+02	4.023e+02
3	8	nan	3.230e+02	3.869e+02	3.869e+02	4.151e+02
3	9	nan	1.962e+02	3.755e+02	4.009e+02	4.035e+02
4	0	nan	nan	1.985e+02	4.925e+02	5.041e+02
4	1	nan	nan	4.615e+02	4.728e+02	4.903e+02
4	2	nan	4.261e+02	4.261e+02	4.550e+02	4.588e+02
4	3	nan	2.343e+02	4.401e+02	4.452e+02	4.718e+02
4	4	nan	2.195e+02	4.069e+02	4.197e+02	4.527e+02
4	5	nan	2.118e+02	2.831e+02	4.198e+02	4.369e+02
4	6	nan	2.416e+02	3.393e+02	4.130e+02	4.276e+02
4	7	nan	2.482e+02	3.232e+02	4.036e+02	4.253e+02
4	8	nan	2.327e+02	3.568e+02	3.935e+02	4.239e+02
4	9	nan	2.581e+02	3.502e+02	3.893e+02	4.070e+02
5	0	nan	nan	4.796e+02	4.796e+02	5.058e+02
5	1	nan	nan	4.632e+02	4.764e+02	4.781e+02
5	2	nan	nan	4.573e+02	4.578e+02	4.820e+02
5	3	nan	nan	3.440e+02	4.330e+02	4.546e+02
5	4	nan	2.867e+02	3.439e+02	4.266e+02	4.566e+02
5	5	nan	3.039e+02	4.041e+02	4.102e+02	4.403e+02
5	6	nan	3.210e+02	4.198e+02	4.291e+02	4.291e+02
5	7	nan	2.889e+02	3.830e+02	3.985e+02	4.232e+02
5	8	nan	2.584e+02	3.796e+02	3.954e+02	4.234e+02
5	9	nan	3.476e+02	3.747e+02	4.070e+02	4.145e+02
