x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	2.490e+00	3.631e+01	6.324e+01	2.825e+02	2.825e+02
0	1	1.113e+01	7.713e+01	1.904e+02	3.498e+02	3.800e+02
0	2	nan	1.507e+02	2.030e+02	3.725e+02	4.020e+02
0	3	nan	1.403e+02	2.250e+02	3.559e+02	4.144e+02
0	4	nan	1.375e+02	2.733e+02	3.833e+02	4.061e+02
0	5	nan	1.084e+02	2.641e+02	3.851e+02	3.851e+02
0	6	nan	1.655e+02	3.238e+02	3.601e+02	4.165e+02
0	7	nan	1.537e+02	2.376e+02	3.828e+02	4.160e+02
0	8	nan	1.543e+02	2.786e+02	3.468e+02	4.244e+02
0	9	nan	1.260e+02	3.274e+02	4.064e+02	4.065e+02
1	0	nan	6.124e+01	7.378e+01	4.518e+02	5.102e+02
1	1	nan	9.675e+01	4.358e+02	4.358e+02	4.505e+02
1	2	nan	1.001e+02	1.962e+02	4.333e+02	4.576e+02
1	3	nan	8.796e+01	3.590e+02	4.221e+02	4.488e+02
1	4	nan	1.345e+02	2.226e+02	4.002e+02	4.496e+02
1	5	nan	1.426e+02	4.476e+02	4.476e+02	4.476e+02
1	6	nan	1.560e+02	3.179e+02	4.039e+02	4.501e+02
1	7	nan	9.986e+01	1.918e+02	3.794e+02	4.329e+02
1	8	nan	1.726e+02	3.460e+02	3.680e+02	4.179e+02
1	9	nan	1.795e+02	3.769e+02	4.104e+02	4.166e+02
2	0	nan	9.552e+01	2.229e+02	4.957e+02	5.114e+02
2	1	nan	nan	1.678e+02	4.484e+02	4.866e+02
2	2	nan	1.894e+02	2.399e+02	4.235e+02	4.825e+02
2	3	nan	1.471e+02	3.678e+02	4.529e+02	4.608e+02
2	4	nan	1.580e+02	4.101e+02	4.378e+02	4.699e+02
2	5	nan	2.357e+02	3.413e+02	4.448e+02	4.489e+02
2	6	nan	1.275e+02	3.248e+02	4.224e+02	4.447e+02
2	7	nan	3.434e+02	4.057e+02	4.057e+02	4.357e+02
2	8	nan	1.875e+02	3.554e+02	4.171e+02	4.219e+02
2	9	nan	2.363e+02	3.514e+02	4.091e+02	4.185e+02
3	0	nan	nan	nan	5.113e+02	5.114e+02
3	1	nan	nan	4.600e+02	4.924e+02	4.938e+02
3	2	nan	1.820e+02	3.737e+02	4.675e+02	4.898e+02
3	3	nan	nan	3.698e+02	4.437e+02	4.756e+02
3	4	nan	2.049e+02	4.521e+02	4.521e+02	4.635e+02
3	5	nan	1.714e+02	3.217e+02	4.576e+02	4.576e+02
3	6	nan	1.721e+02	3.489e+02	4.161e+02	4.469e+02
3	7	nan	2.929e+02	2.929e+02	4.251e+02	4.340e+02
3	8	nan	2.062e+02	3.646e+02	4.226e+02	4.256e+02
3	9	nan	3.033e+02	3.969e+02	4.136e+02	4.187e+02
4	0	nan	nan	4.799e+02	5.061e+02	5.114e+02
4	1	nan	nan	4.531e+02	4.860e+02	4.950e+02
4	2	nan	3.042e+02	4.250e+02	4.871e+02	4.890e+02
4	3	nan	nan	4.275e+02	4.613e+02	4.794e+02
4	4	nan	nan	3.776e+02	4.686e+02	4.686e+02
4	5	nan	2.395e+02	3.974e+02	4.323e+02	4.564e+02
4	6	nan	2.380e+02	3.999e+02	4.465e+02	4.480e+02
4	7	nan	2.484e+02	3.977e+02	4.278e+02	4.401e+02
4	8	nan	2.266e+02	4.146e+02	4.176e+02	4.285e+02
4	9	nan	2.748e+02	3.618e+02	4.107e+02	4.203e+02
5	0	nan	nan	4.781e+02	5.088e+02	5.116e+02
5	1	nan	2.902e+02	4.665e+02	4.926e+02	4.970e+02
5	2	nan	nan	4.670e+02	4.781e+02	4.880e+02
5	3	nan	3.660e+02	4.245e+02	4.692e+02	4.797e+02
5	4	nan	2.880e+02	4.199e+02	4.597e+02	4.681e+02
5	5	nan	nan	3.994e+02	4.454e+02	4.568e+02
5	6	nan	nan	3.501e+02	4.406e+02	4.493e+02
5	7	nan	2.797e+02	3.519e+02	4.251e+02	4.383e+02
5	8	nan	2.863e+02	3.663e+02	4.180e+02	4.306e+02
5	9	nan	3.086e+02	4.023e+02	4.164e+02	4.184e+02
6	0	nan	nan	4.944e+02	5.112e+02	5.119e+02
6	1	nan	nan	4.839e+02	4.911e+02	4.967e+02
6	2	nan	nan	4.352e+02	4.841e+02	4.892e+02
6	3	nan	nan	4.303e+02	4.693e+02	4.807e+02
6	4	nan	nan	4.408e+02	4.649e+02	4.695e+02
6	5	nan	nan	3.987e+02	4.516e+02	4.606e+02
6	6	nan	3.673e+02	3.943e+02	4.444e+02	4.477e+02
6	7	nan	3.023e+02	3.606e+02	4.397e+02	4.399e+02
6	8	nan	3.232e+02	4.110e+02	4.222e+02	4.299e+02
6	9	nan	4.028e+02	4.083e+02	4.119e+02	4.193e+02
7	0	nan	nan	5.013e+02	5.110e+02	5.131e+02
7	1	nan	4.565e+02	4.565e+02	4.942e+02	4.991e+02
7	2	nan	nan	4.549e+02	4.880e+02	4.880e+02
7	3	nan	nan	4.141e+02	4.780e+02	4.780e+02
7	4	nan	nan	4.541e+02	4.607e+02	4.692e+02
7	5	nan	4.000e+02	4.325e+02	4.588e+02	4.588e+02
7	6	nan	nan	4.147e+02	4.389e+02	4.497e+02
7	7	nan	nan	4.068e+02	4.284e+02	4.401e+02
7	8	nan	3.964e+02	3.964e+02	4.207e+02	4.264e+02
7	9	nan	3.692e+02	3.998e+02	4.136e+02	4.166e+02
8	0	nan	nan	5.048e+02	5.106e+02	5.127e+02
8	1	nan	4.458e+02	4.788e+02	4.968e+02	4.976e+02
8	2	nan	nan	4.569e+02	4.850e+02	4.864e+02
8	3	nan	nan	4.571e+02	4.759e+02	4.783e+02
8	4	nan	4.271e+02	4.413e+02	4.600e+02	4.678e+02
8	5	nan	nan	4.266e+02	4.553e+02	4.610e+02
8	6	nan	nan	4.281e+02	4.470e+02	4.510e+02
8	7	nan	nan	nan	4.323e+02	4.392e+02
8	8	nan	nan	nan	4.284e+02	4.290e+02
8	9	nan	nan	3.998e+02	4.177e+02	4.206e+02
9	0	nan	4.807e+02	5.044e+02	5.110e+02	5.129e+02
9	1	nan	nan	4.580e+02	4.992e+02	5.003e+02
9	2	nan	nan	4.839e+02	4.878e+02	4.897e+02
9	3	nan	nan	nan	4.661e+02	4.798e+02
9	4	nan	nan	nan	4.697e+02	4.697e+02
9	5	nan	nan	nan	4.578e+02	4.607e+02
9	6	nan	nan	nan	nan	4.435e+02
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
