x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-6.013e-03	-6.163e-04	-6.034e-04	-5.989e-04	-5.478e-04
0	1	nan	5.834e-03	5.834e-03	6.798e-03	7.537e-03
0	2	nan	1.877e-02	2.281e-02	2.411e-02	2.411e-02
0	3	nan	4.709e-02	4.743e-02	4.910e-02	4.910e-02
0	4	nan	8.894e-02	9.084e-02	9.084e-02	9.089e-02
0	5	nan	nan	9.208e-02	9.208e-02	9.370e-02
0	6	nan	nan	8.240e-02	8.253e-02	8.892e-02
0	7	nan	nan	9.083e-02	9.083e-02	9.093e-02
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	1.734e-01	1.734e-01	1.742e-01	1.743e-01
1	6	nan	1.789e-01	1.887e-01	1.922e-01	1.929e-01
1	7	nan	nan	1.243e-01	1.574e-01	1.736e-01
1	8	nan	1.472e-01	1.732e-01	1.740e-01	1.891e-01
1	9	nan	1.656e-01	1.824e-01	1.908e-01	1.910e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	2.881e-01	2.887e-01	2.898e-01	2.933e-01
2	7	nan	nan	2.323e-01	2.489e-01	2.822e-01
2	8	nan	nan	nan	2.316e-01	2.897e-01
2	9	nan	2.827e-01	2.827e-01	2.910e-01	2.911e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	3.895e-01	3.907e-01	3.919e-01	3.919e-01
3	6	nan	3.115e-01	3.237e-01	3.237e-01	3.886e-01
3	7	nan	nan	nan	nan	3.825e-01
3	8	nan	nan	3.159e-01	3.491e-01	3.810e-01
3	9	nan	nan	3.906e-01	3.907e-01	3.912e-01
4	0	nan	4.907e-01	4.907e-01	4.924e-01	4.937e-01
4	1	nan	4.887e-01	4.898e-01	4.911e-01	4.911e-01
4	2	nan	nan	4.738e-01	4.817e-01	4.828e-01
4	3	nan	4.648e-01	4.648e-01	4.901e-01	4.909e-01
4	4	nan	4.295e-01	4.314e-01	4.911e-01	4.911e-01
4	5	nan	3.984e-01	3.984e-01	3.993e-01	4.738e-01
4	6	nan	nan	nan	4.823e-01	4.911e-01
4	7	nan	nan	nan	4.493e-01	4.876e-01
4	8	nan	nan	4.902e-01	4.902e-01	4.902e-01
4	9	nan	nan	4.829e-01	4.912e-01	4.912e-01
5	0	nan	nan	4.963e-01	4.984e-01	4.995e-01
5	1	nan	nan	nan	nan	5.077e-01
5	2	nan	nan	nan	nan	5.153e-01
5	3	nan	nan	nan	5.398e-01	5.408e-01
5	4	nan	nan	nan	nan	5.823e-01
5	5	nan	nan	nan	5.074e-01	5.324e-01
5	6	nan	nan	nan	5.293e-01	5.662e-01
5	7	nan	nan	5.559e-01	5.575e-01	5.910e-01
5	8	nan	nan	nan	5.495e-01	5.912e-01
5	9	nan	5.662e-01	5.826e-01	5.911e-01	5.912e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	6.746e-01	6.746e-01
6	6	nan	nan	nan	6.078e-01	6.910e-01
6	7	nan	nan	nan	nan	6.662e-01
6	8	nan	nan	nan	6.412e-01	6.830e-01
6	9	nan	nan	6.829e-01	6.912e-01	6.913e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	7.412e-01	7.829e-01
7	7	nan	nan	nan	7.912e-01	7.912e-01
7	8	nan	nan	7.329e-01	7.913e-01	7.913e-01
7	9	nan	7.494e-01	7.496e-01	7.830e-01	7.912e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	8.579e-01	8.830e-01
8	6	nan	nan	nan	8.080e-01	8.913e-01
8	7	nan	nan	nan	8.913e-01	8.914e-01
8	8	nan	nan	8.830e-01	8.831e-01	8.831e-01
8	9	nan	nan	8.330e-01	8.330e-01	8.413e-01
9	0	nan	9.998e-01	9.998e-01	9.998e-01	9.999e-01
9	1	nan	nan	nan	nan	9.913e-01
9	2	nan	nan	nan	9.830e-01	9.830e-01
9	3	nan	nan	9.829e-01	9.831e-01	9.831e-01
9	4	nan	nan	9.664e-01	9.664e-01	9.664e-01
9	5	nan	nan	9.495e-01	9.496e-01	9.498e-01
9	6	nan	nan	9.331e-01	9.331e-01	9.331e-01
9	7	nan	nan	nan	8.996e-01	9.080e-01
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
