x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-2.597e-03	-6.705e-04	-5.548e-04	-5.484e-04	-5.135e-04
0	1	nan	7.583e-03	7.583e-03	7.614e-03	7.740e-03
0	2	nan	1.719e-02	2.435e-02	2.440e-02	2.444e-02
0	3	nan	4.175e-02	4.943e-02	4.943e-02	4.943e-02
0	4	nan	9.002e-02	9.096e-02	9.096e-02	9.096e-02
0	5	nan	9.051e-02	9.051e-02	9.293e-02	9.293e-02
0	6	nan	8.091e-02	8.887e-02	8.973e-02	9.065e-02
0	7	nan	nan	nan	9.083e-02	9.083e-02
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	1.739e-01	1.744e-01	1.744e-01	1.744e-01
1	6	nan	1.875e-01	1.929e-01	1.929e-01	1.929e-01
1	7	nan	1.212e-01	1.573e-01	1.573e-01	1.624e-01
1	8	nan	1.404e-01	1.876e-01	1.902e-01	1.902e-01
1	9	1.650e-01	1.762e-01	1.910e-01	1.911e-01	1.911e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	2.888e-01	2.930e-01	2.930e-01	2.930e-01
2	7	nan	nan	nan	2.661e-01	2.828e-01
2	8	nan	2.153e-01	2.660e-01	2.660e-01	2.745e-01
2	9	nan	2.744e-01	2.909e-01	2.909e-01	2.910e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	3.908e-01	3.909e-01	3.912e-01	3.912e-01
3	6	nan	3.077e-01	3.217e-01	3.237e-01	3.237e-01
3	7	nan	nan	nan	3.661e-01	3.899e-01
3	8	nan	3.043e-01	3.213e-01	3.491e-01	3.828e-01
3	9	nan	3.899e-01	3.911e-01	3.912e-01	3.912e-01
4	0	nan	nan	4.929e-01	4.938e-01	4.938e-01
4	1	nan	4.874e-01	4.899e-01	4.912e-01	4.912e-01
4	2	nan	4.809e-01	4.829e-01	4.829e-01	4.829e-01
4	3	nan	4.541e-01	4.640e-01	4.661e-01	4.661e-01
4	4	nan	4.410e-01	4.410e-01	4.412e-01	4.412e-01
4	5	nan	3.993e-01	3.993e-01	3.994e-01	4.745e-01
4	6	nan	nan	nan	4.571e-01	4.789e-01
4	7	nan	4.160e-01	4.160e-01	4.160e-01	4.909e-01
4	8	nan	4.578e-01	4.578e-01	4.578e-01	4.913e-01
4	9	nan	4.661e-01	4.912e-01	4.913e-01	4.913e-01
5	0	nan	4.997e-01	4.997e-01	4.997e-01	4.997e-01
5	1	nan	nan	nan	5.077e-01	5.077e-01
5	2	nan	5.161e-01	5.246e-01	5.246e-01	5.246e-01
5	3	nan	nan	5.494e-01	5.494e-01	5.497e-01
5	4	nan	5.889e-01	5.889e-01	5.913e-01	5.913e-01
5	5	nan	nan	nan	nan	5.579e-01
5	6	nan	nan	5.827e-01	5.913e-01	5.913e-01
5	7	nan	nan	nan	nan	5.078e-01
5	8	nan	5.394e-01	5.394e-01	5.394e-01	5.912e-01
5	9	nan	5.913e-01	5.913e-01	5.913e-01	5.913e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	6.548e-01	6.746e-01	6.746e-01	6.747e-01
6	6	nan	nan	nan	6.913e-01	6.913e-01
6	7	nan	nan	6.162e-01	6.662e-01	6.829e-01
6	8	nan	nan	6.495e-01	6.495e-01	6.913e-01
6	9	nan	6.913e-01	6.914e-01	6.914e-01	6.914e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	7.914e-01	7.914e-01	7.914e-01	7.914e-01
7	7	nan	7.664e-01	7.747e-01	7.747e-01	7.913e-01
7	8	nan	nan	7.913e-01	7.913e-01	7.914e-01
7	9	nan	7.913e-01	7.915e-01	7.915e-01	7.915e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	8.915e-01	8.915e-01	8.915e-01	8.915e-01
8	6	nan	nan	8.915e-01	8.915e-01	8.915e-01
8	7	nan	8.496e-01	8.496e-01	8.914e-01	8.914e-01
8	8	nan	8.330e-01	8.828e-01	8.831e-01	8.831e-01
8	9	nan	8.247e-01	8.331e-01	8.414e-01	8.414e-01
9	0	nan	1.000e+00	1.000e+00	1.000e+00	1.000e+00
9	1	nan	9.914e-01	9.915e-01	9.915e-01	9.915e-01
9	2	nan	9.831e-01	9.831e-01	9.831e-01	9.832e-01
9	3	nan	9.664e-01	9.831e-01	9.831e-01	9.832e-01
9	4	nan	9.413e-01	9.580e-01	9.664e-01	9.664e-01
9	5	nan	8.998e-01	9.497e-01	9.498e-01	9.498e-01
9	6	nan	nan	9.330e-01	9.330e-01	9.331e-01
