x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-3.090e-03	-6.871e-04	-6.606e-04	-6.318e-04	-5.184e-04
0	1	nan	7.049e-03	7.513e-03	7.639e-03	7.639e-03
0	2	nan	2.374e-02	2.413e-02	2.426e-02	2.439e-02
0	3	nan	4.883e-02	4.915e-02	4.929e-02	4.939e-02
0	4	nan	9.092e-02	9.092e-02	9.105e-02	9.105e-02
0	5	nan	9.316e-02	9.316e-02	9.316e-02	9.316e-02
0	6	nan	8.371e-02	9.102e-02	9.102e-02	9.102e-02
0	7	nan	9.029e-02	9.053e-02	9.059e-02	9.107e-02
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	1.725e-01	1.742e-01	1.742e-01	1.743e-01
1	6	nan	1.900e-01	1.912e-01	1.912e-01	1.935e-01
1	7	nan	1.218e-01	1.407e-01	1.651e-01	1.819e-01
1	8	nan	1.658e-01	1.658e-01	1.910e-01	1.910e-01
1	9	nan	1.826e-01	1.908e-01	1.910e-01	1.911e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	2.857e-01	2.888e-01	2.910e-01	2.933e-01
2	7	nan	nan	nan	2.577e-01	2.909e-01
2	8	nan	2.308e-01	2.308e-01	2.404e-01	2.909e-01
2	9	nan	2.911e-01	2.911e-01	2.911e-01	2.912e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	3.825e-01	3.896e-01	3.907e-01	3.912e-01
3	6	nan	3.069e-01	3.222e-01	3.235e-01	3.235e-01
3	7	nan	nan	3.655e-01	3.655e-01	3.655e-01
3	8	nan	3.148e-01	3.819e-01	3.819e-01	3.911e-01
3	9	nan	3.907e-01	3.911e-01	3.913e-01	3.913e-01
4	0	nan	nan	4.936e-01	4.936e-01	4.936e-01
4	1	nan	4.881e-01	4.905e-01	4.911e-01	4.911e-01
4	2	nan	4.760e-01	4.825e-01	4.826e-01	4.828e-01
4	3	nan	4.648e-01	4.660e-01	4.660e-01	4.661e-01
4	4	nan	4.320e-01	4.321e-01	4.395e-01	4.746e-01
4	5	nan	nan	3.989e-01	3.989e-01	3.996e-01
4	6	nan	nan	4.576e-01	4.576e-01	4.578e-01
4	7	nan	nan	3.991e-01	4.746e-01	4.746e-01
4	8	nan	nan	4.327e-01	4.327e-01	4.827e-01
4	9	nan	4.828e-01	4.912e-01	4.912e-01	4.913e-01
5	0	nan	4.986e-01	4.996e-01	4.997e-01	4.997e-01
5	1	nan	nan	nan	5.077e-01	5.077e-01
5	2	nan	nan	nan	nan	5.246e-01
5	3	nan	nan	5.492e-01	5.496e-01	5.497e-01
5	4	nan	nan	5.828e-01	5.910e-01	5.913e-01
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	4.989e-01	5.407e-01
5	7	nan	nan	5.327e-01	5.327e-01	5.744e-01
5	8	nan	nan	5.745e-01	5.747e-01	5.747e-01
5	9	nan	5.662e-01	5.911e-01	5.913e-01	5.914e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	6.579e-01	6.745e-01	6.746e-01
6	6	nan	nan	nan	nan	6.907e-01
6	7	nan	nan	nan	6.660e-01	6.660e-01
6	8	nan	nan	nan	nan	6.913e-01
6	9	nan	6.162e-01	6.829e-01	6.914e-01	6.915e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	7.663e-01	7.663e-01	7.746e-01	7.913e-01
7	7	nan	nan	nan	nan	7.829e-01
7	8	nan	nan	nan	7.663e-01	7.913e-01
7	9	nan	7.581e-01	7.913e-01	7.913e-01	7.914e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	8.413e-01	8.913e-01	8.913e-01	8.913e-01
8	6	nan	nan	nan	8.831e-01	8.831e-01
