x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-3.079e-03	-5.817e-04	-5.577e-04	-5.338e-04	-5.338e-04
0	1	nan	7.687e-03	7.687e-03	7.716e-03	7.827e-03
0	2	nan	2.312e-02	2.437e-02	2.445e-02	2.445e-02
0	3	nan	4.914e-02	4.936e-02	4.938e-02	4.938e-02
0	4	nan	9.072e-02	9.100e-02	9.105e-02	9.106e-02
0	5	nan	9.414e-02	9.414e-02	9.471e-02	9.471e-02
0	6	nan	8.178e-02	8.276e-02	9.038e-02	9.038e-02
0	7	nan	nan	9.027e-02	9.096e-02	9.102e-02
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	1.411e-01	1.742e-01	1.744e-01	1.744e-01	1.744e-01
1	6	nan	1.904e-01	1.937e-01	1.942e-01	1.948e-01
1	7	nan	1.072e-01	1.072e-01	1.389e-01	1.828e-01
1	8	nan	1.573e-01	1.737e-01	1.737e-01	1.894e-01
1	9	nan	1.898e-01	1.902e-01	1.908e-01	1.910e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	2.909e-01	2.928e-01	2.939e-01	2.939e-01
2	7	nan	nan	2.577e-01	2.822e-01	2.822e-01
2	8	nan	nan	2.224e-01	2.578e-01	2.910e-01
2	9	nan	2.897e-01	2.908e-01	2.908e-01	2.911e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	3.860e-01	3.911e-01	3.911e-01	3.913e-01
