x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-8.827e-04	-5.973e-04	-5.672e-04	-5.495e-04	-5.495e-04
0	1	nan	7.740e-03	7.740e-03	7.740e-03	7.770e-03
0	2	nan	2.414e-02	2.438e-02	2.438e-02	2.441e-02
0	3	4.924e-02	4.936e-02	4.936e-02	4.936e-02	4.936e-02
0	4	nan	9.079e-02	9.088e-02	9.088e-02	9.103e-02
0	5	nan	nan	9.177e-02	9.283e-02	9.449e-02
0	6	nan	9.245e-02	9.245e-02	9.245e-02	9.245e-02
0	7	nan	nan	8.708e-02	8.892e-02	8.892e-02
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	9.091e-02	9.100e-02
1	5	nan	1.674e-01	1.740e-01	1.744e-01	1.744e-01
1	6	nan	1.858e-01	1.921e-01	1.924e-01	1.926e-01
1	7	nan	1.141e-01	1.212e-01	1.658e-01	1.909e-01
1	8	nan	1.661e-01	1.760e-01	1.760e-01	1.892e-01
1	9	nan	1.910e-01	1.910e-01	1.923e-01	1.923e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	2.867e-01	2.867e-01	2.912e-01	2.927e-01
2	7	nan	2.661e-01	2.661e-01	2.911e-01	2.912e-01
2	8	nan	nan	2.658e-01	2.910e-01	2.910e-01
2	9	nan	2.910e-01	2.910e-01	2.910e-01	2.910e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	3.603e-01	3.897e-01	3.909e-01	3.911e-01
3	6	nan	2.937e-01	3.160e-01	3.212e-01	3.234e-01
3	7	nan	nan	nan	3.801e-01	3.910e-01
3	8	nan	nan	2.995e-01	3.406e-01	3.896e-01
3	9	nan	3.657e-01	3.909e-01	3.909e-01	3.911e-01
4	0	nan	4.926e-01	4.930e-01	4.930e-01	4.930e-01
4	1	nan	4.909e-01	4.909e-01	4.912e-01	4.912e-01
4	2	nan	4.812e-01	4.812e-01	4.828e-01	4.829e-01
4	3	nan	4.640e-01	4.660e-01	4.661e-01	4.661e-01
4	4	nan	4.289e-01	4.358e-01	4.745e-01	4.794e-01
4	5	nan	3.992e-01	3.992e-01	3.992e-01	3.994e-01
4	6	nan	nan	nan	nan	4.579e-01
4	7	nan	nan	4.327e-01	4.495e-01	4.745e-01
4	8	nan	nan	nan	4.660e-01	4.704e-01
4	9	nan	4.879e-01	4.879e-01	4.879e-01	4.911e-01
