x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-2.065e+00	3.515e+01	5.578e+01	6.461e+01	1.827e+02
0	1	nan	4.377e+01	7.796e+01	1.158e+02	2.260e+02
0	2	nan	3.192e+01	9.526e+01	1.000e+02	2.388e+02
0	3	nan	3.964e+01	7.905e+01	1.666e+02	2.533e+02
0	4	nan	4.844e+01	1.133e+02	1.691e+02	2.938e+02
0	5	nan	nan	1.095e+02	1.174e+02	3.001e+02
0	6	nan	nan	1.404e+02	1.713e+02	3.047e+02
0	7	nan	nan	1.334e+02	2.389e+02	2.814e+02
0	8	nan	nan	1.476e+02	1.537e+02	2.885e+02
0	9	nan	8.965e+01	2.122e+02	2.269e+02	2.930e+02
1	0	nan	nan	4.627e+01	8.577e+01	1.860e+02
1	1	nan	nan	9.327e+01	1.192e+02	2.920e+02
1	2	nan	7.942e+01	9.954e+01	1.622e+02	3.503e+02
1	3	nan	4.997e+01	1.002e+02	1.349e+02	3.615e+02
1	4	nan	5.538e+01	1.437e+02	2.078e+02	3.200e+02
1	5	nan	8.059e+01	1.286e+02	1.445e+02	3.276e+02
1	6	nan	8.534e+01	1.459e+02	1.459e+02	3.672e+02
1	7	nan	1.063e+02	1.934e+02	1.934e+02	2.989e+02
1	8	nan	8.129e+01	1.426e+02	2.542e+02	3.288e+02
1	9	nan	9.155e+01	2.141e+02	2.141e+02	3.675e+02
2	0	nan	nan	nan	1.361e+02	4.648e+02
2	1	nan	nan	1.254e+02	1.520e+02	3.266e+02
2	2	nan	nan	1.220e+02	1.730e+02	3.812e+02
2	3	nan	nan	1.258e+02	1.856e+02	4.078e+02
2	4	nan	1.408e+02	1.408e+02	1.640e+02	3.849e+02
2	5	nan	1.195e+02	1.759e+02	2.854e+02	3.545e+02
2	6	nan	1.306e+02	1.938e+02	2.222e+02	3.550e+02
2	7	nan	1.234e+02	1.588e+02	1.822e+02	3.262e+02
2	8	nan	1.407e+02	1.962e+02	3.216e+02	3.684e+02
2	9	nan	1.369e+02	2.041e+02	2.894e+02	3.797e+02
3	0	nan	nan	nan	1.874e+02	4.617e+02
3	1	nan	nan	nan	1.893e+02	4.349e+02
3	2	nan	nan	2.038e+02	2.038e+02	4.121e+02
3	3	nan	nan	nan	2.256e+02	3.691e+02
3	4	nan	nan	1.866e+02	1.942e+02	3.827e+02
3	5	nan	nan	1.673e+02	3.225e+02	3.990e+02
3	6	nan	1.599e+02	2.106e+02	3.471e+02	3.929e+02
3	7	nan	nan	2.030e+02	2.510e+02	3.340e+02
3	8	nan	nan	2.298e+02	2.604e+02	3.616e+02
3	9	nan	1.825e+02	2.480e+02	3.483e+02	3.763e+02
4	0	nan	nan	nan	nan	4.720e+02
4	1	nan	nan	nan	2.355e+02	4.536e+02
4	2	nan	nan	nan	3.090e+02	4.431e+02
4	3	nan	nan	nan	2.081e+02	4.229e+02
4	4	nan	nan	nan	3.564e+02	4.294e+02
4	5	nan	nan	2.379e+02	2.524e+02	4.024e+02
4	6	nan	2.056e+02	2.227e+02	2.417e+02	3.938e+02
4	7	nan	nan	nan	3.077e+02	3.949e+02
4	8	nan	nan	3.360e+02	3.360e+02	3.745e+02
4	9	nan	2.222e+02	2.744e+02	2.744e+02	3.756e+02
5	0	nan	nan	nan	nan	4.686e+02
5	1	nan	nan	nan	3.458e+02	4.573e+02
5	2	nan	nan	nan	3.647e+02	4.430e+02
5	3	nan	nan	nan	2.998e+02	4.153e+02
5	4	nan	nan	2.786e+02	2.786e+02	4.290e+02
5	5	nan	nan	2.673e+02	2.864e+02	4.131e+02
5	6	nan	nan	2.705e+02	2.873e+02	3.877e+02
5	7	nan	nan	3.486e+02	3.528e+02	3.857e+02
5	8	nan	nan	3.359e+02	3.584e+02	3.813e+02
5	9	nan	2.736e+02	2.874e+02	3.308e+02	3.816e+02
6	0	nan	nan	nan	4.523e+02	4.758e+02
6	1	nan	nan	3.395e+02	4.315e+02	4.579e+02
6	2	nan	nan	nan	4.189e+02	4.518e+02
6	3	nan	nan	nan	nan	4.300e+02
6	4	nan	nan	nan	4.131e+02	4.205e+02
6	5	nan	nan	3.471e+02	3.660e+02	4.074e+02
6	6	nan	nan	nan	3.385e+02	3.945e+02
6	7	nan	nan	nan	3.178e+02	3.937e+02
6	8	nan	nan	3.294e+02	3.435e+02	3.826e+02
6	9	nan	nan	3.499e+02	3.499e+02	3.784e+02
7	0	nan	nan	nan	3.743e+02	4.752e+02
7	1	nan	nan	nan	nan	4.590e+02
7	2	nan	nan	nan	nan	4.389e+02
7	3	nan	nan	nan	3.848e+02	4.444e+02
7	4	nan	nan	3.899e+02	3.931e+02	4.229e+02
7	5	nan	nan	3.654e+02	3.894e+02	4.085e+02
7	6	nan	nan	nan	3.708e+02	3.941e+02
7	7	nan	nan	nan	3.929e+02	3.929e+02
7	8	nan	nan	nan	nan	3.877e+02
7	9	nan	nan	3.480e+02	3.820e+02	3.844e+02
8	0	nan	nan	nan	nan	4.736e+02
8	1	nan	nan	nan	4.278e+02	4.590e+02
8	2	nan	nan	nan	4.098e+02	4.468e+02
8	3	nan	nan	nan	3.949e+02	4.400e+02
8	4	nan	nan	3.967e+02	3.967e+02	4.285e+02
8	5	nan	nan	nan	3.964e+02	4.055e+02
8	6	nan	nan	nan	4.017e+02	4.035e+02
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	4.794e+02	4.948e+02
9	1	nan	nan	nan	nan	4.555e+02
9	2	nan	nan	nan	nan	4.488e+02
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
