x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
8	1	nan	nan	nan	4.455e+02	4.576e+02
8	2	nan	nan	nan	nan	4.459e+02
8	3	nan	nan	nan	4.042e+02	4.381e+02
8	4	nan	nan	nan	4.254e+02	4.494e+02
8	5	nan	nan	nan	4.151e+02	4.358e+02
8	6	nan	nan	nan	nan	4.359e+02
8	7	nan	nan	nan	nan	4.128e+02
8	8	nan	nan	nan	nan	3.995e+02
8	9	nan	nan	nan	nan	4.048e+02
9	0	nan	nan	4.507e+02	4.701e+02	5.056e+02
9	1	nan	nan	nan	4.511e+02	4.785e+02
9	2	nan	nan	nan	nan	4.689e+02
9	3	nan	nan	nan	nan	4.552e+02
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
